"success","trial_type","trial_index","time_elapsed","internal_node_id","start_time","Id","rt","responses","stimulus","button_pressed","Prueba","X_left","X_right","Y_top","Y_bottom","Circles","Crosses","Consistency","key_press"
"true","fullscreen","0","2186","0.0-0.0","1528578044922","41-6","","","","","","","","","","","","",""
"","survey-text","1","9152","0.0-1.0","1528578044922","41-6","6963","{""Q0"":""41-6""}","","","","","","","","","","",""
"","my_image_button","2","15191","0.0-2.0-0.0","1528578044922","41-6","6037","","img/caja.png","0","","","","","","","","",""
"","my_image_button","3","23855","0.0-2.0-1.0","1528578044922","41-6","8662","","img/caja_con_ejemplos.png","0","","","","","","","","",""
"","my_image_button","4","25087","0.0-2.0-2.0","1528578044922","41-6","1231","","","0","","","","","","","","",""
"","learner","5","61690","0.0-3.0-0.0","1528578044922","41-6","36596","","","","true","445","559","509","713","[463.06,553.63],[489.13,694]","","true","null"
"","learner","6","68634","0.0-3.0-1.0","1528578044922","41-6","6942","","","","true","171","447","513","735","","[559.86,632.3],[585.56,480.54]","true","null"
"","learner","7","80361","0.0-3.0-2.0","1528578044922","41-6","11727","","","","true","311","425","319","523","[392.93,388.22]","[554.25,485.05]","true","null"
"","learner","8","93338","0.0-3.0-3.0","1528578044922","41-6","12975","","","","true","554","643","971","1177","[463.89,391.11]","[568.56,626.06]","true","null"
"","check_point_button","9","119610","0.0-4.0","1528578044922","41-6","26270","","<p><font size='25px'>ENTONCES, ¿QUÉ TENÉS QUE HACER? </font></p>","1","","","","","","","","",""
"","html-button-response","10","120828","0.0-5.0","1528578044922","41-6","1218","","<p align='center' style='font-size:25px;' > HAY 10 NIVELES <br> ¿ESTÁS LISTO/A PARA EMPEZAR? </p>","0","","","","","","","","",""
"","learner","11","129748","0.0-6.0-0.0","1528578044922","41-6","8917","","","","false","240","447","435","739","[416.9,531.99],[319.21,646.12]","","true","null"
"","learner","12","134228","0.0-6.0-1.0","1528578044922","41-6","4478","","","","false","318","461","381","636","[400.76,402.79],[394.88,535.62]","","true","null"
"","learner","13","139564","0.0-6.0-2.0","1528578044922","41-6","5334","","","","false","568","569","972","972","[517.2,535.13]","[682.83,696.83]","true","null"
"","learner","14","151372","0.0-6.0-3.0","1528578044922","41-6","11805","","","","false","390","665","176","436","[452.06,247.42],[605.37,331.97]","","true","null"
"","learner","15","156700","0.0-6.0-4.0","1528578044922","41-6","5325","","","","false","437","614","614","810","[494.21,673.46]","[464.3,505.29]","true","null"
"","check_point_button","16","159044","0.0-7.0","1528578044922","41-6","2343","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 1</font></p>","0","","","","","","","","",""
"","learner","17","167100","0.0-8.0-0.0","1528578044922","41-6","8054","","","","false","388","577","583","675","[475.04,593.15]","[342.39,491.11]","true","null"
"","learner","18","173156","0.0-8.0-1.0","1528578044922","41-6","6054","","","","false","288","529","325","549","","[561.5,494.44],[387.38,698.05]","true","null"
"","learner","19","178852","0.0-8.0-2.0","1528578044922","41-6","5694","","","","false","381","601","478","664","","[322.96,643.47],[615.97,763.5]","true","null"
"","learner","20","190775","0.0-8.0-3.0","1528578044922","41-6","11921","","","","false","692","937","238","484","","[618.59,441.84],[776.18,633.64]","true","null"
"","learner","21","197327","0.0-8.0-4.0","1528578044922","41-6","6551","","","","false","136","519","574","787","","[674.85,654.98],[530.26,492.82]","true","null"
"","check_point_button","22","198920","0.0-9.0","1528578044922","41-6","1591","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 2</font></p>","0","","","","","","","","",""
"","learner","23","203920","0.0-10.0-0.0","1528578044922","41-6","4999","","","","false","368","803","554","776","[719.69,612.53],[482.98,725.24]","","true","null"
"","learner","24","207871","0.0-10.0-1.0","1528578044922","41-6","3951","","","","false","345","497","577","779","[402.58,668.56]","[397.46,452.01]","true","null"
"","learner","25","223951","0.0-10.0-2.0","1528578044922","41-6","16078","","","","false","155","378","429","666","[312.07,456.5],[238.87,574.42]","","true","null"
"","learner","26","230127","0.0-10.0-3.0","1528578044922","41-6","6175","","","","false","358","691","295","564","[669.65,381.57],[462.26,303.51]","","true","null"
"","learner","27","235216","0.0-10.0-4.0","1528578044922","41-6","5087","","","","false","215","358","474","792","[287.1,500.15],[277.6,687.71]","","true","null"
"","check_point_button","28","237088","0.0-11.0","1528578044922","41-6","1871","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 3</font></p>","0","","","","","","","","",""
"","learner","29","248360","0.0-12.0-0.0","1528578044922","41-6","11271","","","","false","560","688","378","485","[660.59,442.49],[563.81,385.14]","","true","null"
"","learner","30","255920","0.0-12.0-1.0","1528578044922","41-6","7558","","","","false","218","625","506","698","","[456.6,487.1],[461.07,757.83]","true","null"
"","learner","31","262816","0.0-12.0-2.0","1528578044922","41-6","6894","","","","false","221","528","395","574","","[681.26,205.29],[624.84,547.77]","true","null"
"","learner","32","270401","0.0-12.0-3.0","1528578044922","41-6","7582","","","","false","251","469","546","659","","[227.47,565.56],[316.7,394.93]","true","null"
"","learner","33","278544","0.0-12.0-4.0","1528578044922","41-6","8142","","","","false","599","640","474","782","[646.15,494.81],[554.95,724.02]","","false","null"
"","check_point_button","34","280392","0.0-13.0","1528578044922","41-6","1847","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 4</font></p>","0","","","","","","","","",""
"","learner","35","286169","0.0-14.0-0.0","1528578044922","41-6","5775","","","","false","247","472","567","663","[342.8,597.23],[447.89,640.85]","","true","null"
"","learner","36","291041","0.0-14.0-1.0","1528578044922","41-6","4871","","","","false","201","528","517","600","[512.52,585.45],[352.85,537.97]","","true","null"
"","learner","37","295601","0.0-14.0-2.0","1528578044922","41-6","4558","","","","false","286","439","405","663","","[225.64,454.03],[495.57,593.94]","true","null"
"","learner","38","299321","0.0-14.0-3.0","1528578044922","41-6","3720","","","","false","523","723","487","712","","[494.04,460.33],[747.59,664.43]","true","null"
"","learner","39","303476","0.0-14.0-4.0","1528578044922","41-6","4153","","","","false","468","585","533","641","[488.54,556.82]","[553.44,682.05]","true","null"
"","check_point_button","40","304923","0.0-15.0","1528578044922","41-6","1447","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 5</font></p>","0","","","","","","","","",""
"","html-button-response","41","306676","0.0-16.0","1528578044922","41-6","1751","","<p align='center' style='font-size:25px;' > ¡ACORDATE DE QUE ALGUIEN TE DEJÓ ESTAS PISTAS PARA QUE ENCUENTRES LA CAJA! </p>","0","","","","","","","","",""
"","learner","42","316620","0.0-17.0-0.0","1528578044922","41-6","9942","","","","false","570","926","331","664","","[421.43,710.83],[514.42,760.7]","true","null"
"","learner","43","320347","0.0-17.0-1.0","1528578044922","41-6","3726","","","","false","568","706","379","606","","[537.98,679.39],[543.88,505.35]","true","null"
"","learner","44","323204","0.0-17.0-2.0","1528578044922","41-6","2854","","","","false","474","665","575","768","[290.23,573.54],[421.41,622.07]","","false","null"
"","learner","45","368006","0.0-17.0-3.0","1528578044922","41-6","44802","","","","false","559","696","593","755","[660.56,667.71]","[475.61,591.46]","true","null"
"","learner","46","373654","0.0-17.0-4.0","1528578044922","41-6","5646","","","","false","473","783","464","561","[477.01,482.91]","[304.32,558.78]","true","null"
"","check_point_button","47","375575","0.0-18.0","1528578044922","41-6","1918","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 6</font></p>","0","","","","","","","","",""
"","learner","48","394983","0.0-19.0-0.0","1528578044922","41-6","19406","","","","false","210","729","237","685","[549.31,551.75],[697.68,670.37]","","true","null"
"","learner","49","398103","0.0-19.0-1.0","1528578044922","41-6","3118","","","","false","224","518","372","833","[296.21,516.41],[486.4,723.53]","","true","null"
"","learner","50","403679","0.0-19.0-2.0","1528578044922","41-6","5575","","","","false","295","435","266","661","","[533.54,489.06],[605.48,281.47]","true","null"
"","learner","51","408199","0.0-19.0-3.0","1528578044922","41-6","4517","","","","false","674","877","415","727","","[563.48,459.85],[474.38,374.6]","true","null"
"","learner","52","411718","0.0-19.0-4.0","1528578044922","41-6","3518","","","","false","476","768","373","726","","[377.1,384.06],[258.04,611.22]","true","null"
"","check_point_button","53","413111","0.0-20.0","1528578044922","41-6","1392","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 7</font></p>","0","","","","","","","","",""
"","learner","54","419119","0.0-21.0-0.0","1528578044922","41-6","6007","","","","false","184","556","497","761","[438.14,550.72],[220.54,626.07]","","true","null"
"","learner","55","428105","0.0-21.0-1.0","1528578044922","41-6","8985","","","","false","204","349","585","728","[334.01,625.62]","[510.99,551.38]","true","null"
"","learner","56","432225","0.0-21.0-2.0","1528578044922","41-6","4118","","","","false","278","635","82","579","","[692.86,567.07],[443.45,676.5]","true","null"
"","learner","57","450713","0.0-21.0-3.0","1528578044922","41-6","18485","","","","false","-2","259","916","1403","[379.72,567.73],[454.88,496.63]","","false","null"
"","learner","58","455689","0.0-21.0-4.0","1528578044922","41-6","4975","","","","false","400","631","278","619","[502.06,390.99],[582.42,310.21]","","true","null"
"","check_point_button","59","456953","0.0-22.0","1528578044922","41-6","1262","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 8</font></p>","0","","","","","","","","",""
"","learner","60","461946","0.0-23.0-0.0","1528578044922","41-6","4991","","","","false","217","505","917","1003","[560.23,628.07]","[684.74,395.99]","false","null"
"","learner","61","468209","0.0-23.0-1.0","1528578044922","41-6","6262","","","","false","856","1066","125","187","","[515.99,661.5],[483.45,768.05]","true","null"
"","learner","62","474842","0.0-23.0-2.0","1528578044922","41-6","6632","","","","false","176","633","395","846","[578.97,622.55],[481.01,585.38]","","true","null"
"","learner","63","484865","0.0-23.0-3.0","1528578044922","41-6","10021","","","","false","152","286","944","1413","[408.82,542.95]","[503.67,626.41]","false","null"
"","learner","64","491141","0.0-23.0-4.0","1528578044922","41-6","6273","","","","false","-462","6","927","1454","[452.64,583.46],[419.94,685.86]","","false","null"
"","check_point_button","65","492892","0.0-24.0","1528578044922","41-6","1750","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 9</font></p>","0","","","","","","","","",""
"","learner","66","498428","0.0-25.0-0.0","1528578044922","41-6","5534","","","","false","819","1155","932","1557","","[473.86,277.92],[229.78,697.59]","true","null"
"","learner","67","506772","0.0-25.0-1.0","1528578044922","41-6","8341","","","","false","450","557","972","1600","","[771.27,409.33],[633.75,211.41]","true","null"
"","learner","68","515515","0.0-25.0-2.0","1528578044922","41-6","8742","","","","false","668","801","934","1454","","[325.49,525.03],[335.87,676.63]","true","null"
"","learner","69","518780","0.0-25.0-3.0","1528578044922","41-6","3263","","","","false","359","503","468","736","[424.72,608.78],[471.64,501.77]","","true","null"
"","learner","70","522732","0.0-25.0-4.0","1528578044922","41-6","3950","","","","false","479","667","311","552","[594.14,341.64]","[752.47,396.42]","true","null"
"","check_point_button","71","527475","0.0-26.0","1528578044922","41-6","4742","","<p align='center' style='font-size:30px;' > COMPLETASTE TODOS LOS NIVELES  <br><br> ¡FELICITACIONES!<br><br> PRESIONA CUALQUIER TECLA PARA TERMINAR</p>","0","","","","","","","","",""
