"success","trial_type","trial_index","time_elapsed","internal_node_id","start_time","Id","rt","responses","stimulus","button_pressed","Prueba","X_left","X_right","Y_top","Y_bottom","Circles","Crosses","key_press"
"true","fullscreen","0","3804","0.0-0.0","1528665745204","103-10","","","","","","","","","","","",""
"","survey-text","1","11082","0.0-1.0","1528665745204","103-10","7276","{""Q0"":""103-10""}","","","","","","","","","",""
"","my_image_button","2","19049","0.0-2.0-0.0","1528665745204","103-10","7965","","img/caja.png","0","","","","","","","",""
"","my_image_button","3","26881","0.0-2.0-1.0","1528665745204","103-10","7830","","img/caja_con_ejemplos.png","0","","","","","","","",""
"","my_image_button","4","31841","0.0-2.0-2.0","1528665745204","103-10","4958","","","0","","","","","","","",""
"","teacher","5","47018","0.0-3.0-0.0","1528665745204","103-10","7495","","","","true","576.01","792.89","299.8","397","[596,320],[749,364]","","null"
"","teacher","6","58610","0.0-3.0-1.0","1528665745204","103-10","5262","","","","true","472.87","864.18","594.84","739.05","[502,675],[833,671]","","null"
"","teacher","7","68028","0.0-3.0-2.0","1528665745204","103-10","4545","","","","true","632","729.2","496.97","594.17","[650,528],[710,580]","","null"
"","teacher","8","78796","0.0-3.0-3.0","1528665745204","103-10","7943","","","","true","530.36","627.56","761.12","858.32","[577,782],[579,837]","","null"
"","check_point_button","9","92909","0.0-4.0","1528665745204","103-10","14111","","<p><font size='25px'>ENTONCES, ¿QUÉ TENÉS QUE HACER? </font></p>","0","","","","","","","",""
"","html-button-response","10","100493","0.0-5.0","1528665745204","103-10","7583","","<p align='center' style='font-size:25px;' > HAY 10 NIVELES <br> ¿ESTÁS LISTO/A PARA EMPEZAR? </p>","0","","","","","","","",""
"","teacher","11","107684","0.0-6.0-0.0","1528665745204","103-10","4853","","","","false","651.56","748.76","280.98","414.18","[691,354]","[288,313]","null"
"","teacher","12","115860","0.0-6.0-1.0","1528665745204","103-10","7103","","","","false","210.63","387.58","108.7","835.97","[223,822],[374,130]","","null"
"","teacher","13","119957","0.0-6.0-2.0","1528665745204","103-10","3062","","","","false","371.35","468.55","357.15","495.67","[414,432]","[188,90]","null"
"","teacher","14","124119","0.0-6.0-3.0","1528665745204","103-10","3193","","","","false","579.73","784.27","632.56","729.76","[604,650],[717,714]","","null"
"","teacher","15","133447","0.0-6.0-4.0","1528665745204","103-10","2599","","","","false","714.97","812.17","302.66","589.56","[774,338]","[705,567]","null"
"","check_point_button","16","135639","0.0-7.0","1528665745204","103-10","2191","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 1</font></p>","0","","","","","","","",""
"","teacher","17","140632","0.0-8.0-0.0","1528665745204","103-10","3527","","","","false","259.38","573.77","599.19","732.02","[303,674],[556,672]","","null"
"","teacher","18","146575","0.0-8.0-1.0","1528665745204","103-10","4734","","","","false","693.47","790.67","771.98","869.18","[741,821]","[720,620]","null"
"","teacher","19","152647","0.0-8.0-2.0","1528665745204","103-10","5038","","","","false","671.89","769.09","334.29","656.91","[715,505]","[440,433]","null"
"","teacher","20","155751","0.0-8.0-3.0","1528665745204","103-10","2350","","","","false","480.79","711.75","610.81","710.67","[525,645],[702,706]","","null"
"","teacher","21","159295","0.0-8.0-4.0","1528665745204","103-10","2423","","","","false","203.03","743.92","312.27","409.47","[223,347],[726,380]","","null"
"","check_point_button","22","160568","0.0-9.0","1528665745204","103-10","1271","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 2</font></p>","0","","","","","","","",""
"","teacher","23","164063","0.0-10.0-0.0","1528665745204","103-10","2863","","","","false","445.11","720","271.68","850.21","[469,289],[702,836]","","null"
"","teacher","24","167007","0.0-10.0-1.0","1528665745204","103-10","2190","","","","false","572.44","728.8","520.57","686.08","[604,558],[708,675]","","null"
"","teacher","25","169631","0.0-10.0-2.0","1528665745204","103-10","1798","","","","false","712.55","809.75","653.53","750.73","[751,695]","[659,534]","null"
