"success","trial_type","trial_index","time_elapsed","internal_node_id","start_time","Id","rt","responses","stimulus","button_pressed","Prueba","X_left","X_right","Y_top","Y_bottom","Circles","Crosses","Consistency","key_press"
"true","fullscreen","0","3332","0.0-0.0","1528657301699","66-8","","","","","","","","","","","","",""
"","survey-text","1","9138","0.0-1.0","1528657301699","66-8","5804","{""Q0"":""66-8""}","","","","","","","","","","",""
"","my_image_button","2","21689","0.0-2.0-0.0","1528657301699","66-8","12548","","img/caja.png","0","","","","","","","","",""
"","my_image_button","3","38433","0.0-2.0-1.0","1528657301699","66-8","16743","","img/caja_con_ejemplos.png","0","","","","","","","","",""
"","my_image_button","4","48817","0.0-2.0-2.0","1528657301699","66-8","10383","","","0","","","","","","","","",""
"","learner","5","92755","0.0-3.0-0.0","1528657301699","66-8","43933","","","","true","686","766","434","590","[716.04,449.59],[704.98,561.46]","","true","null"
"","learner","6","107347","0.0-3.0-1.0","1528657301699","66-8","14590","","","","true","612","760","488","646","[638.83,563.87]","[776.49,717.57]","true","null"
"","learner","7","130888","0.0-3.0-2.0","1528657301699","66-8","23537","","","","true","366","515","628","700","","[561.34,656.47],[367.82,721.64]","true","null"
"","learner","8","151952","0.0-3.0-3.0","1528657301699","66-8","21062","","","","true","493","643","535","609","[551.1,564.83]","[487.72,478.48]","true","null"
"","check_point_button","9","173592","0.0-4.0","1528657301699","66-8","21639","","<p><font size='25px'>ENTONCES, ¿QUÉ TENÉS QUE HACER? </font></p>","0","","","","","","","","",""
"","html-button-response","10","182680","0.0-5.0","1528657301699","66-8","9087","","<p align='center' style='font-size:25px;' > HAY 10 NIVELES <br> ¿ESTÁS LISTO/A PARA EMPEZAR? </p>","0","","","","","","","","",""
"","learner","11","191394","0.0-6.0-0.0","1528657301699","66-8","8712","","","","false","421","502","305","458","[459.46,324.31]","[525.91,527.04]","true","null"
"","learner","12","198722","0.0-6.0-1.0","1528657301699","66-8","7326","","","","false","469","704","391","820","[587.83,643.17]","[434.11,251.53]","true","null"
"","learner","13","215202","0.0-6.0-2.0","1528657301699","66-8","16478","","","","false","529","677","526","768","[556.84,660.39]","[644.07,355.28]","true","null"
"","learner","14","233571","0.0-6.0-3.0","1528657301699","66-8","18367","","","","false","270","464","383","485","[332.54,465.3],[546.03,356.56]","","false","null"
"","learner","15","243179","0.0-6.0-4.0","1528657301699","66-8","9606","","","","false","464","677","217","291","[563.03,240.98]","[745.09,375.08]","true","null"
"","check_point_button","16","247186","0.0-7.0","1528657301699","66-8","4006","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 1</font></p>","0","","","","","","","","",""
"","learner","17","253814","0.0-8.0-0.0","1528657301699","66-8","6625","","","","false","542","695","154","530","","[724.38,389.89],[463.69,260.74]","true","null"
"","learner","18","263149","0.0-8.0-1.0","1528657301699","66-8","9333","","","","false","574","918","599","662","","[655.73,536.68],[687.29,688.27]","true","null"
"","learner","19","271357","0.0-8.0-2.0","1528657301699","66-8","8208","","","","false","326","691","197","572","[569.86,357.83],[436.33,501.96]","","true","null"
"","learner","20","275284","0.0-8.0-3.0","1528657301699","66-8","3926","","","","false","454","698","445","733","[522.39,543.25],[571.25,639.71]","","true","null"
"","learner","21","281229","0.0-8.0-4.0","1528657301699","66-8","5943","","","","false","323","748","244","447","[400.61,397.71],[514.26,311.46]","","true","null"
"","check_point_button","22","287973","0.0-9.0","1528657301699","66-8","6744","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 2</font></p>","0","","","","","","","","",""
"","learner","23","293606","0.0-10.0-0.0","1528657301699","66-8","5631","","","","false","244","376","277","646","","[347.98,744.47],[342.53,208.87]","true","null"
"","learner","24","306406","0.0-10.0-1.0","1528657301699","66-8","12799","","","","false","519","868","288","662","[622.54,468.69],[755.84,554.55]","","true","null"
"","learner","25","313784","0.0-10.0-2.0","1528657301699","66-8","7377","","","","false","235","459","537","682","","[468.39,734.73],[302.04,496.86]","true","null"
"","learner","26","320033","0.0-10.0-3.0","1528657301699","66-8","6246","","","","false","520","629","334","552","","[445.87,500.06],[657.76,376.84]","true","null"
"","learner","27","326064","0.0-10.0-4.0","1528657301699","66-8","6031","","","","false","433","575","249","526","[457.36,449.81],[489.25,354.15]","","true","null"
"","check_point_button","28","335504","0.0-11.0","1528657301699","66-8","9439","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 3</font></p>","0","","","","","","","","",""
"","learner","29","359281","0.0-12.0-0.0","1528657301699","66-8","23774","","","","false","479","637","328","635","[528.63,436.88],[555.23,536.17]","","true","null"
"","learner","30","367633","0.0-12.0-1.0","1528657301699","66-8","8350","","","","false","499","745","221","638","[686.64,428.95]","[427,638.71]","true","null"
"","learner","31","372772","0.0-12.0-2.0","1528657301699","66-8","5138","","","","false","257","542","449","566","[387.2,491.36]","[223.1,574.95]","true","null"
"","learner","32","378116","0.0-12.0-3.0","1528657301699","66-8","5343","","","","false","491","782","205","328","[598.53,282.89]","[476.86,619.71]","true","null"
"","learner","33","386908","0.0-12.0-4.0","1528657301699","66-8","8791","","","","false","224","528","499","646","[308.76,548.7]","[469.15,478.64]","true","null"
"","check_point_button","34","390596","0.0-13.0","1528657301699","66-8","3687","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 4</font></p>","0","","","","","","","","",""
"","learner","35","396501","0.0-14.0-0.0","1528657301699","66-8","5902","","","","false","326","541","323","669","[387.84,394.85],[477.67,510.49]","","true","null"
"","learner","36","411756","0.0-14.0-1.0","1528657301699","66-8","15254","","","","false","582","647","247","429","[632.41,348.55]","[564.04,269.31]","true","null"
"","learner","37","418325","0.0-14.0-2.0","1528657301699","66-8","6566","","","","false","404","516","347","559","[484.8,372.78]","[564.53,450.01]","true","null"
"","learner","38","432311","0.0-14.0-3.0","1528657301699","66-8","13985","","","","false","526","709","464","559","","[509.3,429.2],[641.89,580.22]","true","null"
"","learner","39","439391","0.0-14.0-4.0","1528657301699","66-8","7078","","","","false","531","915","599","798","[651.48,716.78]","[542.41,224.32]","true","null"
"","check_point_button","40","445039","0.0-15.0","1528657301699","66-8","5647","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 5</font></p>","0","","","","","","","","",""
"","html-button-response","41","451847","0.0-16.0","1528657301699","66-8","6808","","<p align='center' style='font-size:25px;' > ¡ACORDATE DE QUE ALGUIEN TE DEJÓ ESTAS PISTAS PARA QUE ENCUENTRES LA CAJA! </p>","0","","","","","","","","",""
"","learner","42","459520","0.0-17.0-0.0","1528657301699","66-8","7670","","","","false","64","271","624","679","","[231.63,595.6],[224.74,702.87]","true","null"
"","learner","43","465912","0.0-17.0-1.0","1528657301699","66-8","6390","","","","false","470","927","430","626","[705.83,550.3],[536.96,499.69]","","true","null"
"","learner","44","472936","0.0-17.0-2.0","1528657301699","66-8","7023","","","","false","521","891","633","718","","[772.42,606.84],[722.24,740.71]","true","null"
"","learner","45","479785","0.0-17.0-3.0","1528657301699","66-8","6847","","","","false","596","891","321","744","[631.9,709.36],[647.04,422.63]","","true","null"
"","learner","46","486176","0.0-17.0-4.0","1528657301699","66-8","6389","","","","false","460","753","232","640","[647.08,487.23]","[414.72,358.12]","true","null"
"","check_point_button","47","492000","0.0-18.0","1528657301699","66-8","5824","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 6</font></p>","0","","","","","","","","",""
"","learner","48","498811","0.0-19.0-0.0","1528657301699","66-8","6808","","","","false","50","554","287","534","","[239.56,618.63],[363.06,197.54]","true","null"
"","learner","49","505843","0.0-19.0-1.0","1528657301699","66-8","7030","","","","false","565","565","973","973","[699.71,454]","[676.43,326.09]","true","null"
"","learner","50","514330","0.0-19.0-2.0","1528657301699","66-8","8486","","","","false","120","428","202","535","","[688.31,462.43],[491.18,642.84]","true","null"
"","learner","51","522346","0.0-19.0-3.0","1528657301699","66-8","8013","","","","false","252","736","439","640","","[350.21,655.61],[469.16,362.51]","true","null"
"","learner","52","527314","0.0-19.0-4.0","1528657301699","66-8","4966","","","","false","477","820","289","513","[528.24,371.97]","[453.61,572.54]","true","null"
"","check_point_button","53","534282","0.0-20.0","1528657301699","66-8","6966","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 7</font></p>","0","","","","","","","","",""
"","learner","54","542738","0.0-21.0-0.0","1528657301699","66-8","8454","","","","false","450","971","433","682","","[485.59,734.26],[554.26,401.72]","true","null"
"","learner","55","549666","0.0-21.0-1.0","1528657301699","66-8","6927","","","","false","373","602","495","830","[567.95,641.73]","[668.47,708.92]","true","null"
"","learner","56","559869","0.0-21.0-2.0","1528657301699","66-8","10201","","","","false","422","888","514","641","","[739.87,655.48],[555.09,462.28]","true","null"
"","learner","57","570005","0.0-21.0-3.0","1528657301699","66-8","10134","","","","false","242","435","310","652","[328.12,490.75],[393.34,412.48]","","true","null"
"","learner","58","575997","0.0-21.0-4.0","1528657301699","66-8","5990","","","","false","479","838","192","363","[652.7,309.81],[577.63,230.52]","","true","null"
"","check_point_button","59","578133","0.0-22.0","1528657301699","66-8","2134","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 8</font></p>","0","","","","","","","","",""
