"success","trial_type","trial_index","time_elapsed","internal_node_id","start_time","Id","rt","responses","stimulus","button_pressed","Prueba","X_left","X_right","Y_top","Y_bottom","Circles","Crosses","key_press"
"true","fullscreen","0","2025","0.0-0.0","1528665927444","92-12","","","","","","","","","","","",""
"","survey-text","1","8140","0.0-1.0","1528665927444","92-12","6112","{""Q0"":""92-12""}","","","","","","","","","",""
"","my_image_button","2","21540","0.0-2.0-0.0","1528665927444","92-12","13397","","img/caja.png","0","","","","","","","",""
"","my_image_button","3","28540","0.0-2.0-1.0","1528665927444","92-12","6999","","img/caja_con_ejemplos.png","0","","","","","","","",""
"","my_image_button","4","31499","0.0-2.0-2.0","1528665927444","92-12","2958","","","0","","","","","","","",""
"","teacher","5","72366","0.0-3.0-0.0","1528665927444","92-12","20725","","","","true","657.51","754.71","560.13","818.76","[711,755]","[646,558]","null"
"","teacher","6","91967","0.0-3.0-1.0","1528665927444","92-12","12198","","","","true","196.14","755.26","386.58","806.99","","[192,383],[760,812]","null"
"","teacher","7","107712","0.0-3.0-2.0","1528665927444","92-12","9519","","","","true","553.85","799.09","525.35","622.55","[561,620],[792,530]","","null"
"","teacher","8","122831","0.0-3.0-3.0","1528665927444","92-12","12469","","","","true","650.33","823.07","404.91","657.53","[659,420],[742,582]","","null"
"","check_point_button","9","141793","0.0-4.0","1528665927444","92-12","18961","","<p><font size='25px'>ENTONCES, ¿QUÉ TENÉS QUE HACER? </font></p>","0","","","","","","","",""
"","html-button-response","10","142937","0.0-5.0","1528665927444","92-12","1144","","<p align='center' style='font-size:25px;' > HAY 10 NIVELES <br> ¿ESTÁS LISTO/A PARA EMPEZAR? </p>","0","","","","","","","",""
"","teacher","11","151065","0.0-6.0-0.0","1528665927444","92-12","6358","","","","false","142.39","239.59","197.11","580.69","[226,560]","[136,191]","null"
"","teacher","12","158641","0.0-6.0-1.0","1528665927444","92-12","6038","","","","false","414.94","601.33","676.88","774.08","[431,692],[515,768]","","null"
"","teacher","13","169664","0.0-6.0-2.0","1528665927444","92-12","9087","","","","false","639.63","765.14","243.11","564.05","[753,555]","[630,232]","null"
