"success","trial_type","trial_index","time_elapsed","internal_node_id","start_time","Id","rt","responses","stimulus","button_pressed","Prueba","X_left","X_right","Y_top","Y_bottom","Circles","Crosses","Consistency","key_press"
"true","fullscreen","0","1817","0.0-0.0","1528571790311","11-10","","","","","","","","","","","","",""
"","survey-text","1","9209","0.0-1.0","1528571790311","11-10","7390","{""Q0"":""11-10""}","","","","","","","","","","",""
"","my_image_button","2","10592","0.0-2.0-0.0","1528571790311","11-10","1382","","img/caja.png","0","","","","","","","","",""
"","my_image_button","3","11480","0.0-2.0-1.0","1528571790311","11-10","886","","img/caja_con_ejemplos.png","0","","","","","","","","",""
"","my_image_button","4","12560","0.0-2.0-2.0","1528571790311","11-10","1079","","","0","","","","","","","","",""
"","learner","5","15633","0.0-3.0-0.0","1528571790311","11-10","3067","","","","true","577","620","475","594","[567.49,511.97],[599.38,381.03]","","false","null"
"","learner","6","17360","0.0-3.0-1.0","1528571790311","11-10","1727","","","","true","478","588","644","742","[536.54,698.24]","[649.73,743.89]","true","null"
"","learner","7","19857","0.0-3.0-2.0","1528571790311","11-10","2494","","","","true","267","462","595","825","[265.34,729.62]","[526.12,587.91]","false","null"
"","learner","8","22609","0.0-3.0-3.0","1528571790311","11-10","2750","","","","true","366","514","309","511","","[533.9,490.99],[370.8,286.94]","true","null"
"","check_point_button","9","23832","0.0-4.0","1528571790311","11-10","1223","","<p><font size='25px'>ENTONCES, ¿QUÉ TENÉS QUE HACER? </font></p>","0","","","","","","","","",""
"","html-button-response","10","25120","0.0-5.0","1528571790311","11-10","1287","","<p align='center' style='font-size:25px;' > HAY 10 NIVELES <br> ¿ESTÁS LISTO/A PARA EMPEZAR? </p>","0","","","","","","","","",""
"","learner","11","34696","0.0-6.0-0.0","1528571790311","11-10","9574","","","","false","266","504","509","662","","[254.03,509.9],[513.8,656.82]","true","null"
"","learner","12","52304","0.0-6.0-1.0","1528571790311","11-10","17607","","","","false","451","562","345","444","[554.69,351.56],[458.05,437.29]","","true","null"
"","learner","13","58809","0.0-6.0-2.0","1528571790311","11-10","6503","","","","false","432","620","288","391","[610.8,291.39],[438.5,384.38]","","true","null"
"","learner","14","76491","0.0-6.0-3.0","1528571790311","11-10","17681","","","","false","656","748","218","451","","[660.96,205.61],[748.33,457.95]","true","null"
"","learner","15","84972","0.0-6.0-4.0","1528571790311","11-10","8479","","","","false","373","451","378","499","[378.5,492.31],[444.62,381.78]","","true","null"
"","check_point_button","16","86789","0.0-7.0","1528571790311","11-10","1815","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 1</font></p>","0","","","","","","","","",""
"","learner","17","93644","0.0-8.0-0.0","1528571790311","11-10","6853","","","","false","349","645","600","708","[636.41,701.26]","[342.83,591.37]","true","null"
"","learner","18","102459","0.0-8.0-1.0","1528571790311","11-10","8814","","","","false","313","517","274","566","[319.17,558.16]","[517.69,264.97]","true","null"
"","learner","19","114467","0.0-8.0-2.0","1528571790311","11-10","12006","","","","false","265","422","547","640","","[428.56,548.65],[252.04,634.31]","true","null"
"","learner","20","120539","0.0-8.0-3.0","1528571790311","11-10","6069","","","","false","425","541","552","641","[428.75,556.44]","[548.68,635.81]","true","null"
"","learner","21","138191","0.0-8.0-4.0","1528571790311","11-10","17651","","","","false","484","620","234","463","[490.91,455.32]","[616.92,226.02]","true","null"
"","check_point_button","22","139967","0.0-9.0","1528571790311","11-10","1776","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 2</font></p>","0","","","","","","","","",""
"","learner","23","146551","0.0-10.0-0.0","1528571790311","11-10","6582","","","","false","490","588","398","528","[494.96,404.06],[580.69,521.66]","","true","null"
"","learner","24","162662","0.0-10.0-1.0","1528571790311","11-10","16110","","","","false","547","594","421","691","[588.51,683.2]","[571.78,411.42]","true","null"
"","learner","25","169814","0.0-10.0-2.0","1528571790311","11-10","7151","","","","false","352","525","483","704","[517.54,695.51]","[358.96,473.25]","true","null"
"","learner","26","202248","0.0-10.0-3.0","1528571790311","11-10","32433","","","","false","474","572","281","477","[526.19,283.55],[524.02,472.15]","","true","null"
"","learner","27","208625","0.0-10.0-4.0","1528571790311","11-10","6375","","","","false","303","479","574","692","[310.33,683.97],[471.92,578.21]","","true","null"
"","check_point_button","28","209953","0.0-11.0","1528571790311","11-10","1327","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 3</font></p>","0","","","","","","","","",""
"","learner","29","216809","0.0-12.0-0.0","1528571790311","11-10","6854","","","","false","490","552","481","706","","[494.44,713.97],[550.47,474.99]","true","null"
"","learner","30","225289","0.0-12.0-1.0","1528571790311","11-10","8479","","","","false","527","697","687","781","[534.05,693.17]","[703.54,776.87]","true","null"
"","learner","31","235393","0.0-12.0-2.0","1528571790311","11-10","10103","","","","false","410","573","346","443","","[397.86,450.85],[570.32,340.53]","true","null"
"","learner","32","243658","0.0-12.0-3.0","1528571790311","11-10","8263","","","","false","577","676","441","557","[582.63,549.05]","[674.03,430.69]","true","null"
"","learner","33","250916","0.0-12.0-4.0","1528571790311","11-10","7258","","","","false","415","592","441","745","[583.05,448.64]","[405.49,741.86]","true","null"
"","check_point_button","34","251925","0.0-13.0","1528571790311","11-10","1008","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 4</font></p>","0","","","","","","","","",""
"","learner","35","259429","0.0-14.0-0.0","1528571790311","11-10","7503","","","","false","601","704","445","507","[611.67,499.88],[695.3,449.93]","","true","null"
"","learner","36","274861","0.0-14.0-1.0","1528571790311","11-10","15431","","","","false","361","629","524","700","[621.46,529.93],[369.33,691.98]","","true","null"
"","learner","37","287493","0.0-14.0-2.0","1528571790311","11-10","12631","","","","false","391","565","471","650","","[575.42,473.75],[379.02,645.48]","true","null"
"","learner","38","293037","0.0-14.0-3.0","1528571790311","11-10","5544","","","","false","359","536","569","691","[366.89,578.25],[528.79,684.57]","","true","null"
"","learner","39","314575","0.0-14.0-4.0","1528571790311","11-10","21537","","","","false","315","366","572","708","[360.33,577.62]","[304.52,702.83]","true","null"
"","check_point_button","40","316031","0.0-15.0","1528571790311","11-10","1455","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 5</font></p>","0","","","","","","","","",""
"","html-button-response","41","319815","0.0-16.0","1528571790311","11-10","3782","","<p align='center' style='font-size:25px;' > ¡ACORDATE DE QUE ALGUIEN TE DEJÓ ESTAS PISTAS PARA QUE ENCUENTRES LA CAJA! </p>","0","","","","","","","","",""
"","learner","42","326000","0.0-17.0-0.0","1528571790311","11-10","6181","","","","false","373","513","493","586","[504.24,500.29],[380.75,577.64]","","true","null"
"","learner","43","335567","0.0-17.0-1.0","1528571790311","11-10","9566","","","","false","557","682","399","450","[674.93,443.82],[562.26,404.28]","","true","null"
"","learner","44","347135","0.0-17.0-2.0","1528571790311","11-10","11566","","","","false","414","738","498","680","","[415.69,695.53],[731.82,489.14]","true","null"
"","learner","45","354120","0.0-17.0-3.0","1528571790311","11-10","6982","","","","false","507","645","304","755","","[641.17,293.65],[498.18,763.58]","true","null"
"","learner","46","361056","0.0-17.0-4.0","1528571790311","11-10","6936","","","","false","303","358","607","759","[349.08,613.71]","[293.72,754.48]","true","null"
"","check_point_button","47","362400","0.0-18.0","1528571790311","11-10","1343","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 6</font></p>","0","","","","","","","","",""
"","learner","48","369714","0.0-19.0-0.0","1528571790311","11-10","7312","","","","false","525","647","495","744","[532.88,737.32]","[654.82,484.24]","true","null"
"","learner","49","376810","0.0-19.0-1.0","1528571790311","11-10","7094","","","","false","214","611","434","557","","[199.31,563.98],[607.26,425.84]","true","null"
"","learner","50","384435","0.0-19.0-2.0","1528571790311","11-10","7623","","","","false","345","447","269","436","[439.32,428.28]","[334.67,258.59]","true","null"
"","learner","51","389467","0.0-19.0-3.0","1528571790311","11-10","5031","","","","false","540","689","478","629","[681.4,621.7],[544.42,485.95]","","true","null"
"","learner","52","395851","0.0-19.0-4.0","1528571790311","11-10","6383","","","","false","596","755","520","719","","[762.81,508.23],[582.18,715.32]","true","null"
"","check_point_button","53","396995","0.0-20.0","1528571790311","11-10","1144","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 7</font></p>","0","","","","","","","","",""
"","learner","54","403819","0.0-21.0-0.0","1528571790311","11-10","6823","","","","false","610","660","603","754","[617.98,614.06]","[655.05,761]","true","null"
