"success","trial_type","trial_index","time_elapsed","internal_node_id","start_time","Id","rt","responses","stimulus","button_pressed","Prueba","X_left","X_right","Y_top","Y_bottom","Circles","Crosses","key_press"
"true","fullscreen","0","3726","0.0-0.0","1528571110980","9-12","","","","","","","","","","","",""
"","survey-text","1","9428","0.0-1.0","1528571110980","9-12","5699","{""Q0"":""9-12""}","","","","","","","","","",""
"","my_image_button","2","19283","0.0-2.0-0.0","1528571110980","9-12","9853","","img/caja.png","0","","","","","","","",""
"","my_image_button","3","27156","0.0-2.0-1.0","1528571110980","9-12","7871","","img/caja_con_ejemplos.png","0","","","","","","","",""
"","my_image_button","4","33532","0.0-2.0-2.0","1528571110980","9-12","6375","","","0","","","","","","","",""
"","teacher","5","58708","0.0-3.0-0.0","1528571110980","9-12","10654","","","","true","159.39","287.33","619.47","716.67","[276,632]","[293,728]","null"
"","teacher","6","70030","0.0-3.0-1.0","1528571110980","9-12","6233","","","","true","505.54","602.74","170.86","268.06","[513,261]","[608,167]","null"
"","teacher","7","79110","0.0-3.0-2.0","1528571110980","9-12","5815","","","","true","359.87","731.15","461.87","559.07","[367,469]","[737,563]","null"
"","teacher","8","90230","0.0-3.0-3.0","1528571110980","9-12","6335","","","","true","284.99","848.97","385.99","483.19","[843,395]","[280,489]","null"
"","check_point_button","9","98463","0.0-4.0","1528571110980","9-12","8231","","<p><font size='25px'>ENTONCES, ¿QUÉ TENÉS QUE HACER? </font></p>","0","","","","","","","",""
"","html-button-response","10","106344","0.0-5.0","1528571110980","9-12","7878","","<p align='center' style='font-size:25px;' > HAY 10 NIVELES <br> ¿ESTÁS LISTO/A PARA EMPEZAR? </p>","0","","","","","","","",""
"","teacher","11","114583","0.0-6.0-0.0","1528571110980","9-12","6511","","","","false","416.26","589.9","369.98","678.72","[584,378]","[412,684]","null"
"","teacher","12","121167","0.0-6.0-1.0","1528571110980","9-12","5247","","","","false","146.89","834.45","627.9","734.2","[153,637]","[841,741]","null"
