"success","trial_type","trial_index","time_elapsed","internal_node_id","start_time","Id","rt","responses","stimulus","button_pressed","Prueba","X_left","X_right","Y_top","Y_bottom","Circles","Crosses","key_press"
"true","fullscreen","0","8906","0.0-0.0","1532720167295","9-278","","","","","","","","","","","",""
"","survey-text","1","14425","0.0-1.0","1532720167295","9-278","5515","{""Q0"":""9-278""}","","","","","","","","","",""
"","my_image_button","2","33848","0.0-2.0-0.0","1532720167295","9-278","19419","","img/caja.png","0","","","","","","","",""
"","my_image_button","3","60090","0.0-2.0-1.0","1532720167295","9-278","26241","","img/caja_con_ejemplos.png","0","","","","","","","",""
"","my_image_button","4","68282","0.0-2.0-2.0","1532720167295","9-278","8192","","","0","","","","","","","",""
"","teacher","5","102426","0.0-3.0-0.0","1532720167295","9-278","21366","","","","true","645.77","742.97","156.24","621.16","[647,621]","[743,159]","null"
"","teacher","6","115226","0.0-3.0-1.0","1532720167295","9-278","6742","","","","true","747.2","844.4","487.56","584.76","[749,584]","[845,488]","null"
"","teacher","7","129805","0.0-3.0-2.0","1532720167295","9-278","8712","","","","true","507.88","605.08","198.88","435.19","[508,435]","[607,202]","null"
"","teacher","8","140125","0.0-3.0-3.0","1532720167295","9-278","7015","","","","true","714.69","811.89","232.91","330.11","[718,329]","[812,235]","null"
"","check_point_button","9","184281","0.0-4.0","1532720167295","9-278","44155","","<p><font size='25px'>ENTONCES, ¿QUÉ TENÉS QUE HACER? </font></p>","0","","","","","","","",""
"","html-button-response","10","196938","0.0-5.0","1532720167295","9-278","12655","","<p align='center' style='font-size:25px;' > HAY 10 NIVELES <br> ¿ESTÁS LISTO/A PARA EMPEZAR? </p>","0","","","","","","","",""
"","teacher","11","212962","0.0-6.0-0.0","1532720167295","9-278","14430","","","","false","582.21","679.41","195.87","828.62","[583,828]","[680,198]","null"
"","teacher","12","218233","0.0-6.0-1.0","1532720167295","9-278","4237","","","","false","434.73","609.48","719.14","816.34","","[438,719],[611,815]","null"
"","teacher","13","227530","0.0-6.0-2.0","1532720167295","9-278","7798","","","","false","650.98","777.33","301.46","464.52","[775,303],[653,464]","","null"
"","teacher","14","254524","0.0-6.0-3.0","1532720167295","9-278","25058","","","","false","388.57","771.1","200.67","758.16","","[772,758],[388,202]","null"
"","teacher","15","260180","0.0-6.0-4.0","1532720167295","9-278","4518","","","","false","756.89","854.09","578.65","675.85","[758,581],[854,673]","","null"
"","check_point_button","16","265748","0.0-7.0","1532720167295","9-278","5567","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 1</font></p>","0","","","","","","","",""
"","teacher","17","279500","0.0-8.0-0.0","1532720167295","9-278","12895","","","","false","431.64","582.18","380.85","827.93","[432,382]","[582,828]","null"
"","teacher","18","293325","0.0-8.0-1.0","1532720167295","9-278","12855","","","","false","344.53","503.48","126.88","233.66","","[507,232],[344,127]","null"
"","teacher","19","299820","0.0-8.0-2.0","1532720167295","9-278","2926","","","","false","272.32","553.49","562.21","775.28","[275,775]","[508,973]","null"
"","teacher","20","316496","0.0-8.0-3.0","1532720167295","9-278","15130","","","","false","488.62","671.68","118.01","405.77","[489,405]","[672,119]","null"
"","teacher","21","321983","0.0-8.0-4.0","1532720167295","9-278","4423","","","","false","262.42","453.54","545.25","642.45","[264,641],[451,549]","","null"
"","check_point_button","22","328032","0.0-9.0","1532720167295","9-278","6048","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 2</font></p>","0","","","","","","","",""
"","teacher","23","335703","0.0-10.0-0.0","1532720167295","9-278","6270","","","","false","634.79","747.96","150.39","479.04","[636,154]","[749,478]","null"
"","teacher","24","342800","0.0-10.0-1.0","1532720167295","9-278","6150","","","","false","500.94","680.38","175.22","639.22","[679,177],[502,639]","","null"
"","teacher","25","350136","0.0-10.0-2.0","1532720167295","9-278","5927","","","","false","121.47","634.9","459.46","556.66","[123,471]","[619,557]","null"
"","teacher","26","355537","0.0-10.0-3.0","1532720167295","9-278","4311","","","","false","690.47","787.67","545.73","642.93","[691,547]","[785,643]","null"
"","teacher","27","365952","0.0-10.0-4.0","1532720167295","9-278","8102","","","","false","555.85","653.05","116.74","444.24","[653,120]","[560,447]","null"
"","check_point_button","28","371120","0.0-11.0","1532720167295","9-278","5167","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 3</font></p>","0","","","","","","","",""
"","teacher","29","377604","0.0-12.0-0.0","1532720167295","9-278","5488","","","","false","144.57","434.79","486.37","839.24","","[435,487],[145,840]","null"
"","teacher","30","386763","0.0-12.0-1.0","1532720167295","9-278","8237","","","","false","174.08","812.74","457.33","754.4","[177,460],[811,754]","","null"
"","teacher","31","392611","0.0-12.0-2.0","1532720167295","9-278","4974","","","","false","300.44","434.78","658.58","755.78","[433,753],[303,661]","","null"
"","teacher","32","398299","0.0-12.0-3.0","1532720167295","9-278","4846","","","","false","646.72","743.92","525.94","836.58","[742,529],[649,832]","","null"
