"success","trial_type","trial_index","time_elapsed","internal_node_id","start_time","Id","rt","responses","stimulus","button_pressed","Prueba","X_left","X_right","Y_top","Y_bottom","Circles","Crosses","key_press"
"true","fullscreen","0","3178","0.0-0.0","1532719798216","7-279","","","","","","","","","","","",""
"","survey-text","1","24323","0.0-1.0","1532719798216","7-279","21142","{""Q0"":""7-279""}","","","","","","","","","",""
"","my_image_button","2","60269","0.0-2.0-0.0","1532719798216","7-279","35943","","img/caja.png","0","","","","","","","",""
"","my_image_button","3","182719","0.0-2.0-1.0","1532719798216","7-279","122450","","img/caja_con_ejemplos.png","0","","","","","","","",""
"","my_image_button","4","192986","0.0-2.0-2.0","1532719798216","7-279","10266","","","0","","","","","","","",""
"","teacher","5","338504","0.0-3.0-0.0","1532719798216","7-279","11526","","","","true","484.55","581.75","382.01","797","[555,779],[510,769]","","null"
"","teacher","6","379800","0.0-3.0-1.0","1532719798216","7-279","21783","","","","true","602.94","728.37","423.35","678.77","[619,670],[723,434]","","null"
"","teacher","7","401722","0.0-3.0-2.0","1532719798216","7-279","7623","","","","true","487.17","840.59","364.97","511.76","[495,375],[830,504]","","null"
"","teacher","8","413530","0.0-3.0-3.0","1532719798216","7-279","6711","","","","true","590.91","688.11","602.98","740.02","[602,733],[683,734]","","null"
"","check_point_button","9","485765","0.0-4.0","1532719798216","7-279","72234","","<p><font size='25px'>ENTONCES, ¿QUÉ TENÉS QUE HACER? </font></p>","0","","","","","","","",""
"","html-button-response","10","493070","0.0-5.0","1532719798216","7-279","7303","","<p align='center' style='font-size:25px;' > HAY 10 NIVELES <br> ¿ESTÁS LISTO/A PARA EMPEZAR? </p>","0","","","","","","","",""
"","teacher","11","499885","0.0-6.0-0.0","1532719798216","7-279","4574","","","","false","158.07","783.58","539.51","636.71","[176,550],[774,632]","","null"
"","teacher","12","508892","0.0-6.0-1.0","1532719798216","7-279","6575","","","","false","601.93","708.2","120.06","517.21","[704,514],[611,506]","","null"
"","teacher","13","515725","0.0-6.0-2.0","1532719798216","7-279","4919","","","","false","380.46","477.66","473.76","717.2","[388,485],[470,482]","","null"
"","teacher","14","522189","0.0-6.0-3.0","1532719798216","7-279","5141","","","","false","620.99","818.42","254.86","520.86","[629,515],[809,265]","","null"
"","teacher","15","529501","0.0-6.0-4.0","1532719798216","7-279","5319","","","","false","234.33","343.99","285.3","382.5","[336,378],[336,295]","","null"
"","check_point_button","16","533838","0.0-7.0","1532719798216","7-279","4335","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 1</font></p>","0","","","","","","","",""
"","teacher","17","549168","0.0-8.0-0.0","1532719798216","7-279","6502","","","","false","188.51","651.01","373.16","674.25","[639,385],[646,668]","","null"
"","teacher","18","561944","0.0-8.0-1.0","1532719798216","7-279","8904","","","","false","477.39","574.59","167.61","855.77","[565,184],[571,854]","","null"
"","teacher","19","572080","0.0-8.0-2.0","1532719798216","7-279","7469","","","","false","201.33","679.81","535.55","643.57","[675,643],[202,540]","","null"
"","teacher","20","588024","0.0-8.0-3.0","1532719798216","7-279","7159","","","","false","557.38","751.72","604.25","751.27","[569,739],[746,744]","","null"
"","teacher","21","596320","0.0-8.0-4.0","1532719798216","7-279","5511","","","","false","174","746.63","203.14","553.7","[740,548],[741,211]","","null"
"","check_point_button","22","617708","0.0-9.0","1532719798216","7-279","21387","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 2</font></p>","0","","","","","","","",""
"","teacher","23","624779","0.0-10.0-0.0","1532719798216","7-279","5078","","","","false","297.14","816.5","308.62","405.82","[810,318],[815,402]","","null"
"","teacher","24","629915","0.0-10.0-1.0","1532719798216","7-279","3631","","","","false","350.91","758.71","377.63","845.32","[749,384],[363,835]","","null"
"","teacher","25","648420","0.0-10.0-2.0","1532719798216","7-279","14527","","","","false","470.9","745.57","754.13","851.33","[734,839],[737,763]","","null"
"","teacher","26","657108","0.0-10.0-3.0","1532719798216","7-279","6846","","","","false","536.47","706.04","240.76","807.09","[698,800],[543,246]","","null"
"","teacher","27","663795","0.0-10.0-4.0","1532719798216","7-279","4247","","","","false","611.24","790.44","107.56","340.03","[786,334],[620,336]","","null"
"","check_point_button","28","665827","0.0-11.0","1532719798216","7-279","2031","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 3</font></p>","0","","","","","","","",""
"","teacher","29","681080","0.0-12.0-0.0","1532719798216","7-279","13024","","","","false","514.69","672.32","352.27","732.7","","[673,729],[674,354]","null"
"","teacher","30","693326","0.0-12.0-1.0","1532719798216","7-279","9709","","","","false","431.38","784.79","253.88","665.9","[781,661],[438,256]","","null"
"","teacher","31","705887","0.0-12.0-2.0","1532719798216","7-279","9255","","","","false","483.38","867.86","197.67","294.87","","[865,296],[487,196]","null"
"","teacher","32","715287","0.0-12.0-3.0","1532719798216","7-279","7534","","","","false","269.53","749.49","617.44","714.64","[744,622],[275,710]","","null"
"","teacher","33","721989","0.0-12.0-4.0","1532719798216","7-279","4846","","","","false","514.7","681.69","672.94","770.14","[521,680],[676,768]","","null"
"","check_point_button","34","724373","0.0-13.0","1532719798216","7-279","2384","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 4</font></p>","0","","","","","","","",""
"","teacher","35","730614","0.0-14.0-0.0","1532719798216","7-279","4534","","","","false","484.87","582.07","588.49","807.24","[492,797],[576,604]","","null"
"","teacher","36","735950","0.0-14.0-1.0","1532719798216","7-279","3846","","","","false","104.38","605.13","583.88","681.08","[601,675],[603,590]","","null"
