"success","trial_type","trial_index","time_elapsed","internal_node_id","start_time","Id","rt","responses","stimulus","button_pressed","Prueba","X_left","X_right","Y_top","Y_bottom","Circles","Crosses","key_press"
"true","fullscreen","0","3194","0.0-0.0","1532724318709","5-301","","","","","","","","","","","",""
"","survey-text","1","13496","0.0-1.0","1532724318709","5-301","10300","{""Q0"":""5-301""}","","","","","","","","","",""
"","my_image_button","2","15689","0.0-2.0-0.0","1532724318709","5-301","2191","","img/caja.png","0","","","","","","","",""
"","my_image_button","3","16536","0.0-2.0-1.0","1532724318709","5-301","845","","img/caja_con_ejemplos.png","0","","","","","","","",""
"","my_image_button","4","17544","0.0-2.0-2.0","1532724318709","5-301","1008","","","0","","","","","","","",""
"","teacher","5","76019","0.0-3.0-0.0","1532724318709","5-301","15670","","","","true","250.36","664.07","372.2","469.4","[548,411],[465,435]","","null"
"","teacher","6","131867","0.0-3.0-1.0","1532724318709","5-301","10167","","","","true","629.98","840.63","237.01","758.2","","[543,582],[545,543]","null"
"","teacher","7","157966","0.0-3.0-2.0","1532724318709","5-301","9401","","","","true","160.08","257.28","211.95","562.57","[239,344]","[330,348]","null"
"","teacher","8","186469","0.0-3.0-3.0","1532724318709","5-301","7423","","","","true","713.4","831.6","229.93","554.34","[780,376]","[649,371]","null"
"","check_point_button","9","269348","0.0-4.0","1532724318709","5-301","82878","","<p><font size='25px'>ENTONCES, ¿QUÉ TENÉS QUE HACER? </font></p>","1","","","","","","","",""
"","html-button-response","10","275924","0.0-5.0","1532724318709","5-301","6574","","<p align='center' style='font-size:25px;' > HAY 10 NIVELES <br> ¿ESTÁS LISTO/A PARA EMPEZAR? </p>","0","","","","","","","",""
"","teacher","11","297147","0.0-6.0-0.0","1532724318709","5-301","15109","","","","false","570.64","868.48","719.16","816.36","[849,747]","[821,690]","null"
"","teacher","12","306300","0.0-6.0-1.0","1532724318709","5-301","6430","","","","false","128.63","797.97","456.41","603.57","[530,542]","[602,658]","null"
"","teacher","13","316444","0.0-6.0-2.0","1532724318709","5-301","7318","","","","false","163.86","448.6","771.56","868.76","[412,799]","[418,721]","null"
"","teacher","14","323868","0.0-6.0-3.0","1532724318709","5-301","4351","","","","false","520.24","703.44","199.71","681.7","[564,561]","[468,556]","null"
"","teacher","15","332046","0.0-6.0-4.0","1532724318709","5-301","4887","","","","false","585.17","697.36","669.87","839.16","[638,778]","[720,850]","null"
"","check_point_button","16","341150","0.0-7.0","1532724318709","5-301","9103","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 1</font></p>","0","","","","","","","",""
"","teacher","17","352702","0.0-8.0-0.0","1532724318709","5-301","7519","","","","false","211.48","365.64","459.57","556.77","[320,500]","[397,503]","null"
"","teacher","18","365430","0.0-8.0-1.0","1532724318709","5-301","8135","","","","false","444.07","714.34","776.53","873.73","[475,832]","[641,736]","null"
"","teacher","19","374382","0.0-8.0-2.0","1532724318709","5-301","4678","","","","false","144.73","241.93","366.96","619.16","[214,405]","[300,428]","null"
"","teacher","20","387702","0.0-8.0-3.0","1532724318709","5-301","5552","","","","false","666.72","788.36","354.11","554.52","[755,439]","[813,466]","null"
