"success","trial_type","trial_index","time_elapsed","internal_node_id","start_time","Id","rt","responses","stimulus","button_pressed","Prueba","X_left","X_right","Y_top","Y_bottom","Circles","Crosses","key_press"
"true","fullscreen","0","7645","0.0-0.0","1528576767594","34-20","","","","","","","","","","","",""
"","survey-text","1","27238","0.0-1.0","1528576767594","34-20","19590","{""Q0"":""34-20""}","","","","","","","","","",""
"","my_image_button","2","35469","0.0-2.0-0.0","1528576767594","34-20","8230","","img/caja.png","0","","","","","","","",""
"","my_image_button","3","48357","0.0-2.0-1.0","1528576767594","34-20","12886","","img/caja_con_ejemplos.png","0","","","","","","","",""
"","my_image_button","4","54149","0.0-2.0-2.0","1528576767594","34-20","5791","","","0","","","","","","","",""
"","teacher","5","88584","0.0-3.0-0.0","1528576767594","34-20","18046","","","","true","389.23","777.54","539.87","803.23","[411,672],[755,562]","","null"
"","teacher","6","98031","0.0-3.0-1.0","1528576767594","34-20","5046","","","","true","598.91","738.51","553.28","684.88","[616,573],[725,671]","","null"
"","teacher","7","114064","0.0-3.0-2.0","1528576767594","34-20","13542","","","","true","676.05","773.25","774.36","871.56","[726,788]","[661,818]","null"
"","teacher","8","124707","0.0-3.0-3.0","1528576767594","34-20","5887","","","","true","736.39","833.59","106.01","685.19","[752,121],[825,678]","","null"
"","check_point_button","9","138124","0.0-4.0","1528576767594","34-20","13415","","<p><font size='25px'>ENTONCES, ¿QUÉ TENÉS QUE HACER? </font></p>","0","","","","","","","",""
"","html-button-response","10","143452","0.0-5.0","1528576767594","34-20","5327","","<p align='center' style='font-size:25px;' > HAY 10 NIVELES <br> ¿ESTÁS LISTO/A PARA EMPEZAR? </p>","0","","","","","","","",""
"","teacher","11","151180","0.0-6.0-0.0","1528576767594","34-20","6350","","","","false","355.11","582.53","657.9","870.01","[361,669],[578,866]","","null"
"","teacher","12","158931","0.0-6.0-1.0","1528576767594","34-20","6550","","","","false","386.6","839.69","635.54","815.87","[392,642],[836,813]","","null"
"","teacher","13","167908","0.0-6.0-2.0","1528576767594","34-20","7656","","","","false","277.36","582.1","438","680.57","[577,445],[284,675]","","null"
"","teacher","14","174371","0.0-6.0-3.0","1528576767594","34-20","5398","","","","false","248.76","345.96","544.54","850.75","[254,551],[341,847]","","null"
"","teacher","15","185734","0.0-6.0-4.0","1528576767594","34-20","6150","","","","false","723.96","821.16","407.42","504.62","","[722,405],[825,509]","null"
"","check_point_button","16","189607","0.0-7.0","1528576767594","34-20","3871","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 1</font></p>","0","","","","","","","",""
"","teacher","17","194526","0.0-8.0-0.0","1528576767594","34-20","3959","","","","false","217.42","739","199.87","469.65","[223,207],[733,464]","","null"
"","teacher","18","199999","0.0-8.0-1.0","1528576767594","34-20","4150","","","","false","525.26","756.66","118.63","830.59","[534,125],[749,825]","","null"
"","teacher","19","205398","0.0-8.0-2.0","1528576767594","34-20","4046","","","","false","606.74","703.94","622.44","834.67","[700,630],[614,826]","","null"
"","teacher","20","212703","0.0-8.0-3.0","1528576767594","34-20","6038","","","","false","482.72","805.58","208.53","375.43","[488,216],[802,371]","","null"
"","teacher","21","219095","0.0-8.0-4.0","1528576767594","34-20","5455","","","","false","313.86","753.31","145.3","532.11","[751,151],[319,527]","","null"
"","check_point_button","22","220671","0.0-9.0","1528576767594","34-20","1575","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 2</font></p>","0","","","","","","","",""
"","teacher","23","230574","0.0-10.0-0.0","1528576767594","34-20","8158","","","","false","190.67","287.87","270.5","713.38","","[187,268],[291,716]","null"
"","teacher","24","235455","0.0-10.0-1.0","1528576767594","34-20","3503","","","","false","170.24","267.44","328.03","751.39","[176,338],[261,750]","","null"
