"success","trial_type","trial_index","time_elapsed","internal_node_id","start_time","Id","rt","responses","stimulus","button_pressed","Prueba","X_left","X_right","Y_top","Y_bottom","Circles","Crosses","key_press"
"true","fullscreen","0","1982","0.0-0.0","1528656062629","64-14","","","","","","","","","","","",""
"","survey-text","1","7360","0.0-1.0","1528656062629","64-14","5374","{""Q0"":""64-14""}","","","","","","","","","",""
"","my_image_button","2","19847","0.0-2.0-0.0","1528656062629","64-14","12484","","img/caja.png","0","","","","","","","",""
"","my_image_button","3","33246","0.0-2.0-1.0","1528656062629","64-14","13398","","img/caja_con_ejemplos.png","0","","","","","","","",""
"","my_image_button","4","38902","0.0-2.0-2.0","1528656062629","64-14","5655","","","0","","","","","","","",""
"","teacher","5","57815","0.0-3.0-0.0","1528656062629","64-14","10605","","","","true","734.83","832.03","411.77","508.97","[752,481]","[747,392]","null"
"","teacher","6","73737","0.0-3.0-1.0","1528656062629","64-14","9129","","","","true","748.88","846.08","397.96","557.16","[785,438]","[792,571]","null"
"","teacher","7","84784","0.0-3.0-2.0","1528656062629","64-14","6982","","","","true","632.16","780.91","769.51","866.71","[665,805]","[716,744]","null"
"","teacher","8","100513","0.0-3.0-3.0","1528656062629","64-14","7487","","","","true","348.95","681.15","720.2","835.94","[486,800]","[418,698]","null"
"","check_point_button","9","123685","0.0-4.0","1528656062629","64-14","23170","","<p><font size='25px'>ENTONCES, ¿QUÉ TENÉS QUE HACER? </font></p>","0","","","","","","","",""
"","html-button-response","10","132933","0.0-5.0","1528656062629","64-14","9246","","<p align='center' style='font-size:25px;' > HAY 10 NIVELES <br> ¿ESTÁS LISTO/A PARA EMPEZAR? </p>","0","","","","","","","",""
"","teacher","11","142533","0.0-6.0-0.0","1528656062629","64-14","7198","","","","false","154.42","399.83","441.31","831.48","[269,592],[186,474]","","null"
"","teacher","12","148325","0.0-6.0-1.0","1528656062629","64-14","4359","","","","false","283.96","808.15","637.23","828.17","","[482,590],[534,885]","null"
"","teacher","13","157637","0.0-6.0-2.0","1528656062629","64-14","5767","","","","false","200.36","797.28","188.12","285.32","[308,224]","[816,195]","null"
"","teacher","14","171757","0.0-6.0-3.0","1528656062629","64-14","12759","","","","false","147.56","831.48","505.77","717.19","[334,636]","[501,487]","null"
"","teacher","15","176445","0.0-6.0-4.0","1528656062629","64-14","2783","","","","false","588.4","695.41","519.03","689.41","[640,615]","[629,485]","null"
