"success","trial_type","trial_index","time_elapsed","internal_node_id","start_time","Id","rt","responses","stimulus","button_pressed","Prueba","X_left","X_right","Y_top","Y_bottom","Circles","Crosses","key_press"
"true","fullscreen","0","2354","0.0-0.0","1528661458109","82-18","","","","","","","","","","","",""
"","survey-text","1","9291","0.0-1.0","1528661458109","82-18","6935","{""Q0"":""82-18""}","","","","","","","","","",""
"","my_image_button","2","30065","0.0-2.0-0.0","1528661458109","82-18","20772","","img/caja.png","0","","","","","","","",""
"","my_image_button","3","46001","0.0-2.0-1.0","1528661458109","82-18","15934","","img/caja_con_ejemplos.png","0","","","","","","","",""
"","my_image_button","4","47159","0.0-2.0-2.0","1528661458109","82-18","1158","","","0","","","","","","","",""
"","teacher","5","93659","0.0-3.0-0.0","1528661458109","82-18","23560","","","","true","500.16","597.36","351.17","675.31","","[366,365],[216,684]","null"
"","teacher","6","109378","0.0-3.0-1.0","1528661458109","82-18","12982","","","","true","193.46","667.02","688.54","853.99","","[197,623],[661,450]","null"
"","teacher","7","121939","0.0-3.0-2.0","1528661458109","82-18","10222","","","","true","478.45","812.56","728.64","825.84","","[482,661],[798,555]","null"
"","teacher","8","132789","0.0-3.0-3.0","1528661458109","82-18","8737","","","","true","396.17","860.04","756.87","854.07","","[402,713],[857,593]","null"
"","check_point_button","9","169493","0.0-4.0","1528661458109","82-18","36702","","<p><font size='25px'>ENTONCES, ¿QUÉ TENÉS QUE HACER? </font></p>","0","","","","","","","",""
"","html-button-response","10","170237","0.0-5.0","1528661458109","82-18","743","","<p align='center' style='font-size:25px;' > HAY 10 NIVELES <br> ¿ESTÁS LISTO/A PARA EMPEZAR? </p>","0","","","","","","","",""
"","teacher","11","187137","0.0-6.0-0.0","1528661458109","82-18","14174","","","","false","193.22","832.3","147.05","725.53","","[183,740],[835,143]","null"
"","teacher","12","202729","0.0-6.0-1.0","1528661458109","82-18","14382","","","","false","354.5","552.44","304.07","847.49","[357,307]","[552,849]","null"
"","teacher","13","212593","0.0-6.0-2.0","1528661458109","82-18","8606","","","","false","762.26","859.46","207.44","681.33","","[345,683],[533,203]","null"
"","teacher","14","219752","0.0-6.0-3.0","1528661458109","82-18","6135","","","","false","316.57","413.77","709.3","856.9","","[317,679],[419,490]","null"
"","teacher","15","225106","0.0-6.0-4.0","1528661458109","82-18","4271","","","","false","142.94","497.77","519.16","675.26","","[143,679],[502,521]","null"
"","check_point_button","16","226986","0.0-7.0","1528661458109","82-18","1879","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 1</font></p>","0","","","","","","","",""
"","teacher","17","234401","0.0-8.0-0.0","1528661458109","82-18","6158","","","","false","359.58","739.44","423.15","520.35","","[360,521],[741,424]","null"
"","teacher","18","240298","0.0-8.0-1.0","1528661458109","82-18","4775","","","","false","674.68","771.88","197.78","851.85","","[675,854],[771,197]","null"
"","teacher","19","247324","0.0-8.0-2.0","1528661458109","82-18","5238","","","","false","295.91","761.37","600.82","698.02","","[299,699],[765,601]","null"
"","teacher","20","251660","0.0-8.0-3.0","1528661458109","82-18","3326","","","","false","394.24","491.44","490.47","729.09","[489,493]","[397,732]","null"
"","teacher","21","257732","0.0-8.0-4.0","1528661458109","82-18","4831","","","","false","143.03","504.88","250.95","798.98","[503,254]","[145,799]","null"
"","check_point_button","22","259340","0.0-9.0","1528661458109","82-18","1607","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 2</font></p>","0","","","","","","","",""
"","teacher","23","264836","0.0-10.0-0.0","1528661458109","82-18","4207","","","","false","192.18","428.63","144.62","537.88","[193,537]","[426,143]","null"
"","teacher","24","269301","0.0-10.0-1.0","1528661458109","82-18","3430","","","","false","173.68","270.88","467.11","672.6","","[175,674],[271,469]","null"
"","teacher","25","273836","0.0-10.0-2.0","1528661458109","82-18","3598","","","","false","323.66","799.88","541.16","730.28","[798,544]","[327,734]","null"
"","teacher","26","277997","0.0-10.0-3.0","1528661458109","82-18","3215","","","","false","491.75","656.73","428.16","718.54","[495,718]","[654,428]","null"
"","teacher","27","282465","0.0-10.0-4.0","1528661458109","82-18","3334","","","","false","381.51","562.06","378.99","476.19","","[387,477],[564,380]","null"
"","check_point_button","28","284924","0.0-11.0","1528661458109","82-18","2457","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 3</font></p>","0","","","","","","","",""
"","teacher","29","289596","0.0-12.0-0.0","1528661458109","82-18","3798","","","","false","476.53","573.73","619.88","717.08","","[478,718],[577,622]","null"
"","teacher","30","295676","0.0-12.0-1.0","1528661458109","82-18","5143","","","","false","404.24","595.42","373.45","668.93","[405,668],[594,374]","","null"
"","teacher","31","300389","0.0-12.0-2.0","1528661458109","82-18","3415","","","","false","373.64","756.82","325.33","649.12","","[371,653],[759,328]","null"
"","teacher","32","305701","0.0-12.0-3.0","1528661458109","82-18","4471","","","","false","417.11","679.77","760.52","857.72","","[421,859],[682,760]","null"
"","teacher","33","316167","0.0-12.0-4.0","1528661458109","82-18","9137","","","","false","748.44","867.4","327.84","450.26","","[563,451],[689,326]","null"
"","check_point_button","34","318551","0.0-13.0","1528661458109","82-18","2383","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 4</font></p>","0","","","","","","","",""
"","teacher","35","326327","0.0-14.0-0.0","1528661458109","82-18","6406","","","","false","612.14","841.21","331.22","658.91","[841,332]","[611,662]","null"
"","teacher","36","331359","0.0-14.0-1.0","1528661458109","82-18","4023","","","","false","319.04","773.78","285.54","860.03","","[319,863],[774,289]","null"
"","teacher","37","335159","0.0-14.0-2.0","1528661458109","82-18","2846","","","","false","731.25","841.65","739.86","857.38","","[572,853],[688,746]","null"
"","teacher","38","339207","0.0-14.0-3.0","1528661458109","82-18","3375","","","","false","127.87","519.6","618.52","770.12","","[127,917],[517,789]","null"
"","teacher","39","342919","0.0-14.0-4.0","1528661458109","82-18","2774","","","","false","217.16","314.36","291.4","838.19","","[349,844],[441,282]","null"
"","check_point_button","40","344383","0.0-15.0","1528661458109","82-18","1464","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 5</font></p>","0","","","","","","","",""
