"success","trial_type","trial_index","time_elapsed","internal_node_id","start_time","Id","rt","responses","stimulus","button_pressed","Prueba","X_left","X_right","Y_top","Y_bottom","Circles","Crosses","key_press"
"true","fullscreen","0","4250","0.0-0.0","1528572076429","3-5","","","","","","","","","","","",""
"","survey-text","1","12648","0.0-1.0","1528572076429","3-5","8395","{""Q0"":""3-5""}","","","","","","","","","",""
"","my_image_button","2","29976","0.0-2.0-0.0","1528572076429","3-5","17326","","img/caja.png","0","","","","","","","",""
"","my_image_button","3","46271","0.0-2.0-1.0","1528572076429","3-5","16295","","img/caja_con_ejemplos.png","0","","","","","","","",""
"","my_image_button","4","57057","0.0-2.0-2.0","1528572076429","3-5","10784","","","0","","","","","","","",""
"","teacher","5","100516","0.0-3.0-0.0","1528572076429","3-5","30288","","","","true","520.28","811.41","222.53","503.29","","[751,637],[680,558]","null"
"","teacher","6","147255","0.0-3.0-1.0","1528572076429","3-5","29470","","","","true","261.38","788.26","605.72","705.64","[571,651],[503,667]","","null"
"","teacher","7","167528","0.0-3.0-2.0","1528572076429","3-5","11311","","","","true","213.62","775.7","241.23","338.43","[581,310],[306,284]","","null"
"","teacher","8","206978","0.0-3.0-3.0","1528572076429","3-5","35354","","","","true","428.73","587.68","141.35","695.22","","[585,785],[508,819]","null"
"","check_point_button","9","215131","0.0-4.0","1528572076429","3-5","8152","","<p><font size='25px'>ENTONCES, ¿QUÉ TENÉS QUE HACER? </font></p>","0","","","","","","","",""
"","html-button-response","10","219482","0.0-5.0","1528572076429","3-5","4350","","<p align='center' style='font-size:25px;' > HAY 10 NIVELES <br> ¿ESTÁS LISTO/A PARA EMPEZAR? </p>","0","","","","","","","",""
"","teacher","11","230130","0.0-6.0-0.0","1528572076429","3-5","9430","","","","false","527.59","862.99","558.67","655.87","[623,617]","[299,406]","null"
"","teacher","12","248130","0.0-6.0-1.0","1528572076429","3-5","12302","","","","false","275.11","434.52","377.46","666.62","[338,498]","[330,777]","null"
"","teacher","13","272333","0.0-6.0-2.0","1528572076429","3-5","20242","","","","false","678.39","775.59","502.07","599.27","[741,554]","[760,680]","null"
"","teacher","14","286813","0.0-6.0-3.0","1528572076429","3-5","9903","","","","false","373.86","670.5","727.58","861.07","[557,762]","[549,932]","null"
"","teacher","15","306838","0.0-6.0-4.0","1528572076429","3-5","9599","","","","false","422.14","529.69","453.52","550.72","[509,509]","[466,678]","null"
"","check_point_button","16","315462","0.0-7.0","1528572076429","3-5","8623","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 1</font></p>","0","","","","","","","",""
"","teacher","17","330064","0.0-8.0-0.0","1528572076429","3-5","10391","","","","false","561.93","659.13","461.16","558.36","","[504,629],[482,721]","null"
"","teacher","18","344649","0.0-8.0-1.0","1528572076429","3-5","8111","","","","false","161.32","639.46","313.64","454.61","[540,393],[527,366]","","null"
"","teacher","19","367177","0.0-8.0-2.0","1528572076429","3-5","8814","","","","false","444.52","541.72","477.98","754.49","","[669,681],[661,633]","null"
"","teacher","20","381379","0.0-8.0-3.0","1528572076429","3-5","6246","","","","false","635.15","732.35","274.18","662","[696,342]","[782,331]","null"
"","teacher","21","392324","0.0-8.0-4.0","1528572076429","3-5","6646","","","","false","252.01","716.22","647.93","833.34","[632,724],[479,740]","","null"
"","check_point_button","22","397900","0.0-9.0","1528572076429","3-5","5576","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 2</font></p>","0","","","","","","","",""
"","teacher","23","416452","0.0-10.0-0.0","1528572076429","3-5","14775","","","","false","177.43","828.84","192.91","698.12","","[579,849],[637,939]","null"
"","teacher","24","429125","0.0-10.0-1.0","1528572076429","3-5","7975","","","","false","703.59","858.08","499.32","873.6","[810,715]","[592,219]","null"
"","teacher","25","448335","0.0-10.0-2.0","1528572076429","3-5","11319","","","","false","464.56","561.76","201.46","507.57","[548,230]","[170,792]","null"
"","teacher","26","457592","0.0-10.0-3.0","1528572076429","3-5","6223","","","","false","665.66","800.57","669.13","791.37","[779,709],[695,765]","","null"
"","teacher","27","469624","0.0-10.0-4.0","1528572076429","3-5","5215","","","","false","582.86","838.12","691.1","788.3","[789,718]","[133,183]","null"
"","check_point_button","28","487680","0.0-11.0","1528572076429","3-5","18056","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 3</font></p>","0","","","","","","","",""
"","teacher","29","505673","0.0-12.0-0.0","1528572076429","3-5","11837","","","","false","452.46","672.85","766.78","866.86","[493,807],[555,837]","","null"
"","teacher","30","515474","0.0-12.0-1.0","1528572076429","3-5","5726","","","","false","527.81","723.2","192.68","551.11","","[238,575],[241,749]","null"
"","teacher","31","523162","0.0-12.0-2.0","1528572076429","3-5","4358","","","","false","104.35","535.47","684.54","864.76","","[541,910],[692,775]","null"
"","teacher","32","528802","0.0-12.0-3.0","1528572076429","3-5","3511","","","","false","343.58","440.78","584.74","714.65","","[616,457],[566,581]","null"
"","teacher","33","538978","0.0-12.0-4.0","1528572076429","3-5","6447","","","","false","164.73","479.67","246.72","763.39","[286,447],[330,457]","","null"
"","check_point_button","34","545947","0.0-13.0","1528572076429","3-5","6967","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 4</font></p>","0","","","","","","","",""
"","teacher","35","559307","0.0-14.0-0.0","1528572076429","3-5","9487","","","","false","207.56","849.3","212.62","309.82","[307,266],[635,263]","","null"
"","teacher","36","564435","0.0-14.0-1.0","1528572076429","3-5","2807","","","","false","271.74","539.78","466.19","647.25","","[589,577],[619,867]","null"
"","teacher","37","577582","0.0-14.0-2.0","1528572076429","3-5","3575","","","","false","532.52","742.54","484.45","747.15","","[319,687],[433,386]","null"
"","teacher","38","583301","0.0-14.0-3.0","1528572076429","3-5","2358","","","","false","365.32","820.66","152.66","514.04","[500,347],[639,331]","","null"
"","teacher","39","591621","0.0-14.0-4.0","1528572076429","3-5","2903","","","","false","549.16","646.36","477.66","736.3","[585,656]","[388,690]","null"
