"success","trial_type","trial_index","time_elapsed","internal_node_id","start_time","Id","rt","responses","stimulus","button_pressed","Prueba","X_left","X_right","Y_top","Y_bottom","Circles","Crosses","key_press"
"true","fullscreen","0","2282","0.0-0.0","1532717551188","6-414","","","","","","","","","","","",""
"","survey-text","1","6535","0.0-1.0","1532717551188","6-414","4250","{""Q0"":""6-414""}","","","","","","","","","",""
"","my_image_button","2","27160","0.0-2.0-0.0","1532717551188","6-414","20624","","img/caja.png","0","","","","","","","",""
"","my_image_button","3","44823","0.0-2.0-1.0","1532717551188","6-414","17661","","img/caja_con_ejemplos.png","0","","","","","","","",""
"","my_image_button","4","53088","0.0-2.0-2.0","1532717551188","6-414","8264","","","0","","","","","","","",""
"","teacher","5","91059","0.0-3.0-0.0","1532717551188","6-414","13000","","","","true","127.69","632.36","551.71","870.98","[355,623],[469,734]","","null"
"","teacher","6","117019","0.0-3.0-1.0","1532717551188","6-414","6278","","","","true","343.87","441.07","366.03","858.17","[363,393],[413,386]","","null"
"","teacher","7","136397","0.0-3.0-2.0","1532717551188","6-414","8352","","","","true","318.4","547.31","731.03","867.85","[336,760],[534,754]","","null"
"","teacher","8","161941","0.0-3.0-3.0","1532717551188","6-414","5414","","","","true","221.36","737.59","369.48","523.94","[286,402],[642,396]","","null"
"","check_point_button","9","171461","0.0-4.0","1532717551188","6-414","9519","","<p><font size='25px'>ENTONCES, ¿QUÉ TENÉS QUE HACER? </font></p>","0","","","","","","","",""
"","html-button-response","10","173934","0.0-5.0","1532717551188","6-414","2472","","<p align='center' style='font-size:25px;' > HAY 10 NIVELES <br> ¿ESTÁS LISTO/A PARA EMPEZAR? </p>","0","","","","","","","",""
"","teacher","11","184268","0.0-6.0-0.0","1532717551188","6-414","4925","","","","false","102.75","199.95","387.59","604.1","[127,437],[172,412]","","null"
"","teacher","12","193583","0.0-6.0-1.0","1532717551188","6-414","4632","","","","false","416.92","633.92","225.37","853.38","[444,241],[433,833]","","null"
"","teacher","13","209111","0.0-6.0-2.0","1532717551188","6-414","5606","","","","false","540.72","737.61","719.86","817.06","[586,739],[720,782]","","null"
"","teacher","14","221566","0.0-6.0-3.0","1532717551188","6-414","9391","","","","false","209.48","611.54","357.26","835.65","[378,540],[287,783]","","null"
"","teacher","15","234559","0.0-6.0-4.0","1532717551188","6-414","6174","","","","false","624.53","721.73","155.06","702.02","[664,189],[672,678]","","null"
"","check_point_button","16","238991","0.0-7.0","1532717551188","6-414","4431","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 1</font></p>","0","","","","","","","",""
"","teacher","17","248298","0.0-8.0-0.0","1532717551188","6-414","2742","","","","false","192.72","404.72","160.13","766.03","[224,233],[305,281]","","null"
"","teacher","18","264938","0.0-8.0-1.0","1532717551188","6-414","7071","","","","false","665.42","838.57","384.84","815.73","[744,440]","[750,379]","null"
"","teacher","19","281994","0.0-8.0-2.0","1532717551188","6-414","4454","","","","false","662.58","824.17","750.91","848.11","[705,804]","[771,849]","null"
"","teacher","20","292235","0.0-8.0-3.0","1532717551188","6-414","6615","","","","false","327.41","641.86","132.62","554.52","[516,183],[350,534]","","null"
"","teacher","21","298058","0.0-8.0-4.0","1532717551188","6-414","3343","","","","false","390.19","654.5","538.04","685.97","[454,569],[641,565]","","null"
"","check_point_button","22","301891","0.0-9.0","1532717551188","6-414","3831","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 2</font></p>","1","","","","","","","",""
