"success","trial_type","trial_index","time_elapsed","internal_node_id","start_time","Id","rt","responses","stimulus","button_pressed","Prueba","X_left","X_right","Y_top","Y_bottom","Circles","Crosses","Consistency","key_press"
"true","fullscreen","0","3205","0.0-0.0","1532723759537","7-426","","","","","","","","","","","","",""
"","survey-text","1","16661","0.0-1.0","1532723759537","7-426","13452","{""Q0"":""7-426""}","","","","","","","","","","",""
"","my_image_button","2","49325","0.0-2.0-0.0","1532723759537","7-426","32662","","img/caja.png","0","","","","","","","","",""
"","my_image_button","3","135597","0.0-2.0-1.0","1532723759537","7-426","86271","","img/caja_con_ejemplos.png","0","","","","","","","","",""
"","my_image_button","4","166470","0.0-2.0-2.0","1532723759537","7-426","30872","","","0","","","","","","","","",""
"","learner","5","198323","0.0-3.0-0.0","1532723759537","7-426","31847","","","","true","175","484","527","704","[344.47,554.31],[301.91,701.29]","","true","null"
"","learner","6","208556","0.0-3.0-1.0","1532723759537","7-426","10231","","","","true","366","495","489","550","[432.27,503.63]","[512.12,436.35]","true","null"
"","learner","7","228932","0.0-3.0-2.0","1532723759537","7-426","20373","","","","true","368","535","182","330","","[308.17,295.89],[554.34,214.23]","true","null"
"","learner","8","238147","0.0-3.0-3.0","1532723759537","7-426","9213","","","","true","300","368","461","545","[332.33,498.04]","[270.72,421.55]","true","null"
"","check_point_button","9","281132","0.0-4.0","1532723759537","7-426","42984","","<p><font size='25px'>ENTONCES, ¿QUÉ TENÉS QUE HACER? </font></p>","1","","","","","","","","",""
"","html-button-response","10","288250","0.0-5.0","1532723759537","7-426","7117","","<p align='center' style='font-size:25px;' > HAY 10 NIVELES <br> ¿ESTÁS LISTO/A PARA EMPEZAR? </p>","0","","","","","","","","",""
"","learner","11","301306","0.0-6.0-0.0","1532723759537","7-426","13054","","","","false","70","756","248","795","[525.74,336.47],[258.45,674.85]","","true","null"
"","learner","12","358900","0.0-6.0-1.0","1532723759537","7-426","57592","","","","false","451","489","601","652","[497.97,581.43]","[360.1,498.97]","false","null"
"","learner","13","367356","0.0-6.0-2.0","1532723759537","7-426","8455","","","","false","418","638","286","498","[509.69,324.4],[559.63,461.9]","","true","null"
"","learner","14","371468","0.0-6.0-3.0","1532723759537","7-426","4111","","","","false","478","553","500","688","[521.01,654.54],[521.12,540.66]","","true","null"
"","learner","15","394317","0.0-6.0-4.0","1532723759537","7-426","22848","","","","false","647","679","279","295","[661.37,289.47]","[566.5,527.25]","true","null"
"","check_point_button","16","401535","0.0-7.0","1532723759537","7-426","7218","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 1</font></p>","0","","","","","","","","",""
"","learner","17","408640","0.0-8.0-0.0","1532723759537","7-426","7101","","","","false","571","614","407","451","[584.86,431.78]","[702.95,684.87]","true","null"
"","learner","18","413095","0.0-8.0-1.0","1532723759537","7-426","4454","","","","false","346","398","493","567","[369.38,544.49]","[361.34,236.34]","true","null"
"","learner","19","430728","0.0-8.0-2.0","1532723759537","7-426","17631","","","","false","621","698","457","655","[641.95,510.1],[669.36,630.01]","","true","null"
"","learner","20","443848","0.0-8.0-3.0","1532723759537","7-426","13118","","","","false","397","428","380","415","[413.18,395.16]","[213.61,578.68]","true","null"
"","learner","21","455904","0.0-8.0-4.0","1532723759537","7-426","12055","","","","false","553","632","511","665","","[518.35,527.6],[668.34,662.99]","true","null"
"","check_point_button","22","459513","0.0-9.0","1532723759537","7-426","3608","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 2</font></p>","0","","","","","","","","",""
"","learner","23","470803","0.0-10.0-0.0","1532723759537","7-426","11288","","","","false","526","542","658","711","[530.75,679.65]","[325.77,366.73]","true","null"
"","learner","24","477875","0.0-10.0-1.0","1532723759537","7-426","7071","","","","false","517","620","280","471","","[572.56,494.53],[567.81,236.45]","true","null"
"","learner","25","490467","0.0-10.0-2.0","1532723759537","7-426","12589","","","","false","376","549","479","645","[439.82,499.93],[520.55,621.6]","","true","null"
"","learner","26","498867","0.0-10.0-3.0","1532723759537","7-426","8399","","","","false","465","534","323","496","[523.04,361.55],[487.38,473]","","true","null"
"","learner","27","511484","0.0-10.0-4.0","1532723759537","7-426","12614","","","","false","688","700","235","265","[693.32,244.94]","[423.33,596.89]","true","null"
"","check_point_button","28","515476","0.0-11.0","1532723759537","7-426","3991","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 3</font></p>","0","","","","","","","","",""
"","learner","29","526247","0.0-12.0-0.0","1532723759537","7-426","10769","","","","false","534","627","573","690","","[600.18,524.55],[567.36,751.74]","true","null"
"","learner","30","535631","0.0-12.0-1.0","1532723759537","7-426","9382","","","","false","535","602","475","653","[563.71,485.35],[552.43,619.93]","","true","null"
"","learner","31","544887","0.0-12.0-2.0","1532723759537","7-426","9256","","","","false","436","602","341","632","[576.25,367.88],[449.08,609.94]","","true","null"
"","learner","32","551255","0.0-12.0-3.0","1532723759537","7-426","6367","","","","false","530","656","973","1071","","[379.95,405.06],[226.6,504.05]","true","null"
"","learner","33","556808","0.0-12.0-4.0","1532723759537","7-426","5551","","","","false","575","651","416","569","","[534.18,432.25],[675.91,576.87]","true","null"
"","check_point_button","34","560008","0.0-13.0","1532723759537","7-426","3199","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 4</font></p>","0","","","","","","","","",""
"","learner","35","571487","0.0-14.0-0.0","1532723759537","7-426","11477","","","","false","298","487","542","684","[379.9,666.05],[468.38,566.11]","","true","null"
"","learner","36","577888","0.0-14.0-1.0","1532723759537","7-426","6398","","","","false","352","615","514","606","[396.49,542.95],[570.69,590.48]","","true","null"
"","learner","37","592018","0.0-14.0-2.0","1532723759537","7-426","14128","","","","false","358","489","632","766","[417.99,749.29],[471.95,665.42]","","true","null"
"","learner","38","597449","0.0-14.0-3.0","1532723759537","7-426","5431","","","","false","460","615","437","579","[580.1,551.61],[482.64,455.64]","","true","null"
"","learner","39","603801","0.0-14.0-4.0","1532723759537","7-426","6351","","","","false","446","521","371","471","[502.54,420.94]","[425.49,338.39]","true","null"
"","check_point_button","40","607490","0.0-15.0","1532723759537","7-426","3688","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 5</font></p>","0","","","","","","","","",""
