"success","trial_type","trial_index","time_elapsed","internal_node_id","start_time","Id","rt","responses","stimulus","button_pressed","Prueba","X_left","X_right","Y_top","Y_bottom","Circles","Crosses","key_press"
"true","fullscreen","0","6906","0.0-0.0","1532722836839","9-428","","","","","","","","","","","",""
"","survey-text","1","15681","0.0-1.0","1532722836839","9-428","8773","{""Q0"":""9-428""}","","","","","","","","","",""
"","my_image_button","2","31114","0.0-2.0-0.0","1532722836839","9-428","15431","","img/caja.png","0","","","","","","","",""
"","my_image_button","3","72615","0.0-2.0-1.0","1532722836839","9-428","41500","","img/caja_con_ejemplos.png","0","","","","","","","",""
"","my_image_button","4","76198","0.0-2.0-2.0","1532722836839","9-428","3583","","","0","","","","","","","",""
"","teacher","5","121736","0.0-3.0-0.0","1532722836839","9-428","29511","","","","true","754.38","851.58","547.98","765.49","[760,683],[802,552]","","null"
"","teacher","6","160575","0.0-3.0-1.0","1532722836839","9-428","25414","","","","true","110.54","820.62","565.99","771.08","","[100,686],[823,562]","null"
"","teacher","7","183872","0.0-3.0-2.0","1532722836839","9-428","13544","","","","true","621.78","845.54","744.58","841.78","[726,748]","[735,847]","null"
"","teacher","8","201217","0.0-3.0-3.0","1532722836839","9-428","11639","","","","true","98.64","209.87","598.17","768.09","[206,766],[102,604]","","null"
"","check_point_button","9","207433","0.0-4.0","1532722836839","9-428","6215","","<p><font size='25px'>ENTONCES, ¿QUÉ TENÉS QUE HACER? </font></p>","0","","","","","","","",""
"","html-button-response","10","241097","0.0-5.0","1532722836839","9-428","33662","","<p align='center' style='font-size:25px;' > HAY 10 NIVELES <br> ¿ESTÁS LISTO/A PARA EMPEZAR? </p>","0","","","","","","","",""
"","teacher","11","250561","0.0-6.0-0.0","1532722836839","9-428","7765","","","","false","721.28","818.48","470.42","567.62","[760,566],[755,473]","","null"
"","teacher","12","261739","0.0-6.0-1.0","1532722836839","9-428","9807","","","","false","677.91","798.57","623.32","720.52","","[737,729],[674,620]","null"
"","teacher","13","272187","0.0-6.0-2.0","1532722836839","9-428","8624","","","","false","472.45","824.87","726.7","830.26","[821,828],[477,731]","","null"
"","teacher","14","285380","0.0-6.0-3.0","1532722836839","9-428","11526","","","","false","511.24","608.44","325.6","848.51","","[613,852],[510,324]","null"
"","teacher","15","294740","0.0-6.0-4.0","1532722836839","9-428","8246","","","","false","361.92","459.12","623.84","721.04","[401,627],[410,720]","","null"
"","check_point_button","16","299460","0.0-7.0","1532722836839","9-428","4719","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 1</font></p>","0","","","","","","","",""
"","teacher","17","307588","0.0-8.0-0.0","1532722836839","9-428","6798","","","","false","702.42","799.62","758.75","855.95","[756,853]","[747,756]","null"
"","teacher","18","312932","0.0-8.0-1.0","1532722836839","9-428","4142","","","","false","414.27","798.66","469.07","816.23","[794,815],[424,474]","","null"
"","teacher","19","323248","0.0-8.0-2.0","1532722836839","9-428","4726","","","","false","622.44","832.05","715.83","820.88","[628,721],[829,819]","","null"
"","teacher","20","348577","0.0-8.0-3.0","1532722836839","9-428","5767","","","","false","549.44","741.3","353.17","791.52","[638,362]","[644,794]","null"
"","teacher","21","355560","0.0-8.0-4.0","1532722836839","9-428","5134","","","","false","662.97","760.17","219.69","771.69","[671,771],[757,225]","","null"
"","check_point_button","22","358977","0.0-9.0","1532722836839","9-428","3416","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 2</font></p>","0","","","","","","","",""
"","teacher","23","364816","0.0-10.0-0.0","1532722836839","9-428","4488","","","","false","659.62","807.25","214.05","370.63","[803,219]","[666,374]","null"
"","teacher","24","373425","0.0-10.0-1.0","1532722836839","9-428","7416","","","","false","168.79","762.99","580.85","678.05","[492,675]","[489,580]","null"
"","teacher","25","378145","0.0-10.0-2.0","1532722836839","9-428","3431","","","","false","663.95","761.15","756.2","853.4","[672,852],[756,764]","","null"
"","teacher","26","384783","0.0-10.0-3.0","1532722836839","9-428","5301","","","","false","634.04","844.13","619.05","867.4","[639,624],[839,865]","","null"
