"success","trial_type","trial_index","time_elapsed","internal_node_id","start_time","Id","rt","responses","stimulus","button_pressed","Prueba","X_left","X_right","Y_top","Y_bottom","Circles","Crosses","key_press"
"true","fullscreen","0","2422","0.0-0.0","1532721898830","7-425","","","","","","","","","","","",""
"","survey-text","1","8174","0.0-1.0","1532721898830","7-425","5748","{""Q0"":""7-425""}","","","","","","","","","",""
"","my_image_button","2","25158","0.0-2.0-0.0","1532721898830","7-425","16982","","img/caja.png","0","","","","","","","",""
"","my_image_button","3","45325","0.0-2.0-1.0","1532721898830","7-425","20166","","img/caja_con_ejemplos.png","0","","","","","","","",""
"","my_image_button","4","50918","0.0-2.0-2.0","1532721898830","7-425","5592","","","0","","","","","","","",""
"","teacher","5","161590","0.0-3.0-0.0","1532721898830","7-425","94060","","","","true","772.61","869.81","416.41","838.1","[802,462],[839,463]","","null"
"","teacher","6","194303","0.0-3.0-1.0","1532721898830","7-425","14590","","","","true","332.47","827.24","504.3","703.9","[489,530],[547,528]","","null"
"","teacher","7","232625","0.0-3.0-2.0","1532721898830","7-425","10529","","","","true","214.61","311.81","470.73","833.3","[300,648],[227,645]","","null"
"","teacher","8","247882","0.0-3.0-3.0","1532721898830","7-425","8143","","","","true","696.69","836.16","196.19","505.51","","[857,343],[675,348]","null"
"","check_point_button","9","341991","0.0-4.0","1532721898830","7-425","94107","","<p><font size='25px'>ENTONCES, ¿QUÉ TENÉS QUE HACER? </font></p>","0","","","","","","","",""
"","html-button-response","10","353457","0.0-5.0","1532721898830","7-425","11465","","<p align='center' style='font-size:25px;' > HAY 10 NIVELES <br> ¿ESTÁS LISTO/A PARA EMPEZAR? </p>","0","","","","","","","",""
"","teacher","11","382754","0.0-6.0-0.0","1532721898830","7-425","22854","","","","false","274.56","371.76","764.63","861.83","[326,776],[286,811]","","null"
"","teacher","12","397778","0.0-6.0-1.0","1532721898830","7-425","13647","","","","false","261.57","794.59","671.28","824.04","","[242,747],[803,759]","null"
"","teacher","13","402474","0.0-6.0-2.0","1532721898830","7-425","3303","","","","false","451.22","548.42","595.9","693.1","","[508,577],[510,712]","null"
"","teacher","14","408123","0.0-6.0-3.0","1532721898830","7-425","3942","","","","false","208.79","648.64","775.03","872.23","[455,781],[451,865]","","null"
"","teacher","15","414701","0.0-6.0-4.0","1532721898830","7-425","4519","","","","false","480.93","578.13","386.6","746.01","[528,392],[529,738]","","null"
"","check_point_button","16","426709","0.0-7.0","1532721898830","7-425","12007","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 1</font></p>","0","","","","","","","",""
"","teacher","17","444878","0.0-8.0-0.0","1532721898830","7-425","7964","","","","false","148.23","432.24","656.09","863.21","","[449,742],[133,775]","null"
