"success","trial_type","trial_index","time_elapsed","internal_node_id","start_time","Id","rt","responses","stimulus","button_pressed","Prueba","X_left","X_right","Y_top","Y_bottom","Circles","Crosses","Consistency","key_press"
"true","fullscreen","0","2305","0.0-0.0","1532721550238","17-288","","","","","","","","","","","","",""
"","survey-text","1","8340","0.0-1.0","1532721550238","17-288","6031","{""Q0"":""17-288""}","","","","","","","","","","",""
"","my_image_button","2","20188","0.0-2.0-0.0","1532721550238","17-288","11845","","img/caja.png","0","","","","","","","","",""
"","my_image_button","3","37003","0.0-2.0-1.0","1532721550238","17-288","16815","","img/caja_con_ejemplos.png","0","","","","","","","","",""
"","my_image_button","4","42931","0.0-2.0-2.0","1532721550238","17-288","5927","","","0","","","","","","","","",""
"","learner","5","64190","0.0-3.0-0.0","1532721550238","17-288","21253","","","","true","469","626","590","738","[551.75,734.91],[623.46,589.77]","","false","null"
"","learner","6","82286","0.0-3.0-1.0","1532721550238","17-288","18094","","","","true","361","547","574","734","[498.43,682.56]","[441.34,480.13]","true","null"
"","learner","7","88519","0.0-3.0-2.0","1532721550238","17-288","6229","","","","true","175","358","511","684","","[433.73,596.26],[244,417.34]","true","null"
"","learner","8","97390","0.0-3.0-3.0","1532721550238","17-288","8870","","","","true","326","543","279","436","[445.58,347.81]","[422.9,727.64]","true","null"
"","check_point_button","9","133914","0.0-4.0","1532721550238","17-288","36523","","<p><font size='25px'>ENTONCES, ¿QUÉ TENÉS QUE HACER? </font></p>","0","","","","","","","","",""
"","html-button-response","10","143482","0.0-5.0","1532721550238","17-288","9567","","<p align='center' style='font-size:25px;' > HAY 10 NIVELES <br> ¿ESTÁS LISTO/A PARA EMPEZAR? </p>","0","","","","","","","","",""
"","learner","11","151497","0.0-6.0-0.0","1532721550238","17-288","8013","","","","false","380","531","565","699","","[628.03,600.46],[376.65,711.77]","true","null"
"","learner","12","155729","0.0-6.0-1.0","1532721550238","17-288","4229","","","","false","288","480","593","753","","[539.76,636.19],[436.35,521.65]","true","null"
"","learner","13","160057","0.0-6.0-2.0","1532721550238","17-288","4327","","","","false","188","450","575","813","","[546.46,348.29],[456.36,480.66]","true","null"
"","learner","14","165433","0.0-6.0-3.0","1532721550238","17-288","5375","","","","false","330","514","431","605","[392.73,481.66]","[650.61,596.48]","true","null"
"","learner","15","170681","0.0-6.0-4.0","1532721550238","17-288","5245","","","","false","316","510","647","834","","[330.69,458.92],[466.37,580.58]","true","null"
"","check_point_button","16","173681","0.0-7.0","1532721550238","17-288","2999","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 1</font></p>","0","","","","","","","","",""
"","learner","17","186162","0.0-8.0-0.0","1532721550238","17-288","12478","","","","false","444","751","261","583","[599.44,556.41],[589.42,314.5]","","true","null"
"","learner","18","190065","0.0-8.0-1.0","1532721550238","17-288","3902","","","","false","313","513","543","735","[447.54,636.78],[361.75,588.44]","","true","null"
"","learner","19","193746","0.0-8.0-2.0","1532721550238","17-288","3678","","","","false","167","420","439","657","","[481.94,532.22],[704.84,655.6]","true","null"
"","learner","20","198788","0.0-8.0-3.0","1532721550238","17-288","5040","","","","false","329","568","232","463","[422.79,302.97],[477.46,424.9]","","true","null"
"","learner","21","201579","0.0-8.0-4.0","1532721550238","17-288","2789","","","","false","434","654","597","802","","[255.84,342.18],[339.73,487.04]","true","null"
"","check_point_button","22","202812","0.0-9.0","1532721550238","17-288","1231","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 2</font></p>","0","","","","","","","","",""
"","learner","23","205659","0.0-10.0-0.0","1532721550238","17-288","2846","","","","false","475","697","537","724","","[311.51,621.35],[316.3,499.5]","true","null"
"","learner","24","209556","0.0-10.0-1.0","1532721550238","17-288","3894","","","","false","245","465","494","692","","[558.28,529.78],[261.02,745.6]","true","null"
"","learner","25","213476","0.0-10.0-2.0","1532721550238","17-288","3918","","","","false","220","507","394","636","","[484.38,705.93],[319.24,304.3]","true","null"
"","learner","26","217660","0.0-10.0-3.0","1532721550238","17-288","4183","","","","false","573","773","148","322","[661.47,225.48]","[517.76,311.21]","true","null"
"","learner","27","223660","0.0-10.0-4.0","1532721550238","17-288","5999","","","","false","429","664","509","756","[478.9,612.45],[591.85,657.87]","","true","null"
"","check_point_button","28","225205","0.0-11.0","1532721550238","17-288","1544","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 3</font></p>","0","","","","","","","","",""
"","learner","29","229068","0.0-12.0-0.0","1532721550238","17-288","3862","","","","false","260","472","484","667","[373.41,567.8]","[504.27,526.64]","true","null"
"","learner","30","231677","0.0-12.0-1.0","1532721550238","17-288","2606","","","","false","179","358","398","581","","[727.17,292.48],[485.47,405.92]","true","null"
"","learner","31","234644","0.0-12.0-2.0","1532721550238","17-288","2966","","","","false","320","519","413","595","","[494.37,658.23],[568.68,542.79]","true","null"
"","learner","32","237268","0.0-12.0-3.0","1532721550238","17-288","2623","","","","false","312","519","578","767","","[568.14,756.98],[548.56,481.02]","true","null"
"","learner","33","240316","0.0-12.0-4.0","1532721550238","17-288","3046","","","","false","507","760","219","433","","[384.6,497.26],[557.4,708.85]","true","null"
"","check_point_button","34","242221","0.0-13.0","1532721550238","17-288","1903","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 4</font></p>","0","","","","","","","","",""
"","learner","35","249461","0.0-14.0-0.0","1532721550238","17-288","7238","","","","false","546","772","395","633","[589.78,497.18],[690.95,550.32]","","true","null"
"","learner","36","255367","0.0-14.0-1.0","1532721550238","17-288","5905","","","","false","495","704","523","721","[588.26,622.81]","[412.52,744.38]","true","null"
"","learner","37","262048","0.0-14.0-2.0","1532721550238","17-288","6679","","","","false","443","706","353","577","[557.38,458.02]","[343.39,535.94]","true","null"
"","learner","38","265432","0.0-14.0-3.0","1532721550238","17-288","3383","","","","false","225","447","435","635","[325.34,499.99]","[631.69,254.31]","true","null"
"","learner","39","268664","0.0-14.0-4.0","1532721550238","17-288","3230","","","","false","478","683","394","629","","[325.47,458.25],[380.33,298.14]","true","null"
