"success","trial_type","trial_index","time_elapsed","internal_node_id","start_time","Id","rt","responses","stimulus","button_pressed","Prueba","X_left","X_right","Y_top","Y_bottom","Circles","Crosses","Consistency","key_press"
"true","fullscreen","0","4613","0.0-0.0","1532716805111","9-268","","","","","","","","","","","","",""
"","survey-text","1","10040","0.0-1.0","1532716805111","9-268","5422","{""Q0"":""9-268""}","","","","","","","","","","",""
"","my_image_button","2","26540","0.0-2.0-0.0","1532716805111","9-268","16496","","img/caja.png","0","","","","","","","","",""
"","my_image_button","3","47268","0.0-2.0-1.0","1532716805111","9-268","20727","","img/caja_con_ejemplos.png","0","","","","","","","","",""
"","my_image_button","4","55820","0.0-2.0-2.0","1532716805111","9-268","8551","","","0","","","","","","","","",""
"","learner","5","82695","0.0-3.0-0.0","1532716805111","9-268","26870","","","","true","478","767","392","486","[488.83,479.94],[691.4,409.73]","","true","null"
"","learner","6","92392","0.0-3.0-1.0","1532716805111","9-268","9694","","","","true","308","412","570","630","[371.78,588.41]","[198.87,508.23]","true","null"
"","learner","7","100502","0.0-3.0-2.0","1532716805111","9-268","8110","","","","true","305","489","636","702","","[572.94,695],[476.33,602.91]","true","null"
"","learner","8","108575","0.0-3.0-3.0","1532716805111","9-268","8072","","","","true","338","595","373","461","[431.78,449.78]","[467.38,252.64]","true","null"
"","check_point_button","9","125771","0.0-4.0","1532716805111","9-268","17193","","<p><font size='25px'>ENTONCES, ¿QUÉ TENÉS QUE HACER? </font></p>","0","","","","","","","","",""
"","html-button-response","10","135226","0.0-5.0","1532716805111","9-268","9453","","<p align='center' style='font-size:25px;' > HAY 10 NIVELES <br> ¿ESTÁS LISTO/A PARA EMPEZAR? </p>","0","","","","","","","","",""
"","learner","11","152042","0.0-6.0-0.0","1532716805111","9-268","16813","","","","false","317","523","239","612","[447.69,597.59],[338.59,251.77]","","true","null"
"","learner","12","156882","0.0-6.0-1.0","1532716805111","9-268","4837","","","","false","264","436","465","588","[314.03,560.26]","[409.28,317.86]","true","null"
"","learner","13","161418","0.0-6.0-2.0","1532716805111","9-268","4533","","","","false","311","426","528","595","","[512.62,475.19],[537.82,598.11]","true","null"
"","learner","14","166114","0.0-6.0-3.0","1532716805111","9-268","4694","","","","false","279","484","503","586","","[463.42,446.7],[610.87,507.49]","true","null"
"","learner","15","171722","0.0-6.0-4.0","1532716805111","9-268","5606","","","","false","26","351","339","517","","[429.53,262.74],[561.61,563.19]","true","null"
"","check_point_button","16","177323","0.0-7.0","1532716805111","9-268","5599","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 1</font></p>","0","","","","","","","","",""
"","learner","17","181522","0.0-8.0-0.0","1532716805111","9-268","4197","","","","false","432","510","435","492","[462.95,471.16]","[565.44,404.16]","true","null"
"","learner","18","185379","0.0-8.0-1.0","1532716805111","9-268","3855","","","","false","252","408","588","680","[330.53,638.16]","[270.97,481.72]","true","null"
"","learner","19","223197","0.0-8.0-2.0","1532716805111","9-268","37817","","","","false","485","611","500","603","[576.26,580.94],[498.95,512.39]","","true","null"
"","learner","20","227549","0.0-8.0-3.0","1532716805111","9-268","4349","","","","false","265","527","553","665","","[680.08,647.01],[323.41,495.13]","true","null"
"","learner","21","233005","0.0-8.0-4.0","1532716805111","9-268","5454","","","","false","448","572","429","501","[517.44,459.98]","[349.13,378.03]","true","null"
"","check_point_button","22","235149","0.0-9.0","1532716805111","9-268","2143","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 2</font></p>","0","","","","","","","","",""
"","learner","23","245157","0.0-10.0-0.0","1532716805111","9-268","10006","","","","false","294","581","619","692","[347.73,623.35],[481.55,684.06]","","true","null"
"","learner","24","254209","0.0-10.0-1.0","1532716805111","9-268","9049","","","","false","483","754","495","604","[683.18,582.45],[498,511.42]","","true","null"
"","learner","25","258257","0.0-10.0-2.0","1532716805111","9-268","4045","","","","false","281","446","400","486","[325.75,455.23]","[482.55,203.95]","true","null"
"","learner","26","262312","0.0-10.0-3.0","1532716805111","9-268","4055","","","","false","247","448","652","768","","[613.56,712.83],[464.32,613.23]","true","null"
"","learner","27","265656","0.0-10.0-4.0","1532716805111","9-268","3342","","","","false","95","334","420","537","","[543.67,512.37],[510.51,603.99]","true","null"
"","check_point_button","28","267720","0.0-11.0","1532716805111","9-268","2063","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 3</font></p>","0","","","","","","","","",""
"","learner","29","270616","0.0-12.0-0.0","1532716805111","9-268","2894","","","","false","283","459","544","649","","[585.86,484.64],[663.62,736.76]","true","null"
"","learner","30","273353","0.0-12.0-1.0","1532716805111","9-268","2734","","","","false","353","545","591","683","","[726.91,751.74],[755.09,600.12]","true","null"
"","learner","31","278329","0.0-12.0-2.0","1532716805111","9-268","4974","","","","false","345","676","482","649","[485.34,618.91],[525.68,495.6]","","true","null"
"","learner","32","282601","0.0-12.0-3.0","1532716805111","9-268","4270","","","","false","333","538","289","369","[468.33,348.22],[363.37,311.33]","","true","null"
"","learner","33","287841","0.0-12.0-4.0","1532716805111","9-268","5238","","","","false","222","485","436","551","","[255.01,699.31],[213.61,302.67]","true","null"
