"success","trial_type","trial_index","time_elapsed","internal_node_id","start_time","Id","rt","responses","stimulus","button_pressed","Prueba","X_left","X_right","Y_top","Y_bottom","Circles","Crosses","Consistency","key_press"
"true","fullscreen","0","1825","0.0-0.0","1532717019728","19-37","","","","","","","","","","","","",""
"","survey-text","1","28739","0.0-1.0","1532717019728","19-37","26912","{""Q0"":""19-37""}","","","","","","","","","","",""
"","my_image_button","2","39730","0.0-2.0-0.0","1532717019728","19-37","10989","","img/caja.png","0","","","","","","","","",""
"","my_image_button","3","50250","0.0-2.0-1.0","1532717019728","19-37","10519","","img/caja_con_ejemplos.png","0","","","","","","","","",""
"","my_image_button","4","58802","0.0-2.0-2.0","1532717019728","19-37","8550","","","0","","","","","","","","",""
"","learner","5","71005","0.0-3.0-0.0","1532717019728","19-37","12195","","","","true","551","680","404","630","[589.02,447.63],[639.76,571.64]","","true","null"
"","learner","6","81492","0.0-3.0-1.0","1532717019728","19-37","10486","","","","true","401","810","211","506","[693.52,425.15]","[759.65,524.09]","true","null"
"","learner","7","86860","0.0-3.0-2.0","1532717019728","19-37","5365","","","","true","272","687","190","455","","[473.2,645.62],[483.63,520.74]","true","null"
"","learner","8","90228","0.0-3.0-3.0","1532717019728","19-37","3366","","","","true","322","585","433","600","[505.71,541.92]","[621.55,509.33]","true","null"
"","check_point_button","9","112821","0.0-4.0","1532717019728","19-37","22591","","<p><font size='25px'>ENTONCES, ¿QUÉ TENÉS QUE HACER? </font></p>","0","","","","","","","","",""
"","html-button-response","10","122837","0.0-5.0","1532717019728","19-37","10014","","<p align='center' style='font-size:25px;' > HAY 10 NIVELES <br> ¿ESTÁS LISTO/A PARA EMPEZAR? </p>","0","","","","","","","","",""
"","learner","11","134583","0.0-6.0-0.0","1532717019728","19-37","11743","","","","false","349","569","278","771","[365.67,295.16],[557.2,759.79]","","true","null"
"","learner","12","145022","0.0-6.0-1.0","1532717019728","19-37","10438","","","","false","501","678","362","650","","[690.64,340.43],[468.64,673.8]","true","null"
"","learner","13","153462","0.0-6.0-2.0","1532717019728","19-37","8439","","","","false","539","769","307","454","[695.25,434.63],[671.34,340.06]","","true","null"
"","learner","14","164295","0.0-6.0-3.0","1532717019728","19-37","10831","","","","false","256","417","353","569","[282.7,550.65]","[502.32,265.74]","true","null"
"","learner","15","170207","0.0-6.0-4.0","1532717019728","19-37","5909","","","","false","499","570","567","629","","[584.26,548.78],[497.81,652.56]","true","null"
"","check_point_button","16","172607","0.0-7.0","1532717019728","19-37","2399","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 1</font></p>","0","","","","","","","","",""
"","learner","17","176614","0.0-8.0-0.0","1532717019728","19-37","4006","","","","false","324","537","502","705","[433.48,579.3]","[510.07,751.93]","true","null"
"","learner","18","180524","0.0-8.0-1.0","1532717019728","19-37","3905","","","","false","604","645","380","422","","[645.63,357.84],[593.02,455.03]","true","null"
"","learner","19","184920","0.0-8.0-2.0","1532717019728","19-37","4393","","","","false","655","707","420","490","","[740.15,487.9],[622.97,418.95]","true","null"
"","learner","20","188247","0.0-8.0-3.0","1532717019728","19-37","3325","","","","false","127","677","385","711","[282.35,542.3],[402.41,598.45]","","true","null"
"","learner","21","192426","0.0-8.0-4.0","1532717019728","19-37","4178","","","","false","304","617","350","631","","[476.45,675.2],[413.42,320.54]","true","null"
