"success","trial_type","trial_index","time_elapsed","internal_node_id","start_time","Id","rt","responses","stimulus","button_pressed","Prueba","X_left","X_right","Y_top","Y_bottom","Circles","Crosses","Consistency","key_press"
"true","fullscreen","0","2256","0.0-0.0","1532717651231","42-42","","","","","","","","","","","","",""
"","survey-text","1","8329","0.0-1.0","1532717651231","42-42","6069","{""Q0"":""42-42""}","","","","","","","","","","",""
"","my_image_button","2","20993","0.0-2.0-0.0","1532717651231","42-42","12662","","img/caja.png","0","","","","","","","","",""
"","my_image_button","3","33905","0.0-2.0-1.0","1532717651231","42-42","12910","","img/caja_con_ejemplos.png","0","","","","","","","","",""
"","my_image_button","4","40872","0.0-2.0-2.0","1532717651231","42-42","6967","","","0","","","","","","","","",""
"","learner","5","52576","0.0-3.0-0.0","1532717651231","42-42","11698","","","","true","264","429","465","680","[381.05,634.84],[275.98,480.83]","","true","null"
"","learner","6","60224","0.0-3.0-1.0","1532717651231","42-42","7645","","","","true","446","545","312","394","[483.56,336.44]","[589.41,285.53]","true","null"
"","learner","7","67595","0.0-3.0-2.0","1532717651231","42-42","7369","","","","true","342","649","390","614","","[515.43,635.73],[398.21,367.29]","true","null"
"","learner","8","71946","0.0-3.0-3.0","1532717651231","42-42","4351","","","","true","538","744","249","496","[629.7,395.53]","[615.69,219.27]","true","null"
"","check_point_button","9","77475","0.0-4.0","1532717651231","42-42","5526","","<p><font size='25px'>ENTONCES, ¿QUÉ TENÉS QUE HACER? </font></p>","0","","","","","","","","",""
"","html-button-response","10","84363","0.0-5.0","1532717651231","42-42","6887","","<p align='center' style='font-size:25px;' > HAY 10 NIVELES <br> ¿ESTÁS LISTO/A PARA EMPEZAR? </p>","0","","","","","","","","",""
"","learner","11","89939","0.0-6.0-0.0","1532717651231","42-42","5575","","","","false","555","846","83","344","","[412.86,295.77],[395.88,570.09]","true","null"
"","learner","12","100227","0.0-6.0-1.0","1532717651231","42-42","10287","","","","false","541","698","278","403","","[716.21,250.92],[513.38,422.77]","true","null"
"","learner","13","104611","0.0-6.0-2.0","1532717651231","42-42","4381","","","","false","559","731","510","698","","[614.4,713.29],[617.78,493.12]","true","null"
"","learner","14","108323","0.0-6.0-3.0","1532717651231","42-42","3711","","","","false","594","819","183","443","[633.81,238.24],[738.34,318.98]","","true","null"
"","learner","15","111307","0.0-6.0-4.0","1532717651231","42-42","2981","","","","false","332","536","351","473","[392.56,395.83]","[524.58,576.62]","true","null"
"","check_point_button","16","114188","0.0-7.0","1532717651231","42-42","2879","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINASTE EL NIVEL 1</font></p>","0","","","","","","","","",""
"","learner","17","118236","0.0-8.0-0.0","1532717651231","42-42","4045","","","","false","367","684","429","638","[461.97,496.6]","[508.51,685]","true","null"
"","learner","18","121845","0.0-8.0-1.0","1532717651231","42-42","3608","","","","false","428","633","326","685","[494.43,595.5],[543.18,392.02]","","true","null"
"","learner","19","125543","0.0-8.0-2.0","1532717651231","42-42","3694","","","","false","438","621","225","429","[481.55,353.03],[580.91,259.42]","","true","null"
