"success","trial_type","trial_index","time_elapsed","internal_node_id","start_time","id_teacher","id_learner","rt","responses","player_id","session_id","Teachers_Box","Learners_Guess","Circles","Crosses","Consistency","canvas_size","won","key_press","stimulus","button_pressed"
"true","fullscreen","0","2359","0.0-0.0","1532112009839","10-211","12-204","","","","","","","","","","","","","",""
"","survey-text","1","55271","0.0-1.0","1532112009839","10-211","12-204","52910","{""Q0"":""12-204"",""Q1"":""10-211""}","","","","","","","","","","","",""
"","waiting-room","2","117987","0.0-2.0","1532112009839","10-211","12-204","","","0","1d73866e-727f-4694-8574-43cde141a390","","","","","","","","","",""
"","learner","3","280351","0.0-3.0-0.0","1532112009839","10-211","12-204","16712,11379,15659,22079,14321,10753,9964,10661","","","","[635,771,111,198]","[204,647,556,677],[204,627,533,678],[206,627,407,679],[207,623,256,678],[524,695,106,428],[526,689,148,416],[527,689,242,515],[532,666,67,262]","[641,194]","[202,686],[638,528],[702,394],[513,234],[468,71],[807,60],[678,259]","true,true,true,true,true,true,false,true","864,864","false","null","",""
"","html-button-response","4","283354","0.0-3.0-1.0-0.0","1532112009839","10-211","12-204","null","","","","","","","","","","","","SE ACABARON LAS PISTAS. PASEMOS A LA SIGUIENTE CAJA.","null"
"","learner","5","321420","0.0-3.0-3.0","1532112009839","10-211","12-204","5426,14253","","","","[286,514,449,535]","[489,645,424,488],[272,520,451,553]","[510,454],[292,533]","","true,true","864,864","true","null","",""
"","html-button-response","6","324422","0.0-3.0-5.0-0.0","1532112009839","10-211","12-204","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","check_point_button","7","340719","0.0-4.0","1532112009839","10-211","12-204","16295","","","","","","","","","","","","<p><font size='25px'>ENTONCES, ¿QUÉ TENÉS QUE HACER? </font></p>","0"
"","html-button-response","8","349894","0.0-5.0","1532112009839","10-211","12-204","9174","","","","","","","","","","","","<p align='center' style='font-size:25px;' > EL JUEGO TIENE 4 NIVELES <br> ¿LISTX PARA EMPEZAR? </p>","0"
"","waiting-room","9","351470","0.0-6.0","1532112009839","10-211","12-204","","","0","fe81cf98-1d1a-48e6-baa7-5cff5ecc44b4","","","","","","","","","",""
"","learner","10","380803","0.0-7.0-0.0","1532112009839","10-211","12-204","3799,6854,9118","","","","[506,762,672,761]","[495,540,672,678],[519,751,677,759],[497,767,675,767]","[512,677],[758,758],[509,760]","","true,false,true","864,864","true","null","",""
"","html-button-response","11","383805","0.0-7.0-2.0-0.0","1532112009839","10-211","12-204","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","12","404159","0.0-7.0-3.0","1532112009839","10-211","12-204","2506,6110","","","","[599,685,361,571]","[646,703,357,394],[597,694,360,575]","[682,364],[604,569]","","true,true","864,864","true","null","",""
"","html-button-response","13","407160","0.0-7.0-5.0-0.0","1532112009839","10-211","12-204","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","14","429373","0.0-7.0-6.0","1532112009839","10-211","12-204","3200,6159","","","","[605,712,348,618]","[579,613,346,376],[607,715,347,623]","[611,353],[708,614]","","true,true","864,864","true","null","",""
"","html-button-response","15","432376","0.0-7.0-8.0-0.0","1532112009839","10-211","12-204","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","16","445193","0.0-7.0-9.0","1532112009839","10-211","12-204","2374,4593","","","","[615,701,633,765]","[447,649,583,653],[612,708,627,771]","[619,637],[699,760]","","true,true","864,864","true","null","",""
"","html-button-response","17","448194","0.0-7.0-11.0-0.0","1532112009839","10-211","12-204","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","18","463320","0.0-7.0-12.0","1532112009839","10-211","12-204","2804,4685","","","","[232,479,449,535]","[214,340,434,528],[227,488,451,553]","[237,454],[475,531]","","true,true","864,864","true","null","",""
"","html-button-response","19","466321","0.0-7.0-14.0-0.0","1532112009839","10-211","12-204","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","check_point_button","20","472293","0.0-8.0","1532112009839","10-211","12-204","5970","","","","","","","","","","","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINARON EL NIVEL </font></p>","0"
"","waiting-room","21","472817","0.0-9.0","1532112009839","10-211","12-204","","","0","fe02094b-450c-4482-999f-2ab2ef7c20fc","","","","","","","","","",""
"","learner","22","487146","0.0-10.0-0.0","1532112009839","10-211","12-204","2252,4557","","","","[601,759,473,729]","[695,776,468,558],[598,770,469,738]","[755,479],[607,724]","","true,true","864,864","true","null","",""
"","html-button-response","23","490148","0.0-10.0-2.0-0.0","1532112009839","10-211","12-204","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","24","504798","0.0-10.0-3.0","1532112009839","10-211","12-204","4935,5063","","","","[441,548,197,283]","[462,572,185,340],[432,554,196,288]","[543,204],[448,275]","","true,true","864,864","true","null","",""
"","html-button-response","25","507799","0.0-10.0-5.0-0.0","1532112009839","10-211","12-204","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","26","525463","0.0-10.0-6.0","1532112009839","10-211","12-204","5952,5194","","","","[129,545,245,617]","[7,853,19,856],[132,553,240,623]","[541,250],[138,611]","","true,true","864,864","true","null","",""
"","html-button-response","27","528464","0.0-10.0-8.0-0.0","1532112009839","10-211","12-204","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
