"success","trial_type","trial_index","time_elapsed","internal_node_id","start_time","id_teacher","id_learner","rt","responses","player_id","session_id","Teachers_Box","Learners_Guess","Circles","Crosses","Consistency","canvas_size","won","key_press","stimulus","button_pressed"
"","learner","28","549978","0.0-10.0-9.0","1532112009839","10-211","12-204","8130,6624","","","","[192,752,512,598]","[583,588,704,708],[192,760,510,602]","[198,518],[748,592]","","false,true","864,864","true","null","",""
"","html-button-response","29","552980","0.0-10.0-11.0-0.0","1532112009839","10-211","12-204","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","30","562941","0.0-10.0-12.0","1532112009839","10-211","12-204","1673,4059","","","","[159,254,482,595]","[306,820,598,688],[157,257,476,599]","[165,487],[250,591]","","false,true","864,864","true","null","",""
"","html-button-response","31","565943","0.0-10.0-14.0-0.0","1532112009839","10-211","12-204","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","check_point_button","32","573248","0.0-11.0","1532112009839","10-211","12-204","7304","","","","","","","","","","","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINARON EL NIVEL </font></p>","0"
"","waiting-room","33","573787","0.0-12.0","1532112009839","10-211","12-204","","","0","95c664e3-117a-48db-8588-4f8bcfd6f08e","","","","","","","","","",""
"","learner","34","590102","0.0-13.0-0.0","1532112009839","10-211","12-204","2465,8580","","","","[190,612,349,435]","[574,626,350,434],[190,620,349,435]","[608,355],[197,430]","","true,true","864,864","true","null","",""
"","html-button-response","35","593105","0.0-13.0-2.0-0.0","1532112009839","10-211","12-204","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","36","604449","0.0-13.0-3.0","1532112009839","10-211","12-204","2450,4049","","","","[682,768,279,365]","[421,690,284,471],[673,774,273,367]","[686,284],[764,360]","","true,true","864,864","true","null","",""
"","html-button-response","37","607451","0.0-13.0-5.0-0.0","1532112009839","10-211","12-204","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","38","627548","0.0-13.0-6.0","1532112009839","10-211","12-204","3698,6867","","","","[281,399,559,645]","[353,661,602,840],[279,403,555,656]","[395,566],[288,638]","","false,true","864,864","true","null","",""
"","html-button-response","39","630550","0.0-13.0-8.0-0.0","1532112009839","10-211","12-204","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","40","644960","0.0-13.0-9.0","1532112009839","10-211","12-204","4452,3877","","","","[505,734,543,657]","[622,624,491,503],[495,749,542,670]","[511,548],[730,654]","","false,true","864,864","true","null","",""
"","html-button-response","41","647962","0.0-13.0-11.0-0.0","1532112009839","10-211","12-204","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","42","662394","0.0-13.0-12.0","1532112009839","10-211","12-204","1675,6254","","","","[331,577,191,277]","[9,439,673,705],[330,583,187,279]","[572,197],[339,273]","","false,true","864,864","true","null","",""
"","html-button-response","43","665397","0.0-13.0-14.0-0.0","1532112009839","10-211","12-204","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","check_point_button","44","675438","0.0-14.0","1532112009839","10-211","12-204","10041","","","","","","","","","","","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINARON EL NIVEL </font></p>","0"
"","waiting-room","45","679712","0.0-15.0","1532112009839","10-211","12-204","","","0","5d286ffd-2228-4129-bd5f-ec92a138490a","","","","","","","","","",""
"","learner","46","690037","0.0-16.0-0.0","1532112009839","10-211","12-204","1801,3778","","","","[362,639,580,741]","[322,624,569,611],[362,646,581,748]","[369,586],[633,736]","","true,true","864,864","true","null","",""
"","html-button-response","47","693038","0.0-16.0-2.0-0.0","1532112009839","10-211","12-204","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","48","704283","0.0-16.0-3.0","1532112009839","10-211","12-204","2439,4941","","","","[489,740,308,394]","[201,383,389,700],[488,744,306,397]","[496,314],[734,384]","","false,true","864,864","true","null","",""
"","html-button-response","49","707285","0.0-16.0-5.0-0.0","1532112009839","10-211","12-204","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","50","722811","0.0-16.0-6.0","1532112009839","10-211","12-204","1845,4448","","","","[397,732,402,612]","[372,522,402,428],[394,742,394,617]","[403,409],[727,606]","","true,true","864,864","true","null","",""
"","html-button-response","51","725813","0.0-16.0-8.0-0.0","1532112009839","10-211","12-204","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","52","736973","0.0-16.0-9.0","1532112009839","10-211","12-204","2891,2678","","","","[399,732,646,732]","[377,513,642,673],[399,733,645,740]","[405,651],[726,727]","","true,true","864,864","true","null","",""
"","html-button-response","53","739975","0.0-16.0-11.0-0.0","1532112009839","10-211","12-204","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","54","751062","0.0-16.0-12.0","1532112009839","10-211","12-204","3690,4032","","","","[241,669,580,666]","[198,727,542,580],[244,680,579,670]","[248,585],[664,660]","","false,true","864,864","true","null","",""
"","html-button-response","55","754064","0.0-16.0-14.0-0.0","1532112009839","10-211","12-204","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","check_point_button","56","845846","0.0-17.0","1532112009839","10-211","12-204","91782","","","","","","","","","","","","<p align='center' style='font-size:30px;' > COMPLETASTE TODOS LOS NIVELES  <br><br> ¡FELICITACIONES!<br><br> PRESIONA CUALQUIER TECLA PARA TERMINAR</p>","0"
