"success","trial_type","trial_index","time_elapsed","internal_node_id","start_time","id_teacher","id_learner","rt","responses","player_id","session_id","Teachers_Box","Learners_Guess","Circles","Crosses","Consistency","canvas_size","won","key_press","stimulus","button_pressed"
"","learner","18","514623","0.0-7.0-12.0","1532121041001","56-25","52-24","7924,8822","","","","[248,738,608,694]","[235,409,594,692],[245,743,614,720]","[255,617],[733,688]","","true,true","864,864","true","null","",""
"","html-button-response","19","517626","0.0-7.0-14.0-0.0","1532121041001","56-25","52-24","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","check_point_button","20","522357","0.0-8.0","1532121041001","56-25","52-24","4730","","","","","","","","","","","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINARON EL NIVEL </font></p>","0"
"","waiting-room","21","525249","0.0-9.0","1532121041001","56-25","52-24","","","0","360fdeb4-0499-4d14-846a-96624709f641","","","","","","","","","",""
"","learner","22","555033","0.0-10.0-0.0","1532121041001","56-25","52-24","13338,9592","","","","[281,367,201,427]","[274,405,189,270],[279,395,194,430]","[285,210],[359,418]","","true,true","864,864","true","null","",""
"","html-button-response","23","558035","0.0-10.0-2.0-0.0","1532121041001","56-25","52-24","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","24","590149","0.0-10.0-3.0","1532121041001","56-25","52-24","5713,8943,6480","","","","[189,352,641,735]","[171,250,613,698],[175,420,622,774],[180,384,631,737]","[198,648],[347,729]","[350,747]","true,true,true","864,864","true","null","",""
"","html-button-response","25","593152","0.0-10.0-5.0-0.0","1532121041001","56-25","52-24","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","26","617892","0.0-10.0-6.0","1532121041001","56-25","52-24","4930,10791","","","","[160,653,595,681]","[139,240,596,672],[161,651,604,691]","[168,607],[644,673]","","true,true","864,864","true","null","",""
"","html-button-response","27","620895","0.0-10.0-8.0-0.0","1532121041001","56-25","52-24","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","28","643574","0.0-10.0-9.0","1532121041001","56-25","52-24","5344,8137","","","","[191,639,413,715]","[168,227,393,454],[182,648,404,721]","[200,420],[631,708]","","true,true","864,864","true","null","",""
"","html-button-response","29","646576","0.0-10.0-11.0-0.0","1532121041001","56-25","52-24","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","30","685496","0.0-10.0-12.0","1532121041001","56-25","52-24","7103,23656","","","","[538,657,555,676]","[534,561,557,641],[535,664,560,697]","[546,564],[653,670]","","true,true","864,864","true","null","",""
"","html-button-response","31","688498","0.0-10.0-14.0-0.0","1532121041001","56-25","52-24","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","check_point_button","32","693734","0.0-11.0","1532121041001","56-25","52-24","5235","","","","","","","","","","","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINARON EL NIVEL </font></p>","0"
"","waiting-room","33","696564","0.0-12.0","1532121041001","56-25","52-24","","","0","421f937d-82e1-41c5-ad47-e48ee2ab228e","","","","","","","","","",""
"","learner","34","724475","0.0-13.0-0.0","1532121041001","56-25","52-24","8662,8785","","","","[629,715,436,715]","[632,771,430,520],[632,720,439,730]","[639,445],[707,708]","","true,true","864,864","true","null","",""
"","html-button-response","35","727478","0.0-13.0-2.0-0.0","1532121041001","56-25","52-24","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","36","754547","0.0-13.0-3.0","1532121041001","56-25","52-24","7095,11558","","","","[116,657,137,473]","[110,204,138,241],[122,654,139,477]","[126,146],[648,465]","","true,true","864,864","true","null","",""
"","html-button-response","37","757547","0.0-13.0-5.0-0.0","1532121041001","56-25","52-24","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","38","793294","0.0-13.0-6.0","1532121041001","56-25","52-24","5623,6330,9407","","","","[328,439,252,660]","[306,441,226,486],[309,464,230,678],[308,437,234,681]","[337,261],[431,651]","[447,648]","true,true,true","864,864","true","null","",""
"","html-button-response","39","796298","0.0-13.0-8.0-0.0","1532121041001","56-25","52-24","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","40","823790","0.0-13.0-9.0","1532121041001","56-25","52-24","12056,8728","","","","[502,723,487,606]","[497,742,481,795],[508,736,487,630]","[515,498],[715,595]","","true,true","864,864","true","null","",""
"","html-button-response","41","826793","0.0-13.0-11.0-0.0","1532121041001","56-25","52-24","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","42","847369","0.0-13.0-12.0","1532121041001","56-25","52-24","5542,6145","","","","[347,569,322,735]","[335,487,300,528],[334,574,304,745]","[354,333],[562,725]","","true,true","864,864","true","null","",""
"","html-button-response","43","850371","0.0-13.0-14.0-0.0","1532121041001","56-25","52-24","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","check_point_button","44","863191","0.0-14.0","1532121041001","56-25","52-24","12820","","","","","","","","","","","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINARON EL NIVEL </font></p>","1"
