"success","trial_type","trial_index","time_elapsed","internal_node_id","start_time","id_teacher","id_learner","rt","responses","player_id","session_id","Teachers_Box","Learners_Guess","Circles","Crosses","Consistency","canvas_size","won","key_press","stimulus","button_pressed"
"true","fullscreen","0","2448","0.0-0.0","1532121041001","56-25","52-24","","","","","","","","","","","","","",""
"","survey-text","1","18102","0.0-1.0","1532121041001","56-25","52-24","15651","{""Q0"":""52-24"",""Q1"":""56-25""}","","","","","","","","","","","",""
"","waiting-room","2","94550","0.0-2.0","1532121041001","56-25","52-24","","","0","98b414af-fc00-4481-a66f-61160cde5469","","","","","","","","","",""
"","learner","3","246158","0.0-3.0-0.0","1532121041001","56-25","52-24","47655,38406,25926","","","","[659,746,342,606]","[638,765,311,400],[592,769,400,616],[668,773,345,642]","[674,358],[733,593]","[646,362]","true,false,true","864,864","true","null","",""
"","html-button-response","4","249161","0.0-3.0-2.0-0.0","1532121041001","56-25","52-24","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","5","298994","0.0-3.0-3.0","1532121041001","56-25","52-24","16590,14840","","","","[389,728,418,729]","[393,489,427,578],[388,747,423,723]","[402,430],[720,720]","","true,true","864,864","true","null","",""
"","html-button-response","6","301995","0.0-3.0-5.0-0.0","1532121041001","56-25","52-24","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","check_point_button","7","311741","0.0-4.0","1532121041001","56-25","52-24","9743","","","","","","","","","","","","<p><font size='25px'>ENTONCES, ¿QUÉ TENÉS QUE HACER? </font></p>","0"
"","html-button-response","8","328196","0.0-5.0","1532121041001","56-25","52-24","16454","","","","","","","","","","","","<p align='center' style='font-size:25px;' > EL JUEGO TIENE 4 NIVELES <br> ¿LISTX PARA EMPEZAR? </p>","0"
"","waiting-room","9","328721","0.0-6.0","1532121041001","56-25","52-24","","","0","6101935a-6e87-48ea-b45f-d6e1ddffb23b","","","","","","","","","",""
"","learner","10","362494","0.0-7.0-0.0","1532121041001","56-25","52-24","14513,10512","","","","[244,437,560,708]","[239,306,568,684],[246,445,568,733]","[253,572],[431,699]","","true,true","864,864","true","null","",""
"","html-button-response","11","365498","0.0-7.0-2.0-0.0","1532121041001","56-25","52-24","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","12","424063","0.0-7.0-3.0","1532121041001","56-25","52-24","7672,9814,24938","","","","[609,715,435,648]","[536,644,385,446],[589,771,443,645],[608,717,431,655]","[618,444],[709,641]","[725,638]","true,true,true","864,864","true","null","",""
"","html-button-response","13","427065","0.0-7.0-5.0-0.0","1532121041001","56-25","52-24","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","14","465108","0.0-7.0-6.0","1532121041001","56-25","52-24","6222,24239","","","","[275,606,641,727]","[237,356,624,702],[278,614,641,760]","[285,649],[603,717]","","true,true","864,864","true","null","",""
"","html-button-response","15","468111","0.0-7.0-8.0-0.0","1532121041001","56-25","52-24","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","16","480607","0.0-7.0-9.0","1532121041001","56-25","52-24","6620","","","","[673,759,298,384]","[657,737,288,365]","[682,307]","","true","864,864","true","null","",""
"","html-button-response","17","483608","0.0-7.0-11.0-0.0","1532121041001","56-25","52-24","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
