"success","trial_type","trial_index","time_elapsed","internal_node_id","start_time","id_teacher","id_learner","rt","responses","player_id","session_id","Teachers_Box","Learners_Guess","Circles","Crosses","Consistency","canvas_size","won","key_press","stimulus","button_pressed"
"","learner","14","250694","0.0-7.0-6.0","1532118299252","16-224","18-16","2803,6162,5604","","","","[536,699,307,614]","[482,615,285,396],[511,739,305,619],[539,706,302,621]","[542,313],[695,609]","[533,477]","true,true,true","864,864","true","null","",""
"","html-button-response","15","253695","0.0-7.0-8.0-0.0","1532118299252","16-224","18-16","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","16","267058","0.0-7.0-9.0","1532118299252","16-224","18-16","2982,4669","","","","[333,546,455,766]","[317,461,438,544],[326,575,440,782]","[340,462],[540,761]","","true,true","864,864","true","null","",""
"","html-button-response","17","270061","0.0-7.0-11.0-0.0","1532118299252","16-224","18-16","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","18","281801","0.0-7.0-12.0","1532118299252","16-224","18-16","3175,4153","","","","[391,716,677,763]","[338,588,615,809],[377,721,666,785]","[395,684],[712,761]","","true,true","864,864","true","null","",""
"","html-button-response","19","284803","0.0-7.0-14.0-0.0","1532118299252","16-224","18-16","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","check_point_button","20","287230","0.0-8.0","1532118299252","16-224","18-16","2426","","","","","","","","","","","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINARON EL NIVEL </font></p>","0"
"","waiting-room","21","287755","0.0-9.0","1532118299252","16-224","18-16","","","0","766ed4b2-a88e-4ef3-a3a0-0b7ed04173fa","","","","","","","","","",""
"","learner","22","300137","0.0-10.0-0.0","1532118299252","16-224","18-16","3522,3862","","","","[228,746,653,775]","[210,345,620,691],[218,761,639,786]","[233,658],[742,772]","","true,true","864,864","true","null","",""
"","html-button-response","23","303139","0.0-10.0-2.0-0.0","1532118299252","16-224","18-16","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","24","321404","0.0-10.0-3.0","1532118299252","16-224","18-16","3855,3438,4615","","","","[353,478,357,449]","[350,542,422,523],[343,499,339,477],[349,483,355,458]","[357,447],[477,362]","[360,351]","true,true,true","864,864","true","null","",""
"","html-button-response","25","324406","0.0-10.0-5.0-0.0","1532118299252","16-224","18-16","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","26","334907","0.0-10.0-6.0","1532118299252","16-224","18-16","2941,4163","","","","[666,775,637,723]","[485,711,555,655],[657,777,634,725]","[672,645],[770,720]","","true,true","864,864","true","null","",""
"","html-button-response","27","337910","0.0-10.0-8.0-0.0","1532118299252","16-224","18-16","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","28","394791","0.0-10.0-9.0","1532118299252","16-224","18-16","5396,3058,4023,10014,5106,7234","","","","[418,610,548,763]","[291,573,151,346],[300,556,526,563],[319,539,509,601],[417,623,551,764],[418,615,551,764],[417,611,545,761]","[422,555],[608,758]","[864,864],[607,763],[619,683],[613,684]","true,true,true,false,false,true","864,864","true","null","",""
"","html-button-response","29","397792","0.0-10.0-11.0-0.0","1532118299252","16-224","18-16","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","30","412567","0.0-10.0-12.0","1532118299252","16-224","18-16","5118,4428","","","","[352,611,122,215]","[331,467,103,224],[348,637,118,218]","[356,126],[608,211]","","true,true","864,864","true","null","",""
"","html-button-response","31","415569","0.0-10.0-14.0-0.0","1532118299252","16-224","18-16","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","check_point_button","32","418333","0.0-11.0","1532118299252","16-224","18-16","2762","","","","","","","","","","","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINARON EL NIVEL </font></p>","0"
"","waiting-room","33","418867","0.0-12.0","1532118299252","16-224","18-16","","","0","78dc3c17-8959-438c-911f-655b71f37dc0","","","","","","","","","",""
"","learner","34","430223","0.0-13.0-0.0","1532118299252","16-224","18-16","3120,3600","","","","[142,478,381,467]","[140,272,377,478],[138,486,376,473]","[147,386],[474,462]","","true,true","864,864","true","null","",""
"","html-button-response","35","433226","0.0-13.0-2.0-0.0","1532118299252","16-224","18-16","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","36","443098","0.0-13.0-3.0","1532118299252","16-224","18-16","2952,3875","","","","[373,507,308,463]","[303,598,295,405],[368,512,296,472]","[377,311],[504,462]","","true,true","864,864","true","null","",""
"","html-button-response","37","446099","0.0-13.0-5.0-0.0","1532118299252","16-224","18-16","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","38","459579","0.0-13.0-6.0","1532118299252","16-224","18-16","5104,4919","","","","[351,711,385,679]","[348,508,381,537],[351,715,382,691]","[355,390],[709,673]","","true,true","864,864","true","null","",""
"","html-button-response","39","462580","0.0-13.0-8.0-0.0","1532118299252","16-224","18-16","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","40","476902","0.0-13.0-9.0","1532118299252","16-224","18-16","4153,5164","","","","[111,216,139,370]","[103,286,135,278],[109,221,128,376]","[115,144],[214,367]","","true,true","864,864","true","null","",""
"","html-button-response","41","479904","0.0-13.0-11.0-0.0","1532118299252","16-224","18-16","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","42","490143","0.0-13.0-12.0","1532118299252","16-224","18-16","7151","","","","[112,560,445,587]","[109,537,441,596]","[115,448]","","true","864,864","true","null","",""
"","html-button-response","43","493145","0.0-13.0-14.0-0.0","1532118299252","16-224","18-16","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","check_point_button","44","495201","0.0-14.0","1532118299252","16-224","18-16","2054","","","","","","","","","","","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINARON EL NIVEL </font></p>","0"
"","waiting-room","45","495724","0.0-15.0","1532118299252","16-224","18-16","","","0","4d2a4af3-4461-4df6-9514-4f8b42be065e","","","","","","","","","",""
"","learner","46","509603","0.0-16.0-0.0","1532118299252","16-224","18-16","5747,4245","","","","[87,355,484,745]","[72,339,475,602],[76,363,480,752]","[89,490],[353,743]","","true,true","864,864","true","null","",""
"","html-button-response","47","512605","0.0-16.0-2.0-0.0","1532118299252","16-224","18-16","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","48","533017","0.0-16.0-3.0","1532118299252","16-224","18-16","5008,4932,6026","","","","[400,486,335,587]","[219,412,380,604],[386,535,333,590],[395,512,333,588]","[404,585],[482,339],[485,585]","","true,true,true","864,864","true","null","",""
"","html-button-response","49","536019","0.0-16.0-5.0-0.0","1532118299252","16-224","18-16","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","50","546775","0.0-16.0-6.0","1532118299252","16-224","18-16","3952,3535","","","","[339,425,330,470]","[337,608,325,451],[334,432,315,486]","[342,332],[423,466]","","true,true","864,864","true","null","",""
"","html-button-response","51","549777","0.0-16.0-8.0-0.0","1532118299252","16-224","18-16","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","52","569393","0.0-16.0-9.0","1532118299252","16-224","18-16","3761,3652,6416","","","","[645,731,230,582]","[463,658,224,336],[511,740,217,616],[645,737,223,585]","[649,234],[729,580]","[638,371]","true,true,true","864,864","true","null","",""
"","html-button-response","53","572395","0.0-16.0-11.0-0.0","1532118299252","16-224","18-16","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","54","578298","0.0-16.0-12.0","1532118299252","16-224","18-16","3500","","","","[328,486,446,590]","[328,498,437,573]","[332,449]","","true","864,864","true","null","",""
"","html-button-response","55","581300","0.0-16.0-14.0-0.0","1532118299252","16-224","18-16","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","check_point_button","56","588246","0.0-17.0","1532118299252","16-224","18-16","6944","","","","","","","","","","","","<p align='center' style='font-size:30px;' > COMPLETASTE TODOS LOS NIVELES  <br><br> ¡FELICITACIONES!<br><br> PRESIONA CUALQUIER TECLA PARA TERMINAR</p>","0"
