"success","trial_type","trial_index","time_elapsed","internal_node_id","start_time","id_teacher","id_learner","rt","responses","player_id","session_id","Teachers_Box","Learners_Guess","Circles","Crosses","Consistency","canvas_size","won","key_press","stimulus","button_pressed"
"","learner","14","291887","0.0-7.0-6.0","1532113565600","42-8","56-07","8079,4627","","","","[588,674,320,406]","[402,608,130,339],[582,681,315,415]","[595,326],[670,401]","","true,true","864,864","true","null","",""
"","html-button-response","15","294888","0.0-7.0-8.0-0.0","1532113565600","42-8","56-07","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","16","319546","0.0-7.0-9.0","1532113565600","42-8","56-07","10337,8283","","","","[512,598,152,586]","[504,674,144,293],[491,607,143,592]","[518,159],[593,581]","","true,true","864,864","true","null","",""
"","html-button-response","17","322549","0.0-7.0-11.0-0.0","1532113565600","42-8","56-07","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","18","337737","0.0-7.0-12.0","1532113565600","42-8","56-07","4479,5249","","","","[334,653,161,537]","[83,350,48,178],[324,660,158,541]","[341,166],[649,531]","","true,true","864,864","true","null","",""
"","html-button-response","19","340737","0.0-7.0-14.0-0.0","1532113565600","42-8","56-07","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","check_point_button","20","346836","0.0-8.0","1532113565600","42-8","56-07","6097","","","","","","","","","","","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINARON EL NIVEL </font></p>","0"
"","waiting-room","21","347364","0.0-9.0","1532113565600","42-8","56-07","","","0","f58f6a30-08a2-4dee-8446-0b4c7c47bda1","","","","","","","","","",""
"","learner","22","365185","0.0-10.0-0.0","1532113565600","42-8","56-07","8062,5278","","","","[511,597,369,696]","[363,535,58,388],[505,610,361,707]","[519,374],[595,693]","","true,true","864,864","true","null","",""
"","html-button-response","23","368187","0.0-10.0-2.0-0.0","1532113565600","42-8","56-07","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","24","384216","0.0-10.0-3.0","1532113565600","42-8","56-07","7053,4912","","","","[232,318,538,760]","[228,661,532,808],[221,330,528,770]","[238,543],[315,758]","","true,true","864,864","true","null","",""
"","html-button-response","25","387215","0.0-10.0-5.0-0.0","1532113565600","42-8","56-07","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","26","401394","0.0-10.0-6.0","1532113565600","42-8","56-07","5297,3826","","","","[121,273,451,621]","[116,453,52,465],[110,289,448,636]","[127,456],[271,619]","","true,true","864,864","true","null","",""
"","html-button-response","27","404396","0.0-10.0-8.0-0.0","1532113565600","42-8","56-07","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","28","416827","0.0-10.0-9.0","1532113565600","42-8","56-07","4030,4031","","","","[232,318,502,588]","[230,445,502,719],[223,330,496,601]","[239,508],[316,584]","","true,true","864,864","true","null","",""
"","html-button-response","29","419827","0.0-10.0-11.0-0.0","1532113565600","42-8","56-07","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","30","434074","0.0-10.0-12.0","1532113565600","42-8","56-07","3880,5777","","","","[561,647,241,558]","[553,703,238,531],[541,653,233,571]","[567,246],[644,555]","","true,true","864,864","true","null","",""
"","html-button-response","31","437077","0.0-10.0-14.0-0.0","1532113565600","42-8","56-07","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","check_point_button","32","441480","0.0-11.0","1532113565600","42-8","56-07","4401","","","","","","","","","","","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINARON EL NIVEL </font></p>","0"
"","waiting-room","33","442028","0.0-12.0","1532113565600","42-8","56-07","","","0","1674f55d-8d2e-41b8-a262-7c7a43fa7deb","","","","","","","","","",""
"","learner","34","456852","0.0-13.0-0.0","1532113565600","42-8","56-07","4809,4288","","","","[296,597,361,773]","[225,321,361,614],[291,610,349,781]","[302,367],[594,769]","","true,true","864,864","true","null","",""
"","html-button-response","35","459856","0.0-13.0-2.0-0.0","1532113565600","42-8","56-07","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","36","475455","0.0-13.0-3.0","1532113565600","42-8","56-07","5744,5173","","","","[379,465,95,406]","[373,584,90,439],[367,473,81,419]","[384,100],[463,404]","","true,true","864,864","true","null","",""
"","html-button-response","37","478457","0.0-13.0-5.0-0.0","1532113565600","42-8","56-07","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","38","495450","0.0-13.0-6.0","1532113565600","42-8","56-07","5805,5634","","","","[255,744,231,373]","[248,379,225,491],[241,765,218,381]","[261,237],[741,368]","","true,true","864,864","true","null","",""
"","html-button-response","39","498453","0.0-13.0-8.0-0.0","1532113565600","42-8","56-07","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","40","514760","0.0-13.0-9.0","1532113565600","42-8","56-07","4385,7088","","","","[243,415,123,529]","[234,397,118,465],[228,426,113,537]","[251,131],[413,523]","","true,true","864,864","true","null","",""
"","html-button-response","41","517761","0.0-13.0-11.0-0.0","1532113565600","42-8","56-07","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","42","536662","0.0-13.0-12.0","1532113565600","42-8","56-07","7860,6497","","","","[92,674,537,623]","[91,550,531,674],[77,680,522,630]","[101,543],[669,617]","","true,true","864,864","true","null","",""
"","html-button-response","43","539665","0.0-13.0-14.0-0.0","1532113565600","42-8","56-07","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","check_point_button","44","542294","0.0-14.0","1532113565600","42-8","56-07","2628","","","","","","","","","","","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINARON EL NIVEL </font></p>","0"
"","waiting-room","45","542837","0.0-15.0","1532113565600","42-8","56-07","","","0","8d9667d8-f43f-45b8-a34b-34e1003bc9ce","","","","","","","","","",""
"","learner","46","561418","0.0-16.0-0.0","1532113565600","42-8","56-07","7692,6135","","","","[667,753,404,599]","[662,794,402,741],[652,768,396,620]","[675,412],[750,595]","","true,true","864,864","true","null","",""
"","html-button-response","47","564420","0.0-16.0-2.0-0.0","1532113565600","42-8","56-07","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","48","581207","0.0-16.0-3.0","1532113565600","42-8","56-07","5880,5824","","","","[222,526,241,721]","[213,651,239,451],[215,534,226,733]","[229,250],[522,713]","","true,true","864,864","true","null","",""
"","html-button-response","49","584212","0.0-16.0-5.0-0.0","1532113565600","42-8","56-07","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","50","599188","0.0-16.0-6.0","1532113565600","42-8","56-07","4531,5359","","","","[140,596,238,754]","[135,241,231,479],[122,603,227,759]","[147,244],[589,749]","","true,true","864,864","true","null","",""
"","html-button-response","51","602189","0.0-16.0-8.0-0.0","1532113565600","42-8","56-07","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","52","620003","0.0-16.0-9.0","1532113565600","42-8","56-07","8265,4064","","","","[682,768,660,746]","[683,772,655,849],[666,780,652,758]","[690,670],[762,742]","","true,true","864,864","true","null","",""
"","html-button-response","53","623005","0.0-16.0-11.0-0.0","1532113565600","42-8","56-07","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","54","637349","0.0-16.0-12.0","1532113565600","42-8","56-07","3431,5389","","","","[179,718,585,672]","[176,762,580,790],[163,722,569,679]","[188,592],[712,667]","","true,true","864,864","true","null","",""
"","html-button-response","55","640351","0.0-16.0-14.0-0.0","1532113565600","42-8","56-07","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","check_point_button","56","644323","0.0-17.0","1532113565600","42-8","56-07","3971","","","","","","","","","","","","<p align='center' style='font-size:30px;' > COMPLETASTE TODOS LOS NIVELES  <br><br> ¡FELICITACIONES!<br><br> PRESIONA CUALQUIER TECLA PARA TERMINAR</p>","0"
