"success","trial_type","trial_index","time_elapsed","internal_node_id","start_time","id_teacher","id_learner","rt","responses","player_id","session_id","Teachers_Box","Learners_Guess","Circles","Crosses","Consistency","canvas_size","won","key_press","stimulus","button_pressed"
"true","fullscreen","0","27109","0.0-0.0","1532112660416","10-210","9-213","","","","","","","","","","","","","",""
"","survey-text","1","41778","0.0-1.0","1532112660416","10-210","9-213","14667","{""Q0"":""9-213"",""Q1"":""10-210""}","","","","","","","","","","","",""
"","waiting-room","2","115162","0.0-2.0","1532112660416","10-210","9-213","","","0","c03b9395-eff8-4629-ba9e-fa2f84e39062","","","","","","","","","",""
"","learner","3","292703","0.0-3.0-0.0","1532112660416","10-210","9-213","25900,39830,22965,23897,10296","","","","[642,728,307,393]","[569,821,302,416],[571,816,313,416],[616,785,321,413],[639,805,314,408],[642,725,319,398]","[685,351]","[760,294],[674,431],[612,344],[771,352]","true,true,true,true,true","864,864","true","null","",""
"","html-button-response","4","295707","0.0-3.0-2.0-0.0","1532112660416","10-210","9-213","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","5","396182","0.0-3.0-3.0","1532112660416","10-210","9-213","11062,11639,20011,17144,12287","","","","[140,294,455,577]","[244,381,444,545],[150,350,448,552],[189,344,448,540],[120,350,445,549],[117,300,448,527]","[291,460],[223,459],[145,458]","[310,560],[305,461]","true,true,true,true,true","864,864","true","null","",""
"","html-button-response","6","399185","0.0-3.0-5.0-0.0","1532112660416","10-210","9-213","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","check_point_button","7","452024","0.0-4.0","1532112660416","10-210","9-213","52837","","","","","","","","","","","","<p><font size='25px'>ENTONCES, ¿QUÉ TENÉS QUE HACER? </font></p>","0"
"","html-button-response","8","491948","0.0-5.0","1532112660416","10-210","9-213","39923","","","","","","","","","","","","<p align='center' style='font-size:25px;' > EL JUEGO TIENE 4 NIVELES <br> ¿LISTX PARA EMPEZAR? </p>","0"
"","waiting-room","9","492478","0.0-6.0","1532112660416","10-210","9-213","","","0","2c4085a2-78a1-4730-89fe-7e2687fd6b71","","","","","","","","","",""
"","learner","10","611295","0.0-7.0-0.0","1532112660416","10-210","9-213","7760,7186,13599,9400,14640,14609,16335","","","","[143,334,158,554]","[276,477,331,438],[195,407,208,321],[149,275,250,441],[176,294,259,460],[180,297,351,555],[172,302,159,555],[173,334,159,554]","[238,550],[240,163],[331,360]","[239,153],[339,360],[237,559],[139,363]","true,true,true,true,true,true,true","864,864","true","null","",""
"","html-button-response","11","614299","0.0-7.0-2.0-0.0","1532112660416","10-210","9-213","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","12","697572","0.0-7.0-3.0","1532112660416","10-210","9-213","6088,8322,9272,39244","","","","[304,560,114,200]","[252,389,78,191],[246,632,86,273],[256,617,48,203],[297,560,114,202]","[311,119],[557,197]","[431,210],[430,113]","true,true,true,true","864,864","true","null","",""
"","html-button-response","13","700574","0.0-7.0-5.0-0.0","1532112660416","10-210","9-213","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","14","866071","0.0-7.0-6.0","1532112660416","10-210","9-213","6132,27141,12618,31018,15307,12538,18371","","","","[267,700,216,687]","[398,628,304,376],[307,700,226,616],[212,754,264,581],[261,654,341,623],[269,671,308,626],[271,702,308,618],[271,701,217,647]","[272,468],[698,453],[478,221]","[476,214],[487,691],[704,454],[264,466]","true,true,true,true,true,true,true","864,864","true","null","",""
"","html-button-response","15","869074","0.0-7.0-8.0-0.0","1532112660416","10-210","9-213","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","16","947076","0.0-7.0-9.0","1532112660416","10-210","9-213","6522,18310,8387,24441","","","","[661,747,622,732]","[603,816,582,751],[570,827,540,748],[651,789,626,733],[663,751,625,737]","[667,628],[745,730]","[660,618],[756,730]","true,true,true,true","864,864","true","null","",""
"","html-button-response","17","950078","0.0-7.0-11.0-0.0","1532112660416","10-210","9-213","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","18","1068051","0.0-7.0-12.0","1532112660416","10-210","9-213","6819,9764,15083,9753,15325,18019","","","","[182,563,372,735]","[438,638,376,539],[385,562,363,468],[358,522,394,737],[215,542,426,749],[252,498,379,735],[184,563,385,739]","[365,730],[377,388],[187,528]","[379,366],[569,464],[180,516]","true,true,true,true,true,true","864,864","true","null","",""
"","html-button-response","19","1071054","0.0-7.0-14.0-0.0","1532112660416","10-210","9-213","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","check_point_button","20","1098158","0.0-8.0","1532112660416","10-210","9-213","27102","","","","","","","","","","","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINARON EL NIVEL </font></p>","0"
"","waiting-room","21","1098686","0.0-9.0","1532112660416","10-210","9-213","","","0","c0214df3-1e82-4c31-8ab9-0415befd5357","","","","","","","","","",""
"","learner","22","1148566","0.0-10.0-0.0","1532112660416","10-210","9-213","28235,9420","","","","[433,540,478,655]","[204,448,242,488],[434,542,479,659]","[439,483],[538,654]","","true,true","864,864","true","null","",""
"","html-button-response","23","1151568","0.0-10.0-2.0-0.0","1532112660416","10-210","9-213","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","24","1198890","0.0-10.0-3.0","1532112660416","10-210","9-213","5794,12474,16321","","","","[93,179,384,621]","[95,441,380,534],[94,231,385,624],[95,181,382,624]","[98,388],[177,619]","[185,500]","true,true,true","864,864","true","null","",""
"","html-button-response","25","1201892","0.0-10.0-5.0-0.0","1532112660416","10-210","9-213","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","26","1216462","0.0-10.0-6.0","1532112660416","10-210","9-213","11252","","","","[427,551,530,710]","[429,560,528,703]","[433,534]","","true","864,864","true","null","",""
"","html-button-response","27","1219465","0.0-10.0-8.0-0.0","1532112660416","10-210","9-213","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","28","1255268","0.0-10.0-9.0","1532112660416","10-210","9-213","8163,19899","","","","[644,730,191,398]","[510,654,191,350],[646,732,192,398]","[650,197],[727,395]","","true,true","864,864","true","null","",""
"","html-button-response","29","1258270","0.0-10.0-11.0-0.0","1532112660416","10-210","9-213","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","30","1286717","0.0-10.0-12.0","1532112660416","10-210","9-213","5448,15876","","","","[682,768,259,576]","[519,690,261,464],[683,770,260,577]","[687,264],[766,574]","","true,true","864,864","true","null","",""
"","html-button-response","31","1289719","0.0-10.0-14.0-0.0","1532112660416","10-210","9-213","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","check_point_button","32","1307547","0.0-11.0","1532112660416","10-210","9-213","17827","","","","","","","","","","","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINARON EL NIVEL </font></p>","0"
"","waiting-room","33","1308088","0.0-12.0","1532112660416","10-210","9-213","","","0","25057a69-0152-41ad-a720-7b8ca0f1ddeb","","","","","","","","","",""
"","learner","34","1333550","0.0-13.0-0.0","1532112660416","10-210","9-213","9072,10204","","","","[379,700,252,371]","[381,589,253,485],[381,703,254,376]","[385,257],[698,370]","","true,true","864,864","true","null","",""
"","html-button-response","35","1336552","0.0-13.0-2.0-0.0","1532112660416","10-210","9-213","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","36","1376236","0.0-13.0-3.0","1532112660416","10-210","9-213","10516,7916,12527","","","","[118,572,237,323]","[120,452,237,366],[120,574,239,370],[121,572,237,324]","[123,242],[568,321]","[362,328]","true,true,true","864,864","true","null","",""
"","html-button-response","37","1379237","0.0-13.0-5.0-0.0","1532112660416","10-210","9-213","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","38","1400211","0.0-13.0-6.0","1532112660416","10-210","9-213","8726,5697","","","","[93,493,353,439]","[95,389,354,468],[96,494,356,444]","[99,359],[489,438]","","true,true","864,864","true","null","",""
"","html-button-response","39","1403213","0.0-13.0-8.0-0.0","1532112660416","10-210","9-213","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","40","1426616","0.0-13.0-9.0","1532112660416","10-210","9-213","7707,7405","","","","[406,493,415,727]","[408,516,415,606],[407,495,414,732]","[412,420],[490,726]","","true,true","864,864","true","null","",""
"","html-button-response","41","1429618","0.0-13.0-11.0-0.0","1532112660416","10-210","9-213","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","42","1452636","0.0-13.0-12.0","1532112660416","10-210","9-213","10072,6940","","","","[471,775,680,766]","[369,483,381,692],[471,777,681,770]","[476,686],[773,765]","","true,true","864,864","true","null","",""
"","html-button-response","43","1455638","0.0-13.0-14.0-0.0","1532112660416","10-210","9-213","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","check_point_button","44","1544697","0.0-14.0","1532112660416","10-210","9-213","89057","","","","","","","","","","","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINARON EL NIVEL </font></p>","1"
