"success","trial_type","trial_index","time_elapsed","internal_node_id","start_time","id_teacher","id_learner","rt","responses","player_id","session_id","Teachers_Box","Learners_Guess","Circles","Crosses","Consistency","canvas_size","won","key_press","stimulus","button_pressed"
"true","fullscreen","0","21007","0.0-0.0","1532118985903","10-242","10-234","","","","","","","","","","","","","",""
"","survey-text","1","55623","0.0-1.0","1532118985903","10-242","10-234","34614","{""Q0"":""10-234"",""Q1"":""10-242""}","","","","","","","","","","","",""
"","waiting-room","2","154716","0.0-2.0","1532118985903","10-242","10-234","","","0","5a93df6f-622c-4599-8f7d-157dee06ae8d","","","","","","","","","",""
"","learner","3","293299","0.0-3.0-0.0","1532118985903","10-242","10-234","10504,19914,8604,8963,12321,8957,7594","","","","[459,545,652,738]","[313,532,576,724],[300,545,653,767],[462,628,612,763],[455,585,621,730],[444,595,651,749],[357,542,648,743],[461,536,644,744]","[502,698]","[445,639],[448,752],[549,754],[558,644],[554,698],[446,697]","true,true,true,true,true,true,true","864,864","true","null","",""
"","html-button-response","4","296302","0.0-3.0-2.0-0.0","1532118985903","10-242","10-234","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","5","342663","0.0-3.0-3.0","1532118985903","10-242","10-234","5228,7734","","","","[675,761,646,761]","[626,759,643,759],[674,794,645,802]","[715,707]","[647,705]","true,true","864,864","true","null","",""
"","html-button-response","6","345664","0.0-3.0-5.0-0.0","1532118985903","10-242","10-234","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","check_point_button","7","408300","0.0-4.0","1532118985903","10-242","10-234","62633","","","","","","","","","","","","<p><font size='25px'>ENTONCES, ¿QUÉ TENÉS QUE HACER? </font></p>","0"
"","html-button-response","8","411748","0.0-5.0","1532118985903","10-242","10-234","3447","","","","","","","","","","","","<p align='center' style='font-size:25px;' > EL JUEGO TIENE 4 NIVELES <br> ¿LISTX PARA EMPEZAR? </p>","0"
"","waiting-room","9","420259","0.0-6.0","1532118985903","10-242","10-234","","","0","14d68ae6-d04a-445c-a6fd-29f07c08f2f5","","","","","","","","","",""
"","learner","10","534874","0.0-7.0-0.0","1532118985903","10-242","10-234","6628,5877,7150,6198,9981,6381,6365,5858","","","","[600,695,525,611]","[616,696,495,651],[417,670,509,591],[595,678,410,714],[563,761,407,738],[580,767,506,686],[558,738,519,643],[579,719,533,617],[560,721,508,623]","[645,567],[608,568],[688,581],[648,530]","[534,554],[680,483],[730,653],[654,628]","true,true,true,true,true,true,true,true","864,864","false","null","",""
"","html-button-response","11","537876","0.0-7.0-1.0-0.0","1532118985903","10-242","10-234","null","","","","","","","","","","","","SE ACABARON LAS PISTAS. PASEMOS A LA SIGUIENTE CAJA.","null"
"","learner","12","651589","0.0-7.0-3.0","1532118985903","10-242","10-234","5486,5236,7695,21505,5263,5439,10005","","","","[463,675,682,768]","[517,645,712,784],[396,661,673,778],[360,715,570,835],[471,726,634,792],[465,740,695,796],[436,719,694,759],[454,675,666,744]","[569,728],[504,727],[667,727],[569,687]","[435,635],[686,675],[699,778]","true,true,true,true,true,true,true","864,864","true","null","",""
"","html-button-response","13","654592","0.0-7.0-5.0-0.0","1532118985903","10-242","10-234","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","14","712762","0.0-7.0-6.0","1532118985903","10-242","10-234","5423,5846,4423,6588,6777","","","","[443,691,219,327]","[496,616,218,582],[368,671,224,294],[303,724,233,356],[401,759,267,368],[430,706,242,326]","[565,279],[474,280],[681,312]","[380,320],[557,334]","true,true,true,true,true","864,864","true","null","",""
"","html-button-response","15","715767","0.0-7.0-8.0-0.0","1532118985903","10-242","10-234","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","16","778794","0.0-7.0-9.0","1532118985903","10-242","10-234","3952,5216,8068,5552,10602","","","","[463,591,91,384]","[425,440,618,685],[387,549,277,385],[452,666,299,379],[502,583,148,382],[482,591,123,385]","[532,372],[539,251],[540,146]","[531,390],[437,322]","true,true,true,true,true","864,864","true","null","",""
"","html-button-response","17","781796","0.0-7.0-11.0-0.0","1532118985903","10-242","10-234","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","18","959465","0.0-7.0-12.0","1532118985903","10-242","10-234","5960,9601,11161,5259,18769,24389,26543,12640","","","","[489,575,288,584]","[502,618,363,648],[496,639,150,519],[478,630,162,672],[495,608,216,572],[442,600,270,577],[488,623,276,575],[488,624,245,588],[490,578,305,588]","[532,427],[520,321],[533,553],[493,464],[535,582]","[528,589],[485,466],[580,286]","true,true,true,true,true,true,true,true","864,864","true","null","",""
"","html-button-response","19","962471","0.0-7.0-14.0-0.0","1532118985903","10-242","10-234","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","check_point_button","20","973025","0.0-8.0","1532118985903","10-242","10-234","10554","","","","","","","","","","","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINARON EL NIVEL </font></p>","0"
