"success","trial_type","trial_index","time_elapsed","internal_node_id","start_time","id_teacher","id_learner","rt","responses","player_id","session_id","Teachers_Box","Learners_Guess","Circles","Crosses","Consistency","canvas_size","won","key_press","stimulus","button_pressed"
"","waiting-room","21","973597","0.0-9.0","1532118985903","10-242","10-234","","","0","38c0c424-f6bc-4dc4-973a-5542d3c30b67","","","","","","","","","",""
"","learner","22","1028634","0.0-10.0-0.0","1532118985903","10-242","10-234","5827,4611,5546,5592,11027","","","","[280,633,156,456]","[409,504,215,394],[248,568,101,421],[184,756,72,431],[174,752,86,521],[274,642,142,464]","[452,303],[285,159],[628,162],[629,452],[286,453]","","true,true,true,true,true","864,864","true","null","",""
"","html-button-response","23","1031637","0.0-10.0-2.0-0.0","1532118985903","10-242","10-234","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","24","1064954","0.0-10.0-3.0","1532118985903","10-242","10-234","5148,6426,7930","","","","[215,503,400,592]","[217,399,274,409],[211,539,176,430],[202,529,394,602]","[219,403],[500,404],[500,588]","","true,true,true","864,864","true","null","",""
"","html-button-response","25","1067955","0.0-10.0-5.0-0.0","1532118985903","10-242","10-234","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","26","1076529","0.0-10.0-6.0","1532118985903","10-242","10-234","5665","","","","[301,486,253,538]","[292,517,242,498]","[307,256]","","true","864,864","true","null","",""
"","html-button-response","27","1079532","0.0-10.0-8.0-0.0","1532118985903","10-242","10-234","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","28","1126718","0.0-10.0-9.0","1532118985903","10-242","10-234","4180,5283,7467,14578","","","","[179,756,346,432]","[139,375,292,602],[53,780,171,380],[98,786,171,514],[181,763,340,434]","[181,350],[754,352],[753,431],[183,425]","","true,true,true,true","864,864","true","null","",""
"","html-button-response","29","1129720","0.0-10.0-11.0-0.0","1532118985903","10-242","10-234","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","30","1162226","0.0-10.0-12.0","1532118985903","10-242","10-234","4546,8141,5636","","","","[222,563,575,661]","[223,414,375,587],[220,565,395,586],[217,564,573,663]","[227,580],[560,581],[559,656]","","true,true,true","864,864","true","null","",""
"","html-button-response","31","1165228","0.0-10.0-14.0-0.0","1532118985903","10-242","10-234","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","check_point_button","32","1167170","0.0-11.0","1532118985903","10-242","10-234","1942","","","","","","","","","","","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINARON EL NIVEL </font></p>","0"
"","waiting-room","33","1167695","0.0-12.0","1532118985903","10-242","10-234","","","0","ef176129-3443-46ce-a29c-d072386cf7bb","","","","","","","","","",""
"","learner","34","1211881","0.0-13.0-0.0","1532118985903","10-242","10-234","10707,9971,5958","","","","[414,564,678,764]","[279,673,669,710],[395,581,676,817],[412,576,683,765]","[420,684],[560,685],[418,763]","","true,true,true","864,864","true","null","",""
"","html-button-response","35","1214883","0.0-13.0-2.0-0.0","1532118985903","10-242","10-234","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","36","1250449","0.0-13.0-3.0","1532118985903","10-242","10-234","4933,7085,5421","","","","[375,461,358,496]","[371,667,229,367],[370,463,267,364],[369,461,357,500]","[379,361],[458,361],[380,493]","","true,true,true","864,864","true","null","",""
"","html-button-response","37","1253451","0.0-13.0-5.0-0.0","1532118985903","10-242","10-234","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","38","1282909","0.0-13.0-6.0","1532118985903","10-242","10-234","4509,8651,7117","","","","[566,652,226,353]","[398,579,226,423],[554,658,228,409],[565,655,225,356]","[570,230],[650,231],[572,350]","","true,true,true","864,864","true","null","",""
"","html-button-response","39","1285910","0.0-13.0-8.0-0.0","1532118985903","10-242","10-234","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","40","1334770","0.0-13.0-9.0","1532118985903","10-242","10-234","5461,7510,13574","","","","[260,513,402,525]","[257,414,208,409],[255,517,270,411],[261,521,398,534]","[264,406],[511,407],[265,522]","","true,true,true","864,864","true","null","",""
"","html-button-response","41","1337772","0.0-13.0-11.0-0.0","1532118985903","10-242","10-234","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","42","1398152","0.0-13.0-12.0","1532118985903","10-242","10-234","6886,12300,6713,6190","","","","[569,737,427,683]","[195,582,244,436],[568,737,176,430],[561,739,433,686],[572,739,425,694]","[573,431],[734,431],[734,682],[575,681]","","true,false,false,true","864,864","true","null","",""
"","html-button-response","43","1401154","0.0-13.0-14.0-0.0","1532118985903","10-242","10-234","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","check_point_button","44","1404794","0.0-14.0","1532118985903","10-242","10-234","3638","","","","","","","","","","","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINARON EL NIVEL </font></p>","0"
"","waiting-room","45","1405324","0.0-15.0","1532118985903","10-242","10-234","","","0","fbb2b005-01e5-41f1-9eea-522fb792e90f","","","","","","","","","",""
"","learner","46","1453244","0.0-16.0-0.0","1532118985903","10-242","10-234","8788,8471,4916","","","","[139,225,664,750]","[132,451,617,674],[133,233,437,673],[137,232,667,752]","[143,668],[223,668],[144,748]","","true,true,true","864,864","true","null","",""
"","html-button-response","47","1456245","0.0-16.0-2.0-0.0","1532118985903","10-242","10-234","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","48","1498062","0.0-16.0-3.0","1532118985903","10-242","10-234","6975,8692,6682","","","","[400,770,281,619]","[393,594,280,420],[391,775,283,500],[393,777,272,627]","[403,284],[768,284],[768,618]","","true,true,true","864,864","true","null","",""
"","html-button-response","49","1501063","0.0-16.0-5.0-0.0","1532118985903","10-242","10-234","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","50","1553155","0.0-16.0-6.0","1532118985903","10-242","10-234","3783,10192,8145","","","","[524,735,662,748]","[575,576,494,495],[522,738,508,673],[523,740,658,753]","[528,665],[732,666],[528,745]","","false,true,true","864,864","true","null","",""
"","html-button-response","51","1556157","0.0-16.0-8.0-0.0","1532118985903","10-242","10-234","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","52","1595310","0.0-16.0-9.0","1532118985903","10-242","10-234","7912,6937,9231","","","","[627,767,472,708]","[223,636,118,485],[625,772,323,482],[625,772,474,710]","[631,476],[765,477],[764,705]","","true,true,true","864,864","true","null","",""
"","html-button-response","53","1598312","0.0-16.0-11.0-0.0","1532118985903","10-242","10-234","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","54","1643180","0.0-16.0-12.0","1532118985903","10-242","10-234","5274,7920,9176","","","","[104,309,476,562]","[108,240,471,728],[104,314,477,726],[103,322,472,565]","[108,480],[307,481],[109,558]","","true,true,true","864,864","true","null","",""
"","html-button-response","55","1646182","0.0-16.0-14.0-0.0","1532118985903","10-242","10-234","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","check_point_button","56","1695336","0.0-17.0","1532118985903","10-242","10-234","49153","","","","","","","","","","","","<p align='center' style='font-size:30px;' > COMPLETASTE TODOS LOS NIVELES  <br><br> ¡FELICITACIONES!<br><br> PRESIONA CUALQUIER TECLA PARA TERMINAR</p>","0"
