"success","trial_type","trial_index","time_elapsed","internal_node_id","start_time","id_teacher","id_learner","rt","responses","player_id","session_id","Teachers_Box","Learners_Guess","Circles","Crosses","Consistency","canvas_size","won","key_press","stimulus","button_pressed"
"true","fullscreen","0","15191","0.0-0.0","1532111670274","38-5","50-3","","","","","","","","","","","","","",""
"","survey-text","1","59118","0.0-1.0","1532111670274","38-5","50-3","43924","{""Q0"":""50-3"",""Q1"":""38-5""}","","","","","","","","","","","",""
"","waiting-room","2","268107","0.0-2.0","1532111670274","38-5","50-3","","","0","0e8b197c-cc56-4aab-b192-f47567945dc7","","","","","","","","","",""
"","learner","3","362186","0.0-3.0-0.0","1532111670274","38-5","50-3","18274,12862,27890","","","","[393,479,655,741]","[39,291,23,311],[286,605,601,790],[382,494,623,718]","[435,692],[475,669]","[483,483]","true,true,true","864,864","true","null","",""
"","html-button-response","4","365188","0.0-3.0-2.0-0.0","1532111670274","38-5","50-3","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","5","441455","0.0-3.0-3.0","1532111670274","38-5","50-3","7436,10614,9219,13418,15429","","","","[436,637,214,597]","[199,574,84,328],[396,541,529,604],[332,544,215,600],[514,640,213,603],[447,639,214,597]","[525,587],[533,230],[628,424]","[522,621],[421,417]","true,true,true,true,true","864,864","true","null","",""
"","html-button-response","6","444456","0.0-3.0-5.0-0.0","1532111670274","38-5","50-3","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","check_point_button","7","494718","0.0-4.0","1532111670274","38-5","50-3","50260","","","","","","","","","","","","<p><font size='25px'>ENTONCES, ¿QUÉ TENÉS QUE HACER? </font></p>","0"
"","html-button-response","8","499559","0.0-5.0","1532111670274","38-5","50-3","4839","","","","","","","","","","","","<p align='center' style='font-size:25px;' > EL JUEGO TIENE 4 NIVELES <br> ¿LISTX PARA EMPEZAR? </p>","0"
"","waiting-room","9","500156","0.0-6.0","1532111670274","38-5","50-3","","","0","70c6c224-2e67-448c-8d6b-53dea0ccda80","","","","","","","","","",""
