"success","trial_type","trial_index","time_elapsed","internal_node_id","start_time","id_teacher","id_learner","rt","responses","player_id","session_id","Teachers_Box","Learners_Guess","Circles","Crosses","Consistency","canvas_size","won","key_press","stimulus","button_pressed"
"true","fullscreen","0","42561","0.0-0.0","1532115494299","6-217","11-218","","","","","","","","","","","","","",""
"","survey-text","1","53863","0.0-1.0","1532115494299","6-217","11-218","11300","{""Q0"":""11-218"",""Q1"":""6-217""}","","","","","","","","","","","",""
"","waiting-room","2","132321","0.0-2.0","1532115494299","6-217","11-218","","","0","e3dae0d8-d4b4-4e5e-856f-16dc2882e46e","","","","","","","","","",""
"","learner","3","307359","0.0-3.0-0.0","1532115494299","6-217","11-218","23416,10729,19358,14222,11002,7074,11214","","","","[275,378,533,701]","[271,575,449,632],[323,552,648,768],[231,457,518,626],[232,444,517,625],[179,357,513,611],[191,381,546,681],[282,400,540,675]","[305,562],[320,656],[355,561]","[143,723],[470,491],[408,679],[459,577]","true,true,true,true,true,true,true","864,864","true","null","",""
"","html-button-response","4","310362","0.0-3.0-2.0-0.0","1532115494299","6-217","11-218","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","5","328511","0.0-3.0-3.0","1532115494299","6-217","11-218","10013","","","","[232,461,604,724]","[245,450,612,689]","[332,661]","","true","864,864","true","null","",""
"","html-button-response","6","331512","0.0-3.0-5.0-0.0","1532115494299","6-217","11-218","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","check_point_button","7","372039","0.0-4.0","1532115494299","6-217","11-218","40525","","","","","","","","","","","","<p><font size='25px'>ENTONCES, ¿QUÉ TENÉS QUE HACER? </font></p>","0"
"","html-button-response","8","382367","0.0-5.0","1532115494299","6-217","11-218","10327","","","","","","","","","","","","<p align='center' style='font-size:25px;' > EL JUEGO TIENE 4 NIVELES <br> ¿LISTX PARA EMPEZAR? </p>","0"
"","waiting-room","9","385671","0.0-6.0","1532115494299","6-217","11-218","","","0","7d250df1-ef35-40fc-b543-c24f1573d720","","","","","","","","","",""
"","learner","10","474362","0.0-7.0-0.0","1532115494299","6-217","11-218","4387,6323,7685,8317,6245,8241,4340,6937","","","","[95,311,443,771]","[146,283,526,599],[147,264,562,697],[154,310,544,687],[142,247,555,695],[152,323,537,680],[139,248,526,707],[174,276,449,685],[109,277,451,684]","[222,571],[197,670],[230,474],[123,647]","[363,559],[63,563],[218,391],[199,799]","true,true,true,true,true,true,true,true","864,864","false","null","",""
"","html-button-response","11","477364","0.0-7.0-1.0-0.0","1532115494299","6-217","11-218","null","","","","","","","","","","","","SE ACABARON LAS PISTAS. PASEMOS A LA SIGUIENTE CAJA.","null"
"","learner","12","524428","0.0-7.0-3.0","1532115494299","6-217","11-218","6475,4218,3810,6579,6492","","","","[294,729,467,553]","[557,712,377,565],[456,507,413,564],[329,556,481,562],[327,628,473,583],[321,741,474,580]","[484,512],[343,522],[589,511],[675,502]","[447,411]","true,true,true,true,true","864,864","true","null","",""
"","html-button-response","13","527430","0.0-7.0-5.0-0.0","1532115494299","6-217","11-218","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","14","553724","0.0-7.0-6.0","1532115494299","6-217","11-218","4531,10928","","","","[661,777,91,293]","[663,840,57,272],[672,754,93,292]","[722,134],[711,248]","","true,true","864,864","true","null","",""
"","html-button-response","15","556725","0.0-7.0-8.0-0.0","1532115494299","6-217","11-218","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","16","596901","0.0-7.0-9.0","1532115494299","6-217","11-218","4149,5336,4253,10962","","","","[493,579,505,730]","[435,760,490,645],[439,773,507,734],[441,628,517,732],[525,574,525,729]","[546,563],[543,669],[534,712],[550,532]","","true,true,true,true","864,864","true","null","",""
"","html-button-response","17","599902","0.0-7.0-11.0-0.0","1532115494299","6-217","11-218","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","18","652709","0.0-7.0-12.0","1532115494299","6-217","11-218","3606,3202,3679,7906,6656,4997","","","","[493,602,482,568]","[248,328,404,533],[513,562,486,591],[517,715,469,576],[488,607,461,623],[488,654,487,578],[488,602,498,568]","[535,535],[583,532],[503,529],[564,541],[546,511]","[459,519]","true,true,true,true,true,true","864,864","true","null","",""
"","html-button-response","19","655712","0.0-7.0-14.0-0.0","1532115494299","6-217","11-218","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","check_point_button","20","663548","0.0-8.0","1532115494299","6-217","11-218","7834","","","","","","","","","","","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINARON EL NIVEL </font></p>","0"
"","waiting-room","21","667356","0.0-9.0","1532115494299","6-217","11-218","","","0","9e71cfd7-b56a-40d8-a38c-f294a106deec","","","","","","","","","",""
"","learner","22","690075","0.0-10.0-0.0","1532115494299","6-217","11-218","6292,9124","","","","[479,617,155,241]","[469,658,198,315],[475,585,161,247]","[518,203],[568,186]","","true,true","864,864","true","null","",""
"","html-button-response","23","693077","0.0-10.0-2.0-0.0","1532115494299","6-217","11-218","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","24","745555","0.0-10.0-3.0","1532115494299","6-217","11-218","2629,3597,4644,4669,6016,5749,5725","","","","[271,765,435,671]","[261,438,457,568],[321,589,486,569],[314,573,497,625],[323,655,508,674],[322,655,453,648],[273,662,448,683],[276,787,452,652]","[350,523],[537,532],[407,616],[609,608],[492,476],[301,528],[727,545]","","true,true,true,true,true,true,true","864,864","true","null","",""
"","html-button-response","25","748558","0.0-10.0-5.0-0.0","1532115494299","6-217","11-218","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","26","764365","0.0-10.0-6.0","1532115494299","6-217","11-218","5214,3821","","","","[126,351,300,386]","[103,465,279,416],[114,323,283,383]","[179,333],[262,337]","","true,true","864,864","true","null","",""
"","html-button-response","27","767366","0.0-10.0-8.0-0.0","1532115494299","6-217","11-218","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","28","802397","0.0-10.0-9.0","1532115494299","6-217","11-218","2796,4267,8760,5654","","","","[383,707,278,561]","[327,526,283,350],[425,712,274,373],[397,659,274,541],[400,721,279,554]","[447,317],[639,322],[424,513],[685,521]","","true,true,true,true","864,864","true","null","",""
"","html-button-response","29","805399","0.0-10.0-11.0-0.0","1532115494299","6-217","11-218","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","30","833994","0.0-10.0-12.0","1532115494299","6-217","11-218","4135,5150,6911","","","","[539,625,239,325]","[530,618,217,374],[574,720,214,380],[534,659,214,341]","[584,281],[605,285],[554,275]","","true,true,true","864,864","true","null","",""
"","html-button-response","31","836995","0.0-10.0-14.0-0.0","1532115494299","6-217","11-218","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","check_point_button","32","843813","0.0-11.0","1532115494299","6-217","11-218","6816","","","","","","","","","","","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINARON EL NIVEL </font></p>","0"
"","waiting-room","33","844355","0.0-12.0","1532115494299","6-217","11-218","","","0","ffaf5024-207d-491c-bae8-547a039ac871","","","","","","","","","",""
"","learner","34","854915","0.0-13.0-0.0","1532115494299","6-217","11-218","3352,2679","","","","[598,753,467,747]","[620,752,445,569],[627,770,434,708]","[667,515],[670,662]","","true,true","864,864","true","null","",""
"","html-button-response","35","857918","0.0-13.0-2.0-0.0","1532115494299","6-217","11-218","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","36","865974","0.0-13.0-3.0","1532115494299","6-217","11-218","3979","","","","[611,697,144,230]","[601,726,135,260]","[649,179]","","true","864,864","true","null","",""
"","html-button-response","37","868974","0.0-13.0-5.0-0.0","1532115494299","6-217","11-218","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","38","899682","0.0-13.0-6.0","1532115494299","6-217","11-218","3196,3105,6877","","","","[678,764,620,706]","[655,828,590,690],[655,830,595,706],[660,769,623,719]","[720,646],[718,699],[703,668]","","true,true,true","864,864","true","null","",""
"","html-button-response","39","902684","0.0-13.0-8.0-0.0","1532115494299","6-217","11-218","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","40","932813","0.0-13.0-9.0","1532115494299","6-217","11-218","2732,4164,6573,6276","","","","[177,263,247,614]","[177,365,290,407],[181,324,310,569],[182,289,308,641],[192,310,236,630]","[227,315],[219,543],[218,608],[219,252]","","true,true,true,true","864,864","true","null","",""
"","html-button-response","41","935815","0.0-13.0-11.0-0.0","1532115494299","6-217","11-218","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","42","953822","0.0-13.0-12.0","1532115494299","6-217","11-218","3661,4281","","","","[629,715,90,176]","[605,766,77,160],[607,719,83,190]","[669,104],[681,171]","","true,true","864,864","true","null","",""
"","html-button-response","43","956823","0.0-13.0-14.0-0.0","1532115494299","6-217","11-218","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","check_point_button","44","965730","0.0-14.0","1532115494299","6-217","11-218","8907","","","","","","","","","","","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINARON EL NIVEL </font></p>","1"
