"success","trial_type","trial_index","time_elapsed","internal_node_id","start_time","id_teacher","id_learner","rt","responses","player_id","session_id","Teachers_Box","Learners_Guess","Circles","Crosses","Consistency","canvas_size","won","key_press","stimulus","button_pressed"
"true","fullscreen","0","24535","0.0-0.0","1532120585855","7-215","7-252","","","","","","","","","","","","","",""
"","survey-text","1","35714","0.0-1.0","1532120585855","7-215","7-252","11174","{""Q0"":""7-252"",""Q1"":""7-215""}","","","","","","","","","","","",""
"","waiting-room","2","118807","0.0-2.0","1532120585855","7-215","7-252","","","0","c7c279c2-50d3-487c-8444-1ec718b8848a","","","","","","","","","",""
"","learner","3","665374","0.0-3.0-0.0","1532120585855","7-215","7-252","141172,74946,39434,27231,21330,23322,34425,65582","","","","[228,697,520,732]","[352,484,483,599],[236,385,482,612],[357,576,520,694],[277,461,557,740],[254,565,559,759],[596,693,532,719],[176,691,511,789],[211,694,512,760]","[372,568],[284,696],[672,545],[600,615],[249,534],[519,720]","[788,550],[170,384]","true,true,true,true,false,false,true,true","864,864","true","null","",""
"","html-button-response","4","668376","0.0-3.0-2.0-0.0","1532120585855","7-215","7-252","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","5","937745","0.0-3.0-3.0","1532120585855","7-215","7-252","5496,7938,13570,9690,42020,17985,40156,16403","","","","[602,744,304,713]","[569,686,657,754],[598,769,534,737],[564,800,545,794],[527,854,263,787],[520,745,171,837],[526,824,111,836],[467,761,14,837],[578,784,281,806]","[630,681],[739,704],[639,315],[666,512],[677,513],[663,536],[677,541]","[242,497]","true,true,true,true,true,true,true,true","864,864","false","null","",""
"","html-button-response","6","940746","0.0-3.0-4.0-0.0","1532120585855","7-215","7-252","null","","","","","","","","","","","","SE ACABARON LAS PISTAS. PASEMOS A LA SIGUIENTE CAJA.","null"
"","check_point_button","7","1000390","0.0-4.0","1532120585855","7-215","7-252","59643","","","","","","","","","","","","<p><font size='25px'>ENTONCES, ¿QUÉ TENÉS QUE HACER? </font></p>","0"
"","html-button-response","8","1007613","0.0-5.0","1532120585855","7-215","7-252","7222","","","","","","","","","","","","<p align='center' style='font-size:25px;' > EL JUEGO TIENE 4 NIVELES <br> ¿LISTX PARA EMPEZAR? </p>","0"
"","waiting-room","9","1008156","0.0-6.0","1532120585855","7-215","7-252","","","0","ad46b1e7-7466-47ee-bfd4-24476627eaa2","","","","","","","","","",""
"","learner","10","1231021","0.0-7.0-0.0","1532120585855","7-215","7-252","7760,14131,10299,21628,28006,37564,26317,16035","","","","[445,645,456,752]","[518,685,663,828],[364,498,397,818],[376,860,287,795],[371,851,406,750],[400,801,415,819],[363,797,458,782],[425,751,459,774],[440,744,460,806]","[452,467],[640,465],[456,744],[585,587],[636,743],[639,747]","[302,476],[770,400]","true,true,true,true,true,true,true,true","864,864","false","null","",""
