"success","trial_type","trial_index","time_elapsed","internal_node_id","start_time","id_teacher","id_learner","rt","responses","player_id","session_id","Teachers_Box","Learners_Guess","Circles","Crosses","Consistency","canvas_size","won","key_press","stimulus","button_pressed"
"true","fullscreen","0","33126","0.0-0.0","1532116257987","40-10","35-11","","","","","","","","","","","","","",""
"","survey-text","1","81136","0.0-1.0","1532116257987","40-10","35-11","48007","{""Q0"":""35-11"",""Q1"":""40-10""}","","","","","","","","","","","",""
"","waiting-room","2","181843","0.0-2.0","1532116257987","40-10","35-11","","","0","ddc42ec9-9449-468b-b004-648861d00d33","","","","","","","","","",""
"","learner","3","260369","0.0-3.0-0.0","1532116257987","40-10","35-11","14285,12691,10671,6490","","","","[408,525,384,477]","[402,759,326,551],[238,541,392,604],[472,658,386,480],[386,524,388,482]","[511,400]","[515,374],[514,492],[537,429]","true,true,true,true","864,864","true","null","",""
"","html-button-response","4","263371","0.0-3.0-2.0-0.0","1532116257987","40-10","35-11","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","5","315445","0.0-3.0-3.0","1532116257987","40-10","35-11","6437,4885,3708,6093,8413","","","","[458,547,410,619]","[284,485,410,542],[452,631,311,440],[457,640,415,548],[453,551,409,527],[449,547,415,612]","[467,425]","[438,428],[465,400],[559,429],[496,630]","true,true,true,true,true","864,864","true","null","",""
"","html-button-response","6","318447","0.0-3.0-5.0-0.0","1532116257987","40-10","35-11","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","check_point_button","7","362243","0.0-4.0","1532116257987","40-10","35-11","43794","","","","","","","","","","","","<p><font size='25px'>ENTONCES, ¿QUÉ TENÉS QUE HACER? </font></p>","0"
"","html-button-response","8","368134","0.0-5.0","1532116257987","40-10","35-11","5890","","","","","","","","","","","","<p align='center' style='font-size:25px;' > EL JUEGO TIENE 4 NIVELES <br> ¿LISTX PARA EMPEZAR? </p>","0"
"","waiting-room","9","369176","0.0-6.0","1532116257987","40-10","35-11","","","0","50c3e33a-bd22-4381-bc48-b4ae60ceb88f","","","","","","","","","",""
"","learner","10","408711","0.0-7.0-0.0","1532116257987","40-10","35-11","7796,4044,6766,6074","","","","[466,591,157,454]","[392,495,73,184],[468,608,170,277],[466,589,162,247],[471,589,166,433]","[479,175]","[457,169],[599,179],[533,463]","true,true,true,true","864,864","true","null","",""
"","html-button-response","11","411713","0.0-7.0-2.0-0.0","1532116257987","40-10","35-11","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","12","447963","0.0-7.0-3.0","1532116257987","40-10","35-11","8949,4495,6276","","","","[618,704,269,722]","[610,826,275,349],[619,646,276,718],[620,698,274,722]","[626,282],[631,708]","[713,285]","true,true,true","864,864","true","null","",""
"","html-button-response","13","450964","0.0-7.0-5.0-0.0","1532116257987","40-10","35-11","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","14","483183","0.0-7.0-6.0","1532116257987","40-10","35-11","6883,3588,3289,3975","","","","[675,761,390,502]","[153,692,395,617],[673,814,391,505],[674,761,395,450],[675,760,399,496]","[682,402]","[667,401],[769,401],[717,510]","true,true,true,true","864,864","true","null","",""
"","html-button-response","15","486184","0.0-7.0-8.0-0.0","1532116257987","40-10","35-11","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","16","521891","0.0-7.0-9.0","1532116257987","40-10","35-11","4421,5780,5787,4827","","","","[491,578,649,735]","[426,509,557,671],[493,605,576,668],[493,501,525,665],[491,576,653,709]","[497,658]","[486,661],[506,643],[585,660]","true,true,true,true","864,864","true","null","",""
"","html-button-response","17","524892","0.0-7.0-11.0-0.0","1532116257987","40-10","35-11","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","18","556830","0.0-7.0-12.0","1532116257987","40-10","35-11","6003,7510,6643","","","","[230,740,104,554]","[228,293,32,125],[228,743,108,124],[228,744,111,551]","[238,114],[731,116]","[735,566]","true,true,true","864,864","true","null","",""
"","html-button-response","19","559831","0.0-7.0-14.0-0.0","1532116257987","40-10","35-11","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","check_point_button","20","563532","0.0-8.0","1532116257987","40-10","35-11","3701","","","","","","","","","","","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINARON EL NIVEL </font></p>","0"
"","waiting-room","21","564100","0.0-9.0","1532116257987","40-10","35-11","","","0","893bbc46-e3ce-44b3-b19d-3f9c2fc3e896","","","","","","","","","",""
"","learner","22","590350","0.0-10.0-0.0","1532116257987","40-10","35-11","5322,6305,5683","","","","[652,738,268,451]","[651,843,269,411],[655,738,119,291],[652,737,271,450]","[661,279]","[746,279],[733,462]","true,true,true","864,864","true","null","",""
"","html-button-response","23","593353","0.0-10.0-2.0-0.0","1532116257987","40-10","35-11","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","24","614766","0.0-10.0-3.0","1532116257987","40-10","35-11","4040,3747,4490","","","","[301,387,358,544]","[301,518,361,432],[295,389,361,460],[302,389,364,548]","[310,369]","[396,367],[382,554]","true,true,true","864,864","true","null","",""
"","html-button-response","25","617772","0.0-10.0-5.0-0.0","1532116257987","40-10","35-11","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","26","638185","0.0-10.0-6.0","1532116257987","40-10","35-11","3807,3067,4234","","","","[471,763,323,768]","[473,585,327,446],[471,762,325,438],[475,759,327,771]","[482,335]","[771,335],[759,778]","true,true,true","864,864","true","null","",""
"","html-button-response","27","641187","0.0-10.0-8.0-0.0","1532116257987","40-10","35-11","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
"","learner","28","675467","0.0-10.0-9.0","1532116257987","40-10","35-11","4504,5937,5457,4225","","","","[253,734,199,691]","[129,276,101,221],[246,275,132,220],[251,733,204,244],[256,737,206,696]","[266,213],[724,215]","[239,210],[725,705]","true,true,true,true","864,864","true","null","",""
"","html-button-response","29","678472","0.0-10.0-11.0-0.0","1532116257987","40-10","35-11","null","","","","","","","","","","","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null"
