"success","trial_type","trial_index","time_elapsed","internal_node_id","start_time","Id","rt","responses","stimulus","button_pressed","Prueba","X_left","X_right","Y_top","Y_bottom","Circles","Crosses","key_press"
"true","fullscreen","0","2467","0.0-0.0","1532722895696","13-293","","","","","","","","","","","",""
"","survey-text","1","7415","0.0-1.0","1532722895696","13-293","4945","{""Q0"":""13-293""}","","","","","","","","","",""
"","my_image_button","2","23336","0.0-2.0-0.0","1532722895696","13-293","15917","","img/caja.png","0","","","","","","","",""
"","my_image_button","3","41343","0.0-2.0-1.0","1532722895696","13-293","18005","","img/caja_con_ejemplos.png","0","","","","","","","",""
"","my_image_button","4","47423","0.0-2.0-2.0","1532722895696","13-293","6079","","","0","","","","","","","",""
"","teacher","5","89601","0.0-3.0-0.0","1532722895696","13-293","7044","","","","true","320.61","690.72","751.99","849.19","[428,795]","[407,686]","null"
"","teacher","6","97330","0.0-3.0-1.0","1532722895696","13-293","4118","","","","true","742.39","839.59","672.11","828.04","[791,764]","[685,762]","null"
"","teacher","7","111114","0.0-3.0-2.0","1532722895696","13-293","2094","","","","true","392.1","618.25","198.64","731.12","[460,477],[487,539]","","null"
"","teacher","8","115082","0.0-3.0-3.0","1532722895696","13-293","2151","","","","true","711.78","851.67","178.5","491.26","[756,403]","[651,443]","null"
"","check_point_button","9","134459","0.0-4.0","1532722895696","13-293","19375","","<p><font size='25px'>ENTONCES, ¿QUÉ TENÉS QUE HACER? </font></p>","0","","","","","","","",""
"","html-button-response","10","140246","0.0-5.0","1532722895696","13-293","5785","","<p align='center' style='font-size:25px;' > HAY 10 NIVELES <br> ¿ESTÁS LISTO/A PARA EMPEZAR? </p>","0","","","","","","","",""
"","teacher","11","146093","0.0-6.0-0.0","1532722895696","13-293","2797","","","","false","391.37","693.26","183.36","734.61","[493,560]","[213,684]","null"
"","teacher","12","149149","0.0-6.0-1.0","1532722895696","13-293","2031","","","","false","611.01","872.65","444.4","550.49","[744,494]","[417,563]","null"
