"success","trial_type","trial_index","time_elapsed","internal_node_id","start_time","id_teacher","id_learner","rt","responses","stimulus","button_pressed","player_id","session_id","Examples","Inside","Examples_times","Teachers_Box","Learners_Guess","Learners_Guess_time","canvas_size","won","key_press"
"","teacher","33","1179510","0.0-11.0-12.0","1532727944390","28-63","13-304","4347,13490","","","","","","[600,213],[686,612]","true,false","1532728952956,1532728972541","[599,685,211,611]","[483,606,209,482],[595,689,209,609]","1532728959051,1532728981132","[864,864]","true","null"
"","image-button-response","34","1181512","0.0-11.0-14.0-0.0","1532727944390","28-63","13-304","null","","img/thumb_up.png","null","","","","","","","","","","",""
"","check_point_button","35","1184231","0.0-12.0","1532727944390","28-63","13-304","2718","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINARON EL NIVEL 2 </font></p>","0","","","","","","","","","","",""
"","waiting-room","36","1185749","0.0-13.0","1532727944390","28-63","13-304","","","","","0","c3895ad1-54e6-4ff5-937b-303e4af969ca","","","","","","","","",""
"","teacher","37","1207435","0.0-14.0-0.0","1532727944390","28-63","13-304","3023,2163","","","","","","[609,297],[759,691]","true,false","1532728990397,1532728999845","[607,760,296,691]","[363,616,293,605],[608,760,295,686]","1532728997686,1532729009054","[864,864]","true","null"
"","image-button-response","38","1209437","0.0-14.0-2.0-0.0","1532727944390","28-63","13-304","null","","img/thumb_up.png","null","","","","","","","","","","",""
"","teacher","39","1225224","0.0-14.0-3.0","1532727944390","28-63","13-304","2115,786","","","","","","[326,677],[431,760]","true,true","1532729013176,1532729019888","[325,432,675,761]","[322,572,449,682],[324,437,674,766]","1532729019102,1532729026847","[864,864]","true","null"
"","image-button-response","40","1227227","0.0-14.0-5.0-0.0","1532727944390","28-63","13-304","null","","img/thumb_up.png","null","","","","","","","","","","",""
"","teacher","41","1251224","0.0-14.0-6.0","1532727944390","28-63","13-304","4368,3628","","","","","","[284,111],[369,535]","true,false","1532729033217,1532729045873","[282,368,110,535]","[280,409,108,412],[279,371,107,532]","1532729042246,1532729052849","[864,864]","true","null"
"","image-button-response","42","1253226","0.0-14.0-8.0-0.0","1532727944390","28-63","13-304","null","","img/thumb_up.png","null","","","","","","","","","","",""
"","teacher","43","1280282","0.0-14.0-9.0","1532727944390","28-63","13-304","3702,4131","","","","","","[312,424],[656,647]","true,false","1532729058552,1532729071746","[311,655,423,646]","[308,565,421,524],[309,654,422,649]","1532729067617,1532729081905","[864,864]","true","null"
"","image-button-response","44","1282285","0.0-14.0-11.0-0.0","1532727944390","28-63","13-304","null","","img/thumb_up.png","null","","","","","","","","","","",""
"","teacher","45","1335541","0.0-14.0-12.0","1532727944390","28-63","13-304","3119,5115,7930","","","","","","[305,448],[571,650],[567,632]","true,false,true","1532729087027,1532729097963,1532729124739","[304,570,447,649]","[303,607,364,453],[303,572,446,651],[301,568,445,647]","1532729092849,1532729116811,1532729137163","[864,864]","true","null"
"","image-button-response","46","1337544","0.0-14.0-14.0-0.0","1532727944390","28-63","13-304","null","","img/thumb_up.png","null","","","","","","","","","","",""
"","check_point_button","47","1340184","0.0-15.0","1532727944390","28-63","13-304","2639","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINARON EL NIVEL 3 </font></p>","0","","","","","","","","","","",""
"","waiting-room","48","1340757","0.0-16.0","1532727944390","28-63","13-304","","","","","0","29390333-46d3-4044-b058-c289a8b8d299","","","","","","","","",""
"","teacher","49","1374414","0.0-17.0-0.0","1532727944390","28-63","13-304","3258,5257","","","","","","[614,190],[700,382]","true,false","1532729145638,1532729158118","[613,699,188,382]","[437,620,186,506],[611,700,185,378]","1532729152859,1532729176037","[864,864]","true","null"
"","image-button-response","50","1376416","0.0-17.0-2.0-0.0","1532727944390","28-63","13-304","null","","img/thumb_up.png","null","","","","","","","","","","",""
"","teacher","51","1388998","0.0-17.0-3.0","1532727944390","28-63","13-304","2951","","","","","","[256,351]","true","1532729180991","[255,353,350,517]","[252,329,347,547]","1532729190622","[864,864]","true","null"
"","image-button-response","52","1391000","0.0-17.0-5.0-0.0","1532727944390","28-63","13-304","null","","img/thumb_up.png","null","","","","","","","","","","",""
"","teacher","53","1418440","0.0-17.0-6.0","1532727944390","28-63","13-304","5970,1948","","","","","","[324,176],[409,513]","false,false","1532729198594,1532729211042","[323,409,176,513]","[87,323,32,176],[324,408,179,511]","1532729209094,1532729220062","[864,864]","true","null"
"","image-button-response","54","1420442","0.0-17.0-8.0-0.0","1532727944390","28-63","13-304","null","","img/thumb_up.png","null","","","","","","","","","","",""
"","teacher","55","1441279","0.0-17.0-9.0","1532727944390","28-63","13-304","3537,1228","","","","","","[622,561],[706,730]","true,true","1532729225602,1532729234962","[621,707,559,731]","[622,762,560,801],[617,711,556,736]","1532729233735,1532729242904","[864,864]","true","null"
"","image-button-response","56","1443281","0.0-17.0-11.0-0.0","1532727944390","28-63","13-304","null","","img/thumb_up.png","null","","","","","","","","","","",""
"","teacher","57","1469635","0.0-17.0-12.0","1532727944390","28-63","13-304","6708,4064","","","","","","[676,678],[762,764]","true,false","1532729251611,1532729261437","[675,761,677,763]","[339,683,497,685],[673,761,674,762]","1532729257376,1532729271257","[864,864]","true","null"
"","image-button-response","58","1471636","0.0-17.0-14.0-0.0","1532727944390","28-63","13-304","null","","img/thumb_up.png","null","","","","","","","","","","",""
"","check_point_button","59","1476416","0.0-18.0","1532727944390","28-63","13-304","4779","","<p align='center' style='font-size:30px;' > COMPLETARON TODOS LOS NIVELES  <br><br> ¡FELICITACIONES!<br><br> PRESIONA CUALQUIER TECLA PARA TERMINAR</p>","0","","","","","","","","","","",""
