"success","trial_type","trial_index","time_elapsed","internal_node_id","start_time","id_teacher","id_learner","rt","responses","stimulus","button_pressed","player_id","session_id","X_left","X_right","Y_top","Y_bottom","Circles","Crosses","Teachers_Box","Learners_Guess","canvas_size","won","key_press"
"true","fullscreen","0","24412","0.0-0.0","1532110386788","9-201","9-01","","","","","","","","","","","","","","","","",""
"","survey-text","1","44239","0.0-1.0","1532110386788","9-201","9-01","19823","{""Q0"":""9-201"",""Q1"":""9-01""}","","","","","","","","","","","","","","",""
"","my_image_button","2","127587","0.0-2.0-0.0","1532110386788","9-201","9-01","83345","","img/caja.png","0","","","","","","","","","","","","",""
"","my_image_button","3","143507","0.0-2.0-1.0","1532110386788","9-201","9-01","15918","","img/caja_con_ejemplos.png","0","","","","","","","","","","","","",""
"","my_image_button","4","160662","0.0-2.0-2.0","1532110386788","9-201","9-01","17155","","","0","","","","","","","","","","","","",""
"","waiting-room","5","161190","0.0-3.0","1532110386788","9-201","9-01","","","","","0","7475a23e-c2da-4b10-9c92-dd9f39952b65","","","","","","","","","","",""
"","teacher","6","509115","0.0-4.0-0.0","1532110386788","9-201","9-01","14725,11694,10711,10226,17995,19604,6944,11183","","","","","","492","714","503","760","[596,618],[612,531],[601,748],[508,512]","[792,357],[223,243],[700,479],[347,429]","[492,714,503,760]","[389,561,455,580],[444,616,321,442],[246,448,452,639],[333,485,487,623],[432,614,604,729],[580,721,516,649],[436,631,521,770],[498,694,509,786]","864,864","true","null"
"","html-button-response","7","512121","0.0-4.0-2.0-0.0","1532110386788","9-201","9-01","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","8","854093","0.0-4.0-3.0","1532110386788","9-201","9-01","11837,7327,11571,7992,10515,11263,16687,6158","","","","","","241","393","383","730","[307,577],[246,526],[318,406],[306,723]","[228,367],[409,378],[410,738],[236,742]","[241,393,383,730]","[378,549,434,638],[298,549,441,640],[368,565,456,707],[320,469,530,690],[296,476,569,701],[170,384,504,657],[217,389,397,613],[234,387,391,731]","864,864","true","null"
"","html-button-response","9","857095","0.0-4.0-5.0-0.0","1532110386788","9-201","9-01","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","check_point_button","10","969440","0.0-5.0","1532110386788","9-201","9-01","112343","","<p><font size='25px'>ENTONCES, ¿QUÉ TIENEN QUE HACER? </font></p>","0","","","","","","","","","","","","",""
"","html-button-response","11","999432","0.0-6.0","1532110386788","9-201","9-01","29991","","<p align='center' style='font-size:25px;' > EL JUEGO TIENE 4 NIVELES <br> ¿LISTX PARA EMPEZAR? </p>","0","","","","","","","","","","","","",""
"","waiting-room","12","1003275","0.0-7.0","1532110386788","9-201","9-01","","","","","0","20ec0716-f2e5-4d0e-8517-9726bd6e8f97","","","","","","","","","","",""
"","teacher","13","1078234","0.0-8.0-0.0","1532110386788","9-201","9-01","8628,4358,12055","","","","","","430","597","588","773","[455,608],[583,606],[576,756]","","[430,597,588,773]","[353,496,502,653],[411,638,465,670],[427,621,575,763]","864,864","true","null"
"","html-button-response","14","1081235","0.0-8.0-2.0-0.0","1532110386788","9-201","9-01","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","15","1103426","0.0-8.0-3.0","1532110386788","9-201","9-01","5950,3388","","","","","","540","707","241","401","[618,317]","[627,230]","[540,707,241,401]","[340,549,487,649],[499,674,283,468]","864,864","true","null"
"","html-button-response","16","1106427","0.0-8.0-5.0-0.0","1532110386788","9-201","9-01","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","17","1213512","0.0-8.0-6.0","1532110386788","9-201","9-01","4226,3785,5305,5134,3223","","","","","","289","652","557","667","[647,560],[315,570],[463,647],[484,658]","[654,539]","[289,652,557,667]","[548,694,512,674],[263,694,378,677],[296,697,494,677],[281,663,554,712],[299,659,553,682]","864,864","true","null"
"","html-button-response","18","1216517","0.0-8.0-8.0-0.0","1532110386788","9-201","9-01","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","19","1309281","0.0-8.0-9.0","1532110386788","9-201","9-01","2909,4212,4389,4243","","","","","","524","777","494","604","[649,540],[531,550],[767,545],[545,589]","","[524,777,494,604]","[616,721,513,622],[513,655,529,621],[495,817,521,657],[515,809,523,607]","864,864","true","null"
"","html-button-response","20","1312282","0.0-8.0-11.0-0.0","1532110386788","9-201","9-01","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","21","1414228","0.0-8.0-12.0","1532110386788","9-201","9-01","3855,2918,3563,8236,3787,8210","","","","","","645","731","571","666","[661,588],[724,658],[658,653],[725,580]","[637,576],[737,584]","[645,731,571,666]","[475,685,568,656],[605,809,577,690],[599,808,577,680],[570,776,555,703],[650,795,568,690],[645,734,565,675]","864,864","true","null"
"","html-button-response","22","1417230","0.0-8.0-14.0-0.0","1532110386788","9-201","9-01","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","check_point_button","23","1436901","0.0-9.0","1532110386788","9-201","9-01","19669","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINARON EL NIVEL </font></p>","1","","","","","","","","","","","","",""
