"success","trial_type","trial_index","time_elapsed","internal_node_id","start_time","id_teacher","id_learner","rt","responses","stimulus","button_pressed","player_id","session_id","X_left","X_right","Y_top","Y_bottom","Circles","Crosses","Teachers_Box","Learners_Guess","canvas_size","won","key_press"
"true","fullscreen","0","2014","0.0-0.0","1532118446723","10-233","10-232","","","","","","","","","","","","","","","","",""
"","survey-text","1","13803","0.0-1.0","1532118446723","10-233","10-232","11786","{""Q0"":""10-233"",""Q1"":""10-232""}","","","","","","","","","","","","","","",""
"","my_image_button","2","41890","0.0-2.0-0.0","1532118446723","10-233","10-232","28087","","img/caja.png","0","","","","","","","","","","","","",""
"","my_image_button","3","42890","0.0-2.0-1.0","1532118446723","10-233","10-232","998","","img/caja_con_ejemplos.png","0","","","","","","","","","","","","",""
"","my_image_button","4","43642","0.0-2.0-2.0","1532118446723","10-233","10-232","752","","","0","","","","","","","","","","","","",""
"","waiting-room","5","44167","0.0-3.0","1532118446723","10-233","10-232","","","","","0","78103115-64e9-4155-a69c-4242cab5a521","","","","","","","","","","",""
"","teacher","6","224264","0.0-4.0-0.0","1532118446723","10-233","10-232","7974,3864,7414,11188","","","","","","565","651","334","420","[569,339],[570,416]","[656,423],[563,424]","[565,651,334,420]","[429,573,337,618],[569,647,336,547],[570,651,335,419],[566,652,338,419]","864,864","true","null"
"","html-button-response","7","227266","0.0-4.0-2.0-0.0","1532118446723","10-233","10-232","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","8","305445","0.0-4.0-3.0","1532118446723","10-233","10-232","9890,6186","","","","","","213","436","326","584","[216,331],[434,583]","","[213,436,326,584]","[158,862,4,564],[215,442,331,590]","864,864","true","null"
"","html-button-response","9","308445","0.0-4.0-5.0-0.0","1532118446723","10-233","10-232","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","check_point_button","10","313185","0.0-5.0","1532118446723","10-233","10-232","4739","","<p><font size='25px'>ENTONCES, ¿QUÉ TIENEN QUE HACER? </font></p>","0","","","","","","","","","","","","",""
"","html-button-response","11","315113","0.0-6.0","1532118446723","10-233","10-232","1926","","<p align='center' style='font-size:25px;' > EL JUEGO TIENE 4 NIVELES <br> ¿LISTX PARA EMPEZAR? </p>","0","","","","","","","","","","","","",""
"","waiting-room","12","315638","0.0-7.0","1532118446723","10-233","10-232","","","","","0","7e804c05-1e45-4104-a4d9-7db1884e8ee6","","","","","","","","","","",""
"","teacher","13","360701","0.0-8.0-0.0","1532118446723","10-233","10-232","4874,5917","","","","","","678","764","508","647","","[676,507],[768,650]","[678,764,508,647]","[620,629,478,487],[687,786,510,641]","864,864","true","null"
"","html-button-response","14","363702","0.0-8.0-2.0-0.0","1532118446723","10-233","10-232","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","15","435598","0.0-8.0-3.0","1532118446723","10-233","10-232","10748,10844","","","","","","305","575","662","748","[309,667]","[578,752]","[305,575,662,748]","[303,415,537,674],[298,585,660,746]","864,864","true","null"
"","html-button-response","16","438600","0.0-8.0-5.0-0.0","1532118446723","10-233","10-232","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","17","511407","0.0-8.0-6.0","1532118446723","10-233","10-232","3077,8107,5709","","","","","","139","529","438","524","[336,453],[143,442]","[533,527]","[139,529,438,524]","[174,555,262,814],[142,351,437,519],[136,523,431,524]","864,864","true","null"
"","html-button-response","18","514410","0.0-8.0-8.0-0.0","1532118446723","10-233","10-232","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","19","562569","0.0-8.0-9.0","1532118446723","10-233","10-232","7640,8766","","","","","","387","700","661","747","","[385,661],[703,750]","[387,700,661,747]","[284,375,536,674],[398,708,656,740]","864,864","true","null"
"","html-button-response","20","565571","0.0-8.0-11.0-0.0","1532118446723","10-233","10-232","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","21","620023","0.0-8.0-12.0","1532118446723","10-233","10-232","10553,7182,4901","","","","","","309","539","592","678","[313,595],[536,676]","[542,682]","[309,539,592,678]","[300,409,108,578],[318,545,585,680],[312,541,591,680]","864,864","true","null"
"","html-button-response","22","623024","0.0-8.0-14.0-0.0","1532118446723","10-233","10-232","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","check_point_button","23","630086","0.0-9.0","1532118446723","10-233","10-232","7060","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINARON EL NIVEL </font></p>","1","","","","","","","","","","","","",""
