"success","trial_type","trial_index","time_elapsed","internal_node_id","start_time","id_teacher","id_learner","rt","responses","stimulus","button_pressed","player_id","session_id","X_left","X_right","Y_top","Y_bottom","Circles","Crosses","Teachers_Box","Learners_Guess","canvas_size","won","key_press"
"true","fullscreen","0","10394","0.0-0.0","1532118257446","16-224","18-16","","","","","","","","","","","","","","","","",""
"","survey-text","1","33512","0.0-1.0","1532118257446","16-224","18-16","23116","{""Q0"":""16-224"",""Q1"":""18-16""}","","","","","","","","","","","","","","",""
"","my_image_button","2","93370","0.0-2.0-0.0","1532118257446","16-224","18-16","59857","","img/caja.png","0","","","","","","","","","","","","",""
"","my_image_button","3","119706","0.0-2.0-1.0","1532118257446","16-224","18-16","26335","","img/caja_con_ejemplos.png","0","","","","","","","","","","","","",""
"","my_image_button","4","134355","0.0-2.0-2.0","1532118257446","16-224","18-16","14646","","","0","","","","","","","","","","","","",""
"","waiting-room","5","134886","0.0-3.0","1532118257446","16-224","18-16","","","","","0","2bfc1486-e450-4fb9-a078-655e284d9685","","","","","","","","","","",""
"","teacher","6","167396","0.0-4.0-0.0","1532118257446","16-224","18-16","1984,6560","","","","","","434","643","456","732","[491,497],[637,726]","","[434,643,456,732]","[423,644,453,572],[472,677,480,784]","864,864","true","null"
"","html-button-response","7","170398","0.0-4.0-2.0-0.0","1532118257446","16-224","18-16","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","8","222855","0.0-4.0-3.0","1532118257446","16-224","18-16","3749,1881,2817,2024,1784","","","","","","169","346","116","375","[190,139],[334,363],[338,130],[179,369]","[156,249]","[169,346,116,375]","[107,373,76,193],[150,433,106,388],[145,463,123,385],[129,384,113,382],[163,363,101,377]","864,864","true","null"
"","html-button-response","9","225856","0.0-4.0-5.0-0.0","1532118257446","16-224","18-16","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","check_point_button","10","229119","0.0-5.0","1532118257446","16-224","18-16","3262","","<p><font size='25px'>ENTONCES, ¿QUÉ TIENEN QUE HACER? </font></p>","0","","","","","","","","","","","","",""
"","html-button-response","11","231311","0.0-6.0","1532118257446","16-224","18-16","2191","","<p align='center' style='font-size:25px;' > EL JUEGO TIENE 4 NIVELES <br> ¿LISTX PARA EMPEZAR? </p>","0","","","","","","","","","","","","",""
"","waiting-room","12","231902","0.0-7.0","1532118257446","16-224","18-16","","","","","0","baef194d-edcf-4ce7-bdb6-f29dba72c901","","","","","","","","","","",""
"","teacher","13","264047","0.0-8.0-0.0","1532118257446","16-224","18-16","3968,4136,1862,1343","","","","","","315","406","633","719","[361,675]","[411,721],[311,633],[409,632]","[315,406,633,719]","[268,513,603,730],[270,547,603,716],[319,551,646,707],[306,418,642,707]","864,864","true","null"
"","html-button-response","14","267051","0.0-8.0-2.0-0.0","1532118257446","16-224","18-16","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","15","282782","0.0-8.0-3.0","1532118257446","16-224","18-16","3147,2487","","","","","","311","715","217","303","[317,300],[708,225]","","[311,715,217,303]","[301,419,274,393],[296,738,200,311]","864,864","true","null"
"","html-button-response","16","285786","0.0-8.0-5.0-0.0","1532118257446","16-224","18-16","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","17","310492","0.0-8.0-6.0","1532118257446","16-224","18-16","2157,2095,4900","","","","","","536","699","307","614","[542,313],[695,609]","[533,477]","[536,699,307,614]","[482,615,285,396],[511,739,305,619],[539,706,302,621]","864,864","true","null"
"","html-button-response","18","313494","0.0-8.0-8.0-0.0","1532118257446","16-224","18-16","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","19","326853","0.0-8.0-9.0","1532118257446","16-224","18-16","4074,976","","","","","","333","546","455","766","[340,462],[540,761]","","[333,546,455,766]","[317,461,438,544],[326,575,440,782]","864,864","true","null"
"","html-button-response","20","329856","0.0-8.0-11.0-0.0","1532118257446","16-224","18-16","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","21","341596","0.0-8.0-12.0","1532118257446","16-224","18-16","3089,639","","","","","","391","716","677","763","[395,684],[712,761]","","[391,716,677,763]","[338,588,615,809],[377,721,666,785]","864,864","true","null"
"","html-button-response","22","344600","0.0-8.0-14.0-0.0","1532118257446","16-224","18-16","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","check_point_button","23","346925","0.0-9.0","1532118257446","16-224","18-16","2324","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINARON EL NIVEL </font></p>","0","","","","","","","","","","","","",""
"","waiting-room","24","347713","0.0-10.0","1532118257446","16-224","18-16","","","","","0","766ed4b2-a88e-4ef3-a3a0-0b7ed04173fa","","","","","","","","","","",""
"","teacher","25","359933","0.0-11.0-0.0","1532118257446","16-224","18-16","3666,519","","","","","","228","746","653","775","[233,658],[742,772]","","[228,746,653,775]","[210,345,620,691],[218,761,639,786]","864,864","true","null"
"","html-button-response","26","362935","0.0-11.0-2.0-0.0","1532118257446","16-224","18-16","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","27","381197","0.0-11.0-3.0","1532118257446","16-224","18-16","1821,703,2864","","","","","","353","478","357","449","[357,447],[477,362]","[360,351]","[353,478,357,449]","[350,542,422,523],[343,499,339,477],[349,483,355,458]","864,864","true","null"
"","html-button-response","28","384199","0.0-11.0-5.0-0.0","1532118257446","16-224","18-16","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","29","394702","0.0-11.0-6.0","1532118257446","16-224","18-16","1669,1072","","","","","","666","775","637","723","[672,645],[770,720]","","[666,775,637,723]","[485,711,555,655],[657,777,634,725]","864,864","true","null"
"","html-button-response","30","397704","0.0-11.0-8.0-0.0","1532118257446","16-224","18-16","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","31","454585","0.0-11.0-9.0","1532118257446","16-224","18-16","1923,4856,3440,1324,3054,5483","","","","","","418","610","548","763","[422,555],[608,758]","[864,864],[607,763],[619,683],[613,684]","[418,610,548,763]","[291,573,151,346],[300,556,526,563],[319,539,509,601],[417,623,551,764],[418,615,551,764],[417,611,545,761]","864,864","true","null"
"","html-button-response","32","457586","0.0-11.0-11.0-0.0","1532118257446","16-224","18-16","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","33","472363","0.0-11.0-12.0","1532118257446","16-224","18-16","3732,846","","","","","","352","611","122","215","[356,126],[608,211]","","[352,611,122,215]","[331,467,103,224],[348,637,118,218]","864,864","true","null"
"","html-button-response","34","475365","0.0-11.0-14.0-0.0","1532118257446","16-224","18-16","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
