"success","trial_type","trial_index","time_elapsed","internal_node_id","start_time","id_teacher","id_learner","rt","responses","stimulus","button_pressed","player_id","session_id","X_left","X_right","Y_top","Y_bottom","Circles","Crosses","Teachers_Box","Learners_Guess","canvas_size","won","key_press"
"","check_point_button","35","476970","0.0-12.0","1532118257446","16-224","18-16","1603","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINARON EL NIVEL </font></p>","0","","","","","","","","","","","","",""
"","waiting-room","36","478824","0.0-13.0","1532118257446","16-224","18-16","","","","","0","78dc3c17-8959-438c-911f-655b71f37dc0","","","","","","","","","","",""
"","teacher","37","490020","0.0-14.0-0.0","1532118257446","16-224","18-16","3240,590","","","","","","142","478","381","467","[147,386],[474,462]","","[142,478,381,467]","[140,272,377,478],[138,486,376,473]","864,864","true","null"
"","html-button-response","38","493021","0.0-14.0-2.0-0.0","1532118257446","16-224","18-16","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","39","502869","0.0-14.0-3.0","1532118257446","16-224","18-16","1652,713","","","","","","373","507","308","463","[377,311],[504,462]","","[373,507,308,463]","[303,598,295,405],[368,512,296,472]","864,864","true","null"
"","html-button-response","40","505870","0.0-14.0-5.0-0.0","1532118257446","16-224","18-16","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","41","519359","0.0-14.0-6.0","1532118257446","16-224","18-16","2074,645","","","","","","351","711","385","679","[355,390],[709,673]","","[351,711,385,679]","[348,508,381,537],[351,715,382,691]","864,864","true","null"
"","html-button-response","42","522360","0.0-14.0-8.0-0.0","1532118257446","16-224","18-16","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","43","536684","0.0-14.0-9.0","1532118257446","16-224","18-16","3786,557","","","","","","111","216","139","370","[115,144],[214,367]","","[111,216,139,370]","[103,286,135,278],[109,221,128,376]","864,864","true","null"
"","html-button-response","44","539686","0.0-14.0-11.0-0.0","1532118257446","16-224","18-16","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","45","549930","0.0-14.0-12.0","1532118257446","16-224","18-16","2742","","","","","","112","560","445","587","[115,448]","","[112,560,445,587]","[109,537,441,596]","864,864","true","null"
"","html-button-response","46","552931","0.0-14.0-14.0-0.0","1532118257446","16-224","18-16","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","check_point_button","47","554613","0.0-15.0","1532118257446","16-224","18-16","1681","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINARON EL NIVEL </font></p>","0","","","","","","","","","","","","",""
"","waiting-room","48","555681","0.0-16.0","1532118257446","16-224","18-16","","","","","0","4d2a4af3-4461-4df6-9514-4f8b42be065e","","","","","","","","","","",""
"","teacher","49","569388","0.0-17.0-0.0","1532118257446","16-224","18-16","2491,566","","","","","","87","355","484","745","[89,490],[353,743]","","[87,355,484,745]","[72,339,475,602],[76,363,480,752]","864,864","true","null"
"","html-button-response","50","572391","0.0-17.0-2.0-0.0","1532118257446","16-224","18-16","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","51","592813","0.0-17.0-3.0","1532118257446","16-224","18-16","2061,813,596","","","","","","400","486","335","587","[404,585],[482,339],[485,585]","","[400,486,335,587]","[219,412,380,604],[386,535,333,590],[395,512,333,588]","864,864","true","null"
"","html-button-response","52","595816","0.0-17.0-5.0-0.0","1532118257446","16-224","18-16","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","53","606573","0.0-17.0-6.0","1532118257446","16-224","18-16","2007,613","","","","","","339","425","330","470","[342,332],[423,466]","","[339,425,330,470]","[337,608,325,451],[334,432,315,486]","864,864","true","null"
"","html-button-response","54","609575","0.0-17.0-8.0-0.0","1532118257446","16-224","18-16","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","55","629187","0.0-17.0-9.0","1532118257446","16-224","18-16","2527,476,1813","","","","","","645","731","230","582","[649,234],[729,580]","[638,371]","[645,731,230,582]","[463,658,224,336],[511,740,217,616],[645,737,223,585]","864,864","true","null"
"","html-button-response","56","632189","0.0-17.0-11.0-0.0","1532118257446","16-224","18-16","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","57","638089","0.0-17.0-12.0","1532118257446","16-224","18-16","2065","","","","","","328","486","446","590","[332,449]","","[328,486,446,590]","[328,498,437,573]","864,864","true","null"
"","html-button-response","58","641090","0.0-17.0-14.0-0.0","1532118257446","16-224","18-16","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","check_point_button","59","644272","0.0-18.0","1532118257446","16-224","18-16","3181","","<p align='center' style='font-size:30px;' > COMPLETARON TODOS LOS NIVELES  <br><br> ¡FELICITACIONES!<br><br> PRESIONA CUALQUIER TECLA PARA TERMINAR</p>","0","","","","","","","","","","","","",""
