"success","trial_type","trial_index","time_elapsed","internal_node_id","start_time","id_teacher","id_learner","rt","responses","stimulus","button_pressed","player_id","session_id","X_left","X_right","Y_top","Y_bottom","Circles","Crosses","Teachers_Box","Learners_Guess","canvas_size","won","key_press"
"true","fullscreen","0","29915","0.0-0.0","1532111678519","38-5","50-3","","","","","","","","","","","","","","","","",""
"","survey-text","1","63645","0.0-1.0","1532111678519","38-5","50-3","33727","{""Q0"":""38-5"",""Q1"":""50-3""}","","","","","","","","","","","","","","",""
"","my_image_button","2","150432","0.0-2.0-0.0","1532111678519","38-5","50-3","86786","","img/caja.png","0","","","","","","","","","","","","",""
"","my_image_button","3","249574","0.0-2.0-1.0","1532111678519","38-5","50-3","99140","","img/caja_con_ejemplos.png","0","","","","","","","","","","","","",""
"","my_image_button","4","264077","0.0-2.0-2.0","1532111678519","38-5","50-3","14502","","","0","","","","","","","","","","","","",""
"","waiting-room","5","264403","0.0-3.0","1532111678519","38-5","50-3","","","","","0","0e8b197c-cc56-4aab-b192-f47567945dc7","","","","","","","","","","",""
"","teacher","6","358314","0.0-4.0-0.0","1532111678519","38-5","50-3","6767,20916,6154","","","","","","393","479","655","741","[435,692],[475,669]","[483,483]","[393,479,655,741]","[39,291,23,311],[286,605,601,790],[382,494,623,718]","864,864","true","null"
"","html-button-response","7","361316","0.0-4.0-2.0-0.0","1532111678519","38-5","50-3","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","8","437589","0.0-4.0-3.0","1532111678519","38-5","50-3","6361,3521,2953,3163,2471","","","","","","436","637","214","597","[525,587],[533,230],[628,424]","[522,621],[421,417]","[436,637,214,597]","[199,574,84,328],[396,541,529,604],[332,544,215,600],[514,640,213,603],[447,639,214,597]","864,864","true","null"
"","html-button-response","9","440591","0.0-4.0-5.0-0.0","1532111678519","38-5","50-3","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","check_point_button","10","491390","0.0-5.0","1532111678519","38-5","50-3","50799","","<p><font size='25px'>ENTONCES, ¿QUÉ TIENEN QUE HACER? </font></p>","0","","","","","","","","","","","","",""
"","html-button-response","11","495910","0.0-6.0","1532111678519","38-5","50-3","4519","","<p align='center' style='font-size:25px;' > EL JUEGO TIENE 4 NIVELES <br> ¿LISTX PARA EMPEZAR? </p>","0","","","","","","","","","","","","",""
"","waiting-room","12","496448","0.0-7.0","1532111678519","38-5","50-3","","","","","0","70c6c224-2e67-448c-8d6b-53dea0ccda80","","","","","","","","","","",""
"","teacher","13","543776","0.0-8.0-0.0","1532111678519","38-5","50-3","4086,3009,3591","","","","","","263","676","453","612","[273,471],[669,469],[669,605]","","[263,676,453,612]","[260,533,364,481],[264,680,288,482],[265,682,460,619]","864,864","true","null"
"","html-button-response","14","546778","0.0-8.0-2.0-0.0","1532111678519","38-5","50-3","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","15","607971","0.0-8.0-3.0","1532111678519","38-5","50-3","3181,3070,3567","","","","","","673","759","569","655","[682,579],[752,651]","[677,667]","[673,759,569,655]","[43,652,342,831],[672,841,479,592],[673,766,572,658]","864,864","true","null"
"","html-button-response","16","610972","0.0-8.0-5.0-0.0","1532111678519","38-5","50-3","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","17","643682","0.0-8.0-6.0","1532111678519","38-5","50-3","3821,3509","","","","","","366","555","425","548","[374,544],[380,436]","","[366,555,425,548]","[366,509,534,641],[366,517,425,553]","864,864","true","null"
