"success","trial_type","trial_index","time_elapsed","internal_node_id","start_time","id_teacher","id_learner","rt","responses","stimulus","button_pressed","player_id","session_id","X_left","X_right","Y_top","Y_bottom","Circles","Crosses","Teachers_Box","Learners_Guess","canvas_size","won","key_press"
"true","fullscreen","0","16176","0.0-0.0","1532111992796","10-211","12-204","","","","","","","","","","","","","","","","",""
"","survey-text","1","48374","0.0-1.0","1532111992796","10-211","12-204","32196","{""Q0"":""10-211"",""Q1"":""12-204""}","","","","","","","","","","","","","","",""
"","my_image_button","2","89161","0.0-2.0-0.0","1532111992796","10-211","12-204","40785","","img/caja.png","0","","","","","","","","","","","","",""
"","my_image_button","3","100072","0.0-2.0-1.0","1532111992796","10-211","12-204","10911","","img/caja_con_ejemplos.png","0","","","","","","","","","","","","",""
"","my_image_button","4","127560","0.0-2.0-2.0","1532111992796","10-211","12-204","27488","","","0","","","","","","","","","","","","",""
"","waiting-room","5","128093","0.0-3.0","1532111992796","10-211","12-204","","","","","0","1d73866e-727f-4694-8574-43cde141a390","","","","","","","","","","",""
"","teacher","6","290295","0.0-4.0-0.0","1532111992796","10-211","12-204","9314,11336,9262,3074,3138,4024,6166,1712","","","","","","635","771","111","198","[641,194]","[202,686],[638,528],[702,394],[513,234],[468,71],[807,60],[678,259]","[635,771,111,198]","[204,647,556,677],[204,627,533,678],[206,627,407,679],[207,623,256,678],[524,695,106,428],[526,689,148,416],[527,689,242,515],[532,666,67,262]","864,864","false","null"
"","html-button-response","7","293300","0.0-4.0-1.0-0.0","1532111992796","10-211","12-204","null","","SE ACABARON LAS PISTAS. PASEMOS A LA SIGUIENTE CAJA.","null","","","","","","","","","","","","",""
"","teacher","8","331365","0.0-4.0-3.0","1532111992796","10-211","12-204","12662,5059","","","","","","286","514","449","535","[510,454],[292,533]","","[286,514,449,535]","[489,645,424,488],[272,520,451,553]","864,864","true","null"
"","html-button-response","9","334367","0.0-4.0-5.0-0.0","1532111992796","10-211","12-204","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","check_point_button","10","345390","0.0-5.0","1532111992796","10-211","12-204","11022","","<p><font size='25px'>ENTONCES, ¿QUÉ TIENEN QUE HACER? </font></p>","0","","","","","","","","","","","","",""
"","html-button-response","11","361038","0.0-6.0","1532111992796","10-211","12-204","15647","","<p align='center' style='font-size:25px;' > EL JUEGO TIENE 4 NIVELES <br> ¿LISTX PARA EMPEZAR? </p>","0","","","","","","","","","","","","",""
"","waiting-room","12","361575","0.0-7.0","1532111992796","10-211","12-204","","","","","0","fe81cf98-1d1a-48e6-baa7-5cff5ecc44b4","","","","","","","","","","",""
"","teacher","13","390737","0.0-8.0-0.0","1532111992796","10-211","12-204","3773,2178,2315","","","","","","506","762","672","761","[512,677],[758,758],[509,760]","","[506,762,672,761]","[495,540,672,678],[519,751,677,759],[497,767,675,767]","864,864","true","null"
"","html-button-response","14","393742","0.0-8.0-2.0-0.0","1532111992796","10-211","12-204","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","15","414103","0.0-8.0-3.0","1532111992796","10-211","12-204","6943,4154","","","","","","599","685","361","571","[682,364],[604,569]","","[599,685,361,571]","[646,703,357,394],[597,694,360,575]","864,864","true","null"
"","html-button-response","16","417105","0.0-8.0-5.0-0.0","1532111992796","10-211","12-204","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","17","439319","0.0-8.0-6.0","1532111992796","10-211","12-204","6101,6079","","","","","","605","712","348","618","[611,353],[708,614]","","[605,712,348,618]","[579,613,346,376],[607,715,347,623]","864,864","true","null"
"","html-button-response","18","442322","0.0-8.0-8.0-0.0","1532111992796","10-211","12-204","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","19","455119","0.0-8.0-9.0","1532111992796","10-211","12-204","2284,2890","","","","","","615","701","633","765","[619,637],[699,760]","","[615,701,633,765]","[447,649,583,653],[612,708,627,771]","864,864","true","null"
"","html-button-response","20","458121","0.0-8.0-11.0-0.0","1532111992796","10-211","12-204","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","21","473264","0.0-8.0-12.0","1532111992796","10-211","12-204","4144,2860","","","","","","232","479","449","535","[237,454],[475,531]","","[232,479,449,535]","[214,340,434,528],[227,488,451,553]","864,864","true","null"
"","html-button-response","22","476267","0.0-8.0-14.0-0.0","1532111992796","10-211","12-204","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","check_point_button","23","479738","0.0-9.0","1532111992796","10-211","12-204","3470","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINARON EL NIVEL </font></p>","0","","","","","","","","","","","","",""
"","waiting-room","24","482922","0.0-10.0","1532111992796","10-211","12-204","","","","","0","fe02094b-450c-4482-999f-2ab2ef7c20fc","","","","","","","","","","",""
"","teacher","25","497089","0.0-11.0-0.0","1532111992796","10-211","12-204","4486,2187","","","","","","601","759","473","729","[755,479],[607,724]","","[601,759,473,729]","[695,776,468,558],[598,770,469,738]","864,864","true","null"
"","html-button-response","26","500091","0.0-11.0-2.0-0.0","1532111992796","10-211","12-204","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","27","514736","0.0-11.0-3.0","1532111992796","10-211","12-204","2551,1434","","","","","","441","548","197","283","[543,204],[448,275]","","[441,548,197,283]","[462,572,185,340],[432,554,196,288]","864,864","true","null"
"","html-button-response","28","517739","0.0-11.0-5.0-0.0","1532111992796","10-211","12-204","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","29","535406","0.0-11.0-6.0","1532111992796","10-211","12-204","3225,2579","","","","","","129","545","245","617","[541,250],[138,611]","","[129,545,245,617]","[7,853,19,856],[132,553,240,623]","864,864","true","null"
"","html-button-response","30","538409","0.0-11.0-8.0-0.0","1532111992796","10-211","12-204","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","31","559878","0.0-11.0-9.0","1532111992796","10-211","12-204","2852,3183","","","","","","192","752","512","598","[198,518],[748,592]","","[192,752,512,598]","[583,588,704,708],[192,760,510,602]","864,864","true","null"
"","html-button-response","32","562878","0.0-11.0-11.0-0.0","1532111992796","10-211","12-204","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","33","572869","0.0-11.0-12.0","1532111992796","10-211","12-204","2127,1468","","","","","","159","254","482","595","[165,487],[250,591]","","[159,254,482,595]","[306,820,598,688],[157,257,476,599]","864,864","true","null"
"","html-button-response","34","575871","0.0-11.0-14.0-0.0","1532111992796","10-211","12-204","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","check_point_button","35","583257","0.0-12.0","1532111992796","10-211","12-204","7385","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINARON EL NIVEL </font></p>","0","","","","","","","","","","","","",""
"","waiting-room","36","583896","0.0-13.0","1532111992796","10-211","12-204","","","","","0","95c664e3-117a-48db-8588-4f8bcfd6f08e","","","","","","","","","","",""
"","teacher","37","600045","0.0-14.0-0.0","1532111992796","10-211","12-204","2463,1996","","","","","","190","612","349","435","[608,355],[197,430]","","[190,612,349,435]","[574,626,350,434],[190,620,349,435]","864,864","true","null"
"","html-button-response","38","603047","0.0-14.0-2.0-0.0","1532111992796","10-211","12-204","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","39","614393","0.0-14.0-3.0","1532111992796","10-211","12-204","1816,2372","","","","","","682","768","279","365","[686,284],[764,360]","","[682,768,279,365]","[421,690,284,471],[673,774,273,367]","864,864","true","null"
"","html-button-response","40","617395","0.0-14.0-5.0-0.0","1532111992796","10-211","12-204","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","41","637487","0.0-14.0-6.0","1532111992796","10-211","12-204","6603,2274","","","","","","281","399","559","645","[395,566],[288,638]","","[281,399,559,645]","[353,661,602,840],[279,403,555,656]","864,864","true","null"
"","html-button-response","42","640487","0.0-14.0-8.0-0.0","1532111992796","10-211","12-204","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","43","654905","0.0-14.0-9.0","1532111992796","10-211","12-204","3091,2336","","","","","","505","734","543","657","[511,548],[730,654]","","[505,734,543,657]","[622,624,491,503],[495,749,542,670]","864,864","true","null"
"","html-button-response","44","657907","0.0-14.0-11.0-0.0","1532111992796","10-211","12-204","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","45","672337","0.0-14.0-12.0","1532111992796","10-211","12-204","3127,2705","","","","","","331","577","191","277","[572,197],[339,273]","","[331,577,191,277]","[9,439,673,705],[330,583,187,279]","864,864","true","null"
"","html-button-response","46","675340","0.0-14.0-14.0-0.0","1532111992796","10-211","12-204","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
