"success","trial_type","trial_index","time_elapsed","internal_node_id","start_time","id_teacher","id_learner","rt","responses","stimulus","button_pressed","player_id","session_id","X_left","X_right","Y_top","Y_bottom","Circles","Crosses","Teachers_Box","Learners_Guess","canvas_size","won","key_press"
"","check_point_button","47","689292","0.0-15.0","1532111992796","10-211","12-204","13950","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINARON EL NIVEL </font></p>","0","","","","","","","","","","","","",""
"","waiting-room","48","689817","0.0-16.0","1532111992796","10-211","12-204","","","","","0","5d286ffd-2228-4129-bd5f-ec92a138490a","","","","","","","","","","",""
"","teacher","49","699979","0.0-17.0-0.0","1532111992796","10-211","12-204","2658,1243","","","","","","362","639","580","741","[369,586],[633,736]","","[362,639,580,741]","[322,624,569,611],[362,646,581,748]","864,864","true","null"
"","html-button-response","50","702981","0.0-17.0-2.0-0.0","1532111992796","10-211","12-204","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","51","714227","0.0-17.0-3.0","1532111992796","10-211","12-204","2551,649","","","","","","489","740","308","394","[496,314],[734,384]","","[489,740,308,394]","[201,383,389,700],[488,744,306,397]","864,864","true","null"
"","html-button-response","52","717228","0.0-17.0-5.0-0.0","1532111992796","10-211","12-204","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","53","732755","0.0-17.0-6.0","1532111992796","10-211","12-204","2904,5674","","","","","","397","732","402","612","[403,409],[727,606]","","[397,732,402,612]","[372,522,402,428],[394,742,394,617]","864,864","true","null"
"","html-button-response","54","735756","0.0-17.0-8.0-0.0","1532111992796","10-211","12-204","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","55","746901","0.0-17.0-9.0","1532111992796","10-211","12-204","3296,1613","","","","","","399","732","646","732","[405,651],[726,727]","","[399,732,646,732]","[377,513,642,673],[399,733,645,740]","864,864","true","null"
"","html-button-response","56","749902","0.0-17.0-11.0-0.0","1532111992796","10-211","12-204","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","57","761006","0.0-17.0-12.0","1532111992796","10-211","12-204","1702,1003","","","","","","241","669","580","666","[248,585],[664,660]","","[241,669,580,666]","[198,727,542,580],[244,680,579,670]","864,864","true","null"
"","html-button-response","58","764008","0.0-17.0-14.0-0.0","1532111992796","10-211","12-204","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","check_point_button","59","770337","0.0-18.0","1532111992796","10-211","12-204","6328","","<p align='center' style='font-size:30px;' > COMPLETARON TODOS LOS NIVELES  <br><br> ¡FELICITACIONES!<br><br> PRESIONA CUALQUIER TECLA PARA TERMINAR</p>","0","","","","","","","","","","","","",""
