"success","trial_type","trial_index","time_elapsed","internal_node_id","start_time","id_teacher","id_learner","rt","responses","stimulus","button_pressed","player_id","session_id","X_left","X_right","Y_top","Y_bottom","Circles","Crosses","Teachers_Box","Learners_Guess","canvas_size","won","key_press"
"","check_point_button","10","393077","0.0-5.0","1532118983891","10-242","10-234","60646","","<p><font size='25px'>ENTONCES, ¿QUÉ TIENEN QUE HACER? </font></p>","0","","","","","","","","","","","","",""
"","html-button-response","11","406861","0.0-6.0","1532118983891","10-242","10-234","13784","","<p align='center' style='font-size:25px;' > EL JUEGO TIENE 4 NIVELES <br> ¿LISTX PARA EMPEZAR? </p>","0","","","","","","","","","","","","",""
"","waiting-room","12","407187","0.0-7.0","1532118983891","10-242","10-234","","","","","0","14d68ae6-d04a-445c-a6fd-29f07c08f2f5","","","","","","","","","","",""
"","teacher","13","521625","0.0-8.0-0.0","1532118983891","10-242","10-234","3161,14834,6111,5449,3405,6221,7151,10992","","","","","","600","695","525","611","[645,567],[608,568],[688,581],[648,530]","[534,554],[680,483],[730,653],[654,628]","[600,695,525,611]","[616,696,495,651],[417,670,509,591],[595,678,410,714],[563,761,407,738],[580,767,506,686],[558,738,519,643],[579,719,533,617],[560,721,508,623]","864,864","false","null"
"","html-button-response","14","524628","0.0-8.0-1.0-0.0","1532118983891","10-242","10-234","null","","SE ACABARON LAS PISTAS. PASEMOS A LA SIGUIENTE CAJA.","null","","","","","","","","","","","","",""
"","teacher","15","638348","0.0-8.0-3.0","1532118983891","10-242","10-234","9276,2997,7615,11702,11222,4244,3693","","","","","","463","675","682","768","[569,728],[504,727],[667,727],[569,687]","[435,635],[686,675],[699,778]","[463,675,682,768]","[517,645,712,784],[396,661,673,778],[360,715,570,835],[471,726,634,792],[465,740,695,796],[436,719,694,759],[454,675,666,744]","864,864","true","null"
"","html-button-response","16","641350","0.0-8.0-5.0-0.0","1532118983891","10-242","10-234","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","17","699530","0.0-8.0-6.0","1532118983891","10-242","10-234","5480,4310,3863,5237,8477","","","","","","443","691","219","327","[565,279],[474,280],[681,312]","[380,320],[557,334]","[443,691,219,327]","[496,616,218,582],[368,671,224,294],[303,724,233,356],[401,759,267,368],[430,706,242,326]","864,864","true","null"
"","html-button-response","18","702533","0.0-8.0-8.0-0.0","1532118983891","10-242","10-234","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","19","765560","0.0-8.0-9.0","1532118983891","10-242","10-234","3003,12700,3781,2525,5992","","","","","","463","591","91","384","[532,372],[539,251],[540,146]","[531,390],[437,322]","[463,591,91,384]","[425,440,618,685],[387,549,277,385],[452,666,299,379],[502,583,148,382],[482,591,123,385]","864,864","true","null"
"","html-button-response","20","768563","0.0-8.0-11.0-0.0","1532118983891","10-242","10-234","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","21","946232","0.0-8.0-12.0","1532118983891","10-242","10-234","7257,9060,2598,4121,8900,11232,3450,13956","","","","","","489","575","288","584","[532,427],[520,321],[533,553],[493,464],[535,582]","[528,589],[485,466],[580,286]","[489,575,288,584]","[502,618,363,648],[496,639,150,519],[478,630,162,672],[495,608,216,572],[442,600,270,577],[488,623,276,575],[488,624,245,588],[490,578,305,588]","864,864","true","null"
"","html-button-response","22","949236","0.0-8.0-14.0-0.0","1532118983891","10-242","10-234","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","check_point_button","23","957789","0.0-9.0","1532118983891","10-242","10-234","8551","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINARON EL NIVEL </font></p>","0","","","","","","","","","","","","",""
"","waiting-room","24","960525","0.0-10.0","1532118983891","10-242","10-234","","","","","0","38c0c424-f6bc-4dc4-973a-5542d3c30b67","","","","","","","","","","",""
"","teacher","25","1015398","0.0-11.0-0.0","1532118983891","10-242","10-234","6447,4626,2392,3306,3850","","","","","","280","633","156","456","[452,303],[285,159],[628,162],[629,452],[286,453]","","[280,633,156,456]","[409,504,215,394],[248,568,101,421],[184,756,72,431],[174,752,86,521],[274,642,142,464]","864,864","true","null"
"","html-button-response","26","1018401","0.0-11.0-2.0-0.0","1532118983891","10-242","10-234","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","27","1051720","0.0-11.0-3.0","1532118983891","10-242","10-234","6342,3617,2834","","","","","","215","503","400","592","[219,403],[500,404],[500,588]","","[215,503,400,592]","[217,399,274,409],[211,539,176,430],[202,529,394,602]","864,864","true","null"
"","html-button-response","28","1054722","0.0-11.0-5.0-0.0","1532118983891","10-242","10-234","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","29","1063294","0.0-11.0-6.0","1532118983891","10-242","10-234","2581","","","","","","301","486","253","538","[307,256]","","[301,486,253,538]","[292,517,242,498]","864,864","true","null"
"","html-button-response","30","1066295","0.0-11.0-8.0-0.0","1532118983891","10-242","10-234","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","31","1113484","0.0-11.0-9.0","1532118983891","10-242","10-234","6447,4722,2025,1160","","","","","","179","756","346","432","[181,350],[754,352],[753,431],[183,425]","","[179,756,346,432]","[139,375,292,602],[53,780,171,380],[98,786,171,514],[181,763,340,434]","864,864","true","null"
"","html-button-response","32","1116487","0.0-11.0-11.0-0.0","1532118983891","10-242","10-234","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","33","1148973","0.0-11.0-12.0","1532118983891","10-242","10-234","4803,3671,4712","","","","","","222","563","575","661","[227,580],[560,581],[559,656]","","[222,563,575,661]","[223,414,375,587],[220,565,395,586],[217,564,573,663]","864,864","true","null"
"","html-button-response","34","1151975","0.0-11.0-14.0-0.0","1532118983891","10-242","10-234","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","check_point_button","35","1153854","0.0-12.0","1532118983891","10-242","10-234","1877","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINARON EL NIVEL </font></p>","0","","","","","","","","","","","","",""
"","waiting-room","36","1154622","0.0-13.0","1532118983891","10-242","10-234","","","","","0","ef176129-3443-46ce-a29c-d072386cf7bb","","","","","","","","","","",""
"","teacher","37","1198646","0.0-14.0-0.0","1532118983891","10-242","10-234","3501,4576,8337","","","","","","414","564","678","764","[420,684],[560,685],[418,763]","","[414,564,678,764]","[279,673,669,710],[395,581,676,817],[412,576,683,765]","864,864","true","null"
"","html-button-response","38","1201649","0.0-14.0-2.0-0.0","1532118983891","10-242","10-234","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","39","1237215","0.0-14.0-3.0","1532118983891","10-242","10-234","9797,3144,4192","","","","","","375","461","358","496","[379,361],[458,361],[380,493]","","[375,461,358,496]","[371,667,229,367],[370,463,267,364],[369,461,357,500]","864,864","true","null"
"","html-button-response","40","1240216","0.0-14.0-5.0-0.0","1532118983891","10-242","10-234","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","41","1269674","0.0-14.0-6.0","1532118983891","10-242","10-234","3524,1696,2804","","","","","","566","652","226","353","[570,230],[650,231],[572,350]","","[566,652,226,353]","[398,579,226,423],[554,658,228,409],[565,655,225,356]","864,864","true","null"
"","html-button-response","42","1272675","0.0-14.0-8.0-0.0","1532118983891","10-242","10-234","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","43","1321534","0.0-14.0-9.0","1532118983891","10-242","10-234","6173,9528,5631","","","","","","260","513","402","525","[264,406],[511,407],[265,522]","","[260,513,402,525]","[257,414,208,409],[255,517,270,411],[261,521,398,534]","864,864","true","null"
"","html-button-response","44","1324536","0.0-14.0-11.0-0.0","1532118983891","10-242","10-234","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","45","1384914","0.0-14.0-12.0","1532118983891","10-242","10-234","5483,3944,5860,11612","","","","","","569","737","427","683","[573,431],[734,431],[734,682],[575,681]","","[569,737,427,683]","[195,582,244,436],[568,737,176,430],[561,739,433,686],[572,739,425,694]","864,864","true","null"
"","html-button-response","46","1387916","0.0-14.0-14.0-0.0","1532118983891","10-242","10-234","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","check_point_button","47","1390696","0.0-15.0","1532118983891","10-242","10-234","2778","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINARON EL NIVEL </font></p>","0","","","","","","","","","","","","",""
"","waiting-room","48","1392250","0.0-16.0","1532118983891","10-242","10-234","","","","","0","fbb2b005-01e5-41f1-9eea-522fb792e90f","","","","","","","","","","",""
"","teacher","49","1440009","0.0-17.0-0.0","1532118983891","10-242","10-234","12677,3638,8238","","","","","","139","225","664","750","[143,668],[223,668],[144,748]","","[139,225,664,750]","[132,451,617,674],[133,233,437,673],[137,232,667,752]","864,864","true","null"
"","html-button-response","50","1443010","0.0-17.0-2.0-0.0","1532118983891","10-242","10-234","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","51","1484828","0.0-17.0-3.0","1532118983891","10-242","10-234","7030,5754,5691","","","","","","400","770","281","619","[403,284],[768,284],[768,618]","","[400,770,281,619]","[393,594,280,420],[391,775,283,500],[393,777,272,627]","864,864","true","null"
"","html-button-response","52","1487830","0.0-17.0-5.0-0.0","1532118983891","10-242","10-234","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","53","1539913","0.0-17.0-6.0","1532118983891","10-242","10-234","6961,14432,7590","","","","","","524","735","662","748","[528,665],[732,666],[528,745]","","[524,735,662,748]","[575,576,494,495],[522,738,508,673],[523,740,658,753]","864,864","true","null"
"","html-button-response","54","1542913","0.0-17.0-8.0-0.0","1532118983891","10-242","10-234","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","55","1582075","0.0-17.0-9.0","1532118983891","10-242","10-234","4874,5500,3732","","","","","","627","767","472","708","[631,476],[765,477],[764,705]","","[627,767,472,708]","[223,636,118,485],[625,772,323,482],[625,772,474,710]","864,864","true","null"
"","html-button-response","56","1585075","0.0-17.0-11.0-0.0","1532118983891","10-242","10-234","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","57","1629924","0.0-17.0-12.0","1532118983891","10-242","10-234","8418,6040,6940","","","","","","104","309","476","562","[108,480],[307,481],[109,558]","","[104,309,476,562]","[108,240,471,728],[104,314,477,726],[103,322,472,565]","864,864","true","null"
"","html-button-response","58","1632924","0.0-17.0-14.0-0.0","1532118983891","10-242","10-234","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","check_point_button","59","1637407","0.0-18.0","1532118983891","10-242","10-234","4482","","<p align='center' style='font-size:30px;' > COMPLETARON TODOS LOS NIVELES  <br><br> ¡FELICITACIONES!<br><br> PRESIONA CUALQUIER TECLA PARA TERMINAR</p>","0","","","","","","","","","","","","",""
