"success","trial_type","trial_index","time_elapsed","internal_node_id","start_time","id_teacher","id_learner","rt","responses","stimulus","button_pressed","player_id","session_id","X_left","X_right","Y_top","Y_bottom","Circles","Crosses","Teachers_Box","Learners_Guess","canvas_size","won","key_press"
"true","fullscreen","0","38579","0.0-0.0","1532121056885","56-25","52-24","","","","","","","","","","","","","","","","",""
"","survey-text","1","47635","0.0-1.0","1532121056885","56-25","52-24","9054","{""Q0"":""56-25"",""Q1"":""52-24""}","","","","","","","","","","","","","","",""
"","my_image_button","2","80726","0.0-2.0-0.0","1532121056885","56-25","52-24","33088","","img/caja.png","0","","","","","","","","","","","","",""
"","my_image_button","3","101046","0.0-2.0-1.0","1532121056885","56-25","52-24","20318","","img/caja_con_ejemplos.png","0","","","","","","","","","","","","",""
"","my_image_button","4","107630","0.0-2.0-2.0","1532121056885","56-25","52-24","6583","","","0","","","","","","","","","","","","",""
"","waiting-room","5","108164","0.0-3.0","1532121056885","56-25","52-24","","","","","0","98b414af-fc00-4481-a66f-61160cde5469","","","","","","","","","","",""
"","teacher","6","259545","0.0-4.0-0.0","1532121056885","56-25","52-24","6957,9675,21716","","","","","","659","746","342","606","[674,358],[733,593]","[646,362]","[659,746,342,606]","[638,765,311,400],[592,769,400,616],[668,773,345,642]","864,864","true","null"
"","html-button-response","7","262548","0.0-4.0-2.0-0.0","1532121056885","56-25","52-24","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","8","312446","0.0-4.0-3.0","1532121056885","56-25","52-24","13118,4609","","","","","","389","728","418","729","[402,430],[720,720]","","[389,728,418,729]","[393,489,427,578],[388,747,423,723]","864,864","true","null"
"","html-button-response","9","315448","0.0-4.0-5.0-0.0","1532121056885","56-25","52-24","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","check_point_button","10","322024","0.0-5.0","1532121056885","56-25","52-24","6574","","<p><font size='25px'>ENTONCES, ¿QUÉ TIENEN QUE HACER? </font></p>","0","","","","","","","","","","","","",""
"","html-button-response","11","338488","0.0-6.0","1532121056885","56-25","52-24","16463","","<p align='center' style='font-size:25px;' > EL JUEGO TIENE 4 NIVELES <br> ¿LISTX PARA EMPEZAR? </p>","0","","","","","","","","","","","","",""
"","waiting-room","12","342334","0.0-7.0","1532121056885","56-25","52-24","","","","","0","6101935a-6e87-48ea-b45f-d6e1ddffb23b","","","","","","","","","","",""
"","teacher","13","375935","0.0-8.0-0.0","1532121056885","56-25","52-24","5055,2850","","","","","","244","437","560","708","[253,572],[431,699]","","[244,437,560,708]","[239,306,568,684],[246,445,568,733]","864,864","true","null"
"","html-button-response","14","378936","0.0-8.0-2.0-0.0","1532121056885","56-25","52-24","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","15","437515","0.0-8.0-3.0","1532121056885","56-25","52-24","5608,3109,6450","","","","","","609","715","435","648","[618,444],[709,641]","[725,638]","[609,715,435,648]","[536,644,385,446],[589,771,443,645],[608,717,431,655]","864,864","true","null"
"","html-button-response","16","440517","0.0-8.0-5.0-0.0","1532121056885","56-25","52-24","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","17","478559","0.0-8.0-6.0","1532121056885","56-25","52-24","3895,2973","","","","","","275","606","641","727","[285,649],[603,717]","","[275,606,641,727]","[237,356,624,702],[278,614,641,760]","864,864","true","null"
"","html-button-response","18","481560","0.0-8.0-8.0-0.0","1532121056885","56-25","52-24","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","19","494057","0.0-8.0-9.0","1532121056885","56-25","52-24","5550","","","","","","673","759","298","384","[682,307]","","[673,759,298,384]","[657,737,288,365]","864,864","true","null"
"","html-button-response","20","497058","0.0-8.0-11.0-0.0","1532121056885","56-25","52-24","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","21","528075","0.0-8.0-12.0","1532121056885","56-25","52-24","3870,9751","","","","","","248","738","608","694","[255,617],[733,688]","","[248,738,608,694]","[235,409,594,692],[245,743,614,720]","864,864","true","null"
"","html-button-response","22","531079","0.0-8.0-14.0-0.0","1532121056885","56-25","52-24","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","check_point_button","23","538338","0.0-9.0","1532121056885","56-25","52-24","7258","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINARON EL NIVEL </font></p>","0","","","","","","","","","","","","",""
"","waiting-room","24","538863","0.0-10.0","1532121056885","56-25","52-24","","","","","0","360fdeb4-0499-4d14-846a-96624709f641","","","","","","","","","","",""
"","teacher","25","568487","0.0-11.0-0.0","1532121056885","56-25","52-24","4842,1181","","","","","","281","367","201","427","[285,210],[359,418]","","[281,367,201,427]","[274,405,189,270],[279,395,194,430]","864,864","true","null"
"","html-button-response","26","571489","0.0-11.0-2.0-0.0","1532121056885","56-25","52-24","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","27","603582","0.0-11.0-3.0","1532121056885","56-25","52-24","4210,1567,4162","","","","","","189","352","641","735","[198,648],[347,729]","[350,747]","[189,352,641,735]","[171,250,613,698],[175,420,622,774],[180,384,631,737]","864,864","true","null"
"","html-button-response","28","606582","0.0-11.0-5.0-0.0","1532121056885","56-25","52-24","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","29","631346","0.0-11.0-6.0","1532121056885","56-25","52-24","2932,5462","","","","","","160","653","595","681","[168,607],[644,673]","","[160,653,595,681]","[139,240,596,672],[161,651,604,691]","864,864","true","null"
"","html-button-response","30","634348","0.0-11.0-8.0-0.0","1532121056885","56-25","52-24","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","31","657026","0.0-11.0-9.0","1532121056885","56-25","52-24","3122,5429","","","","","","191","639","413","715","[200,420],[631,708]","","[191,639,413,715]","[168,227,393,454],[182,648,404,721]","864,864","true","null"
"","html-button-response","32","660029","0.0-11.0-11.0-0.0","1532121056885","56-25","52-24","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","33","698949","0.0-11.0-12.0","1532121056885","56-25","52-24","5200,2301","","","","","","538","657","555","676","[546,564],[653,670]","","[538,657,555,676]","[534,561,557,641],[535,664,560,697]","864,864","true","null"
"","html-button-response","34","701953","0.0-11.0-14.0-0.0","1532121056885","56-25","52-24","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","check_point_button","35","709651","0.0-12.0","1532121056885","56-25","52-24","7697","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINARON EL NIVEL </font></p>","0","","","","","","","","","","","","",""
"","waiting-room","36","710178","0.0-13.0","1532121056885","56-25","52-24","","","","","0","421f937d-82e1-41c5-ad47-e48ee2ab228e","","","","","","","","","","",""
"","teacher","37","737925","0.0-14.0-0.0","1532121056885","56-25","52-24","4568,5087","","","","","","629","715","436","715","[639,445],[707,708]","","[629,715,436,715]","[632,771,430,520],[632,720,439,730]","864,864","true","null"
"","html-button-response","38","740927","0.0-14.0-2.0-0.0","1532121056885","56-25","52-24","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","39","767999","0.0-14.0-3.0","1532121056885","56-25","52-24","4042,3725","","","","","","116","657","137","473","[126,146],[648,465]","","[116,657,137,473]","[110,204,138,241],[122,654,139,477]","864,864","true","null"
