"success","trial_type","trial_index","time_elapsed","internal_node_id","start_time","id_teacher","id_learner","rt","responses","stimulus","button_pressed","player_id","session_id","X_left","X_right","Y_top","Y_bottom","Circles","Crosses","Teachers_Box","Learners_Guess","canvas_size","won","key_press"
"","teacher","19","315965","0.0-8.0-9.0","1532113559238","42-8","56-07","2919,2436","","","","","","512","598","152","586","[518,159],[593,581]","","[512,598,152,586]","[504,674,144,293],[491,607,143,592]","864,864","true","null"
"","html-button-response","20","318968","0.0-8.0-11.0-0.0","1532113559238","42-8","56-07","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","21","334157","0.0-8.0-12.0","1532113559238","42-8","56-07","2138,2674","","","","","","334","653","161","537","[341,166],[649,531]","","[334,653,161,537]","[83,350,48,178],[324,660,158,541]","864,864","true","null"
"","html-button-response","22","337159","0.0-8.0-14.0-0.0","1532113559238","42-8","56-07","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","check_point_button","23","340491","0.0-9.0","1532113559238","42-8","56-07","3332","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINARON EL NIVEL </font></p>","0","","","","","","","","","","","","",""
"","waiting-room","24","343949","0.0-10.0","1532113559238","42-8","56-07","","","","","0","f58f6a30-08a2-4dee-8446-0b4c7c47bda1","","","","","","","","","","",""
"","teacher","25","361610","0.0-11.0-0.0","1532113559238","42-8","56-07","1887,1782","","","","","","511","597","369","696","[519,374],[595,693]","","[511,597,369,696]","[363,535,58,388],[505,610,361,707]","864,864","true","null"
"","html-button-response","26","364612","0.0-11.0-2.0-0.0","1532113559238","42-8","56-07","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","27","380639","0.0-11.0-3.0","1532113559238","42-8","56-07","1816,1588","","","","","","232","318","538","760","[238,543],[315,758]","","[232,318,538,760]","[228,661,532,808],[221,330,528,770]","864,864","true","null"
"","html-button-response","28","383640","0.0-11.0-5.0-0.0","1532113559238","42-8","56-07","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","29","397816","0.0-11.0-6.0","1532113559238","42-8","56-07","2146,2236","","","","","","121","273","451","621","[127,456],[271,619]","","[121,273,451,621]","[116,453,52,465],[110,289,448,636]","864,864","true","null"
"","html-button-response","30","400818","0.0-11.0-8.0-0.0","1532113559238","42-8","56-07","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","31","413250","0.0-11.0-9.0","1532113559238","42-8","56-07","2083,1637","","","","","","232","318","502","588","[239,508],[316,584]","","[232,318,502,588]","[230,445,502,719],[223,330,496,601]","864,864","true","null"
"","html-button-response","32","416253","0.0-11.0-11.0-0.0","1532113559238","42-8","56-07","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","33","430500","0.0-11.0-12.0","1532113559238","42-8","56-07","2249,1692","","","","","","561","647","241","558","[567,246],[644,555]","","[561,647,241,558]","[553,703,238,531],[541,653,233,571]","864,864","true","null"
"","html-button-response","34","433502","0.0-11.0-14.0-0.0","1532113559238","42-8","56-07","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","check_point_button","35","434943","0.0-12.0","1532113559238","42-8","56-07","1440","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINARON EL NIVEL </font></p>","0","","","","","","","","","","","","",""
"","waiting-room","36","438613","0.0-13.0","1532113559238","42-8","56-07","","","","","0","1674f55d-8d2e-41b8-a262-7c7a43fa7deb","","","","","","","","","","",""
"","teacher","37","453277","0.0-14.0-0.0","1532113559238","42-8","56-07","2185,2733","","","","","","296","597","361","773","[302,367],[594,769]","","[296,597,361,773]","[225,321,361,614],[291,610,349,781]","864,864","true","null"
"","html-button-response","38","456278","0.0-14.0-2.0-0.0","1532113559238","42-8","56-07","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","39","471865","0.0-14.0-3.0","1532113559238","42-8","56-07","2257,1757","","","","","","379","465","95","406","[384,100],[463,404]","","[379,465,95,406]","[373,584,90,439],[367,473,81,419]","864,864","true","null"
"","html-button-response","40","474868","0.0-14.0-5.0-0.0","1532113559238","42-8","56-07","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","41","491862","0.0-14.0-6.0","1532113559238","42-8","56-07","2198,2673","","","","","","255","744","231","373","[261,237],[741,368]","","[255,744,231,373]","[248,379,225,491],[241,765,218,381]","864,864","true","null"
"","html-button-response","42","494865","0.0-14.0-8.0-0.0","1532113559238","42-8","56-07","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","43","511159","0.0-14.0-9.0","1532113559238","42-8","56-07","2001,2169","","","","","","243","415","123","529","[251,131],[413,523]","","[243,415,123,529]","[234,397,118,465],[228,426,113,537]","864,864","true","null"
"","html-button-response","44","514161","0.0-14.0-11.0-0.0","1532113559238","42-8","56-07","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","45","533088","0.0-14.0-12.0","1532113559238","42-8","56-07","2104,1811","","","","","","92","674","537","623","[101,543],[669,617]","","[92,674,537,623]","[91,550,531,674],[77,680,522,630]","864,864","true","null"
"","html-button-response","46","536089","0.0-14.0-14.0-0.0","1532113559238","42-8","56-07","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","check_point_button","47","537045","0.0-15.0","1532113559238","42-8","56-07","955","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINARON EL NIVEL </font></p>","0","","","","","","","","","","","","",""
"","waiting-room","48","539422","0.0-16.0","1532113559238","42-8","56-07","","","","","0","8d9667d8-f43f-45b8-a34b-34e1003bc9ce","","","","","","","","","","",""
"","teacher","49","557842","0.0-17.0-0.0","1532113559238","42-8","56-07","2374,1355","","","","","","667","753","404","599","[675,412],[750,595]","","[667,753,404,599]","[662,794,402,741],[652,768,396,620]","864,864","true","null"
"","html-button-response","50","560844","0.0-17.0-2.0-0.0","1532113559238","42-8","56-07","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","51","577616","0.0-17.0-3.0","1532113559238","42-8","56-07","1832,2573","","","","","","222","526","241","721","[229,250],[522,713]","","[222,526,241,721]","[213,651,239,451],[215,534,226,733]","864,864","true","null"
"","html-button-response","52","580619","0.0-17.0-5.0-0.0","1532113559238","42-8","56-07","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","53","595613","0.0-17.0-6.0","1532113559238","42-8","56-07","2281,2139","","","","","","140","596","238","754","[147,244],[589,749]","","[140,596,238,754]","[135,241,231,479],[122,603,227,759]","864,864","true","null"
"","html-button-response","54","598616","0.0-17.0-8.0-0.0","1532113559238","42-8","56-07","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","55","616421","0.0-17.0-9.0","1532113559238","42-8","56-07","2615,2196","","","","","","682","768","660","746","[690,670],[762,742]","","[682,768,660,746]","[683,772,655,849],[666,780,652,758]","864,864","true","null"
"","html-button-response","56","619423","0.0-17.0-11.0-0.0","1532113559238","42-8","56-07","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","57","633773","0.0-17.0-12.0","1532113559238","42-8","56-07","2472,2315","","","","","","179","718","585","672","[188,592],[712,667]","","[179,718,585,672]","[176,762,580,790],[163,722,569,679]","864,864","true","null"
"","html-button-response","58","636776","0.0-17.0-14.0-0.0","1532113559238","42-8","56-07","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","check_point_button","59","639208","0.0-18.0","1532113559238","42-8","56-07","2431","","<p align='center' style='font-size:30px;' > COMPLETARON TODOS LOS NIVELES  <br><br> ¡FELICITACIONES!<br><br> PRESIONA CUALQUIER TECLA PARA TERMINAR</p>","0","","","","","","","","","","","","",""
