"success","trial_type","trial_index","time_elapsed","internal_node_id","start_time","id_teacher","id_learner","rt","responses","stimulus","button_pressed","player_id","session_id","X_left","X_right","Y_top","Y_bottom","Circles","Crosses","Teachers_Box","Learners_Guess","canvas_size","won","key_press"
"","html-button-response","18","871087","0.0-8.0-8.0-0.0","1532112662501","10-210","9-213","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","19","949082","0.0-8.0-9.0","1532112662501","10-210","9-213","7084,4238,3800,3770","","","","","","661","747","622","732","[667,628],[745,730]","[660,618],[756,730]","[661,747,622,732]","[603,816,582,751],[570,827,540,748],[651,789,626,733],[663,751,625,737]","864,864","true","null"
"","html-button-response","20","952086","0.0-8.0-11.0-0.0","1532112662501","10-210","9-213","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","21","1070018","0.0-8.0-12.0","1532112662501","10-210","9-213","7817,16274,5418,5313,3401,2942","","","","","","182","563","372","735","[365,730],[377,388],[187,528]","[379,366],[569,464],[180,516]","[182,563,372,735]","[438,638,376,539],[385,562,363,468],[358,522,394,737],[215,542,426,749],[252,498,379,735],[184,563,385,739]","864,864","true","null"
"","html-button-response","22","1073021","0.0-8.0-14.0-0.0","1532112662501","10-210","9-213","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","check_point_button","23","1097817","0.0-9.0","1532112662501","10-210","9-213","24795","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINARON EL NIVEL </font></p>","0","","","","","","","","","","","","",""
"","waiting-room","24","1100861","0.0-10.0","1532112662501","10-210","9-213","","","","","0","c0214df3-1e82-4c31-8ab9-0415befd5357","","","","","","","","","","",""
"","teacher","25","1150579","0.0-11.0-0.0","1532112662501","10-210","9-213","8114,3297","","","","","","433","540","478","655","[439,483],[538,654]","","[433,540,478,655]","[204,448,242,488],[434,542,479,659]","864,864","true","null"
"","html-button-response","26","1153581","0.0-11.0-2.0-0.0","1532112662501","10-210","9-213","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","27","1200900","0.0-11.0-3.0","1532112662501","10-210","9-213","3373,2169,6183","","","","","","93","179","384","621","[98,388],[177,619]","[185,500]","[93,179,384,621]","[95,441,380,534],[94,231,385,624],[95,181,382,624]","864,864","true","null"
"","html-button-response","28","1203902","0.0-11.0-5.0-0.0","1532112662501","10-210","9-213","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","29","1218463","0.0-11.0-6.0","1532112662501","10-210","9-213","2980","","","","","","427","551","530","710","[433,534]","","[427,551,530,710]","[429,560,528,703]","864,864","true","null"
"","html-button-response","30","1221465","0.0-11.0-8.0-0.0","1532112662501","10-210","9-213","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","31","1257280","0.0-11.0-9.0","1532112662501","10-210","9-213","3813,3269","","","","","","644","730","191","398","[650,197],[727,395]","","[644,730,191,398]","[510,654,191,350],[646,732,192,398]","864,864","true","null"
"","html-button-response","32","1260281","0.0-11.0-11.0-0.0","1532112662501","10-210","9-213","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","33","1288731","0.0-11.0-12.0","1532112662501","10-210","9-213","3054,3414","","","","","","682","768","259","576","[687,264],[766,574]","","[682,768,259,576]","[519,690,261,464],[683,770,260,577]","864,864","true","null"
"","html-button-response","34","1291732","0.0-11.0-14.0-0.0","1532112662501","10-210","9-213","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","check_point_button","35","1308075","0.0-12.0","1532112662501","10-210","9-213","16341","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINARON EL NIVEL </font></p>","0","","","","","","","","","","","","",""
"","waiting-room","36","1310260","0.0-13.0","1532112662501","10-210","9-213","","","","","0","25057a69-0152-41ad-a720-7b8ca0f1ddeb","","","","","","","","","","",""
"","teacher","37","1335560","0.0-14.0-0.0","1532112662501","10-210","9-213","3563,1736","","","","","","379","700","252","371","[385,257],[698,370]","","[379,700,252,371]","[381,589,253,485],[381,703,254,376]","864,864","true","null"
"","html-button-response","38","1338562","0.0-14.0-2.0-0.0","1532112662501","10-210","9-213","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","39","1378241","0.0-14.0-3.0","1532112662501","10-210","9-213","2183,1837,3720","","","","","","118","572","237","323","[123,242],[568,321]","[362,328]","[118,572,237,323]","[120,452,237,366],[120,574,239,370],[121,572,237,324]","864,864","true","null"
"","html-button-response","40","1381243","0.0-14.0-5.0-0.0","1532112662501","10-210","9-213","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","41","1402224","0.0-14.0-6.0","1532112662501","10-210","9-213","3779,2107","","","","","","93","493","353","439","[99,359],[489,438]","","[93,493,353,439]","[95,389,354,468],[96,494,356,444]","864,864","true","null"
"","html-button-response","42","1405225","0.0-14.0-8.0-0.0","1532112662501","10-210","9-213","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","43","1428631","0.0-14.0-9.0","1532112662501","10-210","9-213","3260,4357","","","","","","406","493","415","727","[412,420],[490,726]","","[406,493,415,727]","[408,516,415,606],[407,495,414,732]","864,864","true","null"
"","html-button-response","44","1431633","0.0-14.0-11.0-0.0","1532112662501","10-210","9-213","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","45","1454638","0.0-14.0-12.0","1532112662501","10-210","9-213","1856,3476","","","","","","471","775","680","766","[476,686],[773,765]","","[471,775,680,766]","[369,483,381,692],[471,777,681,770]","864,864","true","null"
"","html-button-response","46","1457640","0.0-14.0-14.0-0.0","1532112662501","10-210","9-213","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","check_point_button","47","1553889","0.0-15.0","1532112662501","10-210","9-213","96247","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINARON EL NIVEL </font></p>","1","","","","","","","","","","","","",""
