"success","trial_type","trial_index","time_elapsed","internal_node_id","start_time","id_teacher","id_learner","rt","responses","stimulus","button_pressed","player_id","session_id","X_left","X_right","Y_top","Y_bottom","Circles","Crosses","Teachers_Box","Learners_Guess","canvas_size","won","key_press"
"true","fullscreen","0","11556","0.0-0.0","1532112662501","10-210","9-213","","","","","","","","","","","","","","","","",""
"","survey-text","1","46049","0.0-1.0","1532112662501","10-210","9-213","34489","{""Q0"":""10-210"",""Q1"":""9-213""}","","","","","","","","","","","","","","",""
"","my_image_button","2","66124","0.0-2.0-0.0","1532112662501","10-210","9-213","20072","","img/caja.png","0","","","","","","","","","","","","",""
"","my_image_button","3","96220","0.0-2.0-1.0","1532112662501","10-210","9-213","30096","","img/caja_con_ejemplos.png","0","","","","","","","","","","","","",""
"","my_image_button","4","116804","0.0-2.0-2.0","1532112662501","10-210","9-213","20583","","","0","","","","","","","","","","","","",""
"","waiting-room","5","117336","0.0-3.0","1532112662501","10-210","9-213","","","","","0","c03b9395-eff8-4629-ba9e-fa2f84e39062","","","","","","","","","","",""
"","teacher","6","294696","0.0-4.0-0.0","1532112662501","10-210","9-213","22777,10559,8005,5337,6132","","","","","","642","728","307","393","[685,351]","[760,294],[674,431],[612,344],[771,352]","[642,728,307,393]","[569,821,302,416],[571,816,313,416],[616,785,321,413],[639,805,314,408],[642,725,319,398]","864,864","true","null"
"","html-button-response","7","297700","0.0-4.0-2.0-0.0","1532112662501","10-210","9-213","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","8","398194","0.0-4.0-3.0","1532112662501","10-210","9-213","5448,4640,6918,6006,3667","","","","","","140","294","455","577","[291,460],[223,459],[145,458]","[310,560],[305,461]","[140,294,455,577]","[244,381,444,545],[150,350,448,552],[189,344,448,540],[120,350,445,549],[117,300,448,527]","864,864","true","null"
"","html-button-response","9","401196","0.0-4.0-5.0-0.0","1532112662501","10-210","9-213","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","check_point_button","10","451133","0.0-5.0","1532112662501","10-210","9-213","49936","","<p><font size='25px'>ENTONCES, ¿QUÉ TIENEN QUE HACER? </font></p>","0","","","","","","","","","","","","",""
"","html-button-response","11","491497","0.0-6.0","1532112662501","10-210","9-213","40364","","<p align='center' style='font-size:25px;' > EL JUEGO TIENE 4 NIVELES <br> ¿LISTX PARA EMPEZAR? </p>","0","","","","","","","","","","","","",""
"","waiting-room","12","494651","0.0-7.0","1532112662501","10-210","9-213","","","","","0","2c4085a2-78a1-4730-89fe-7e2687fd6b71","","","","","","","","","","",""
"","teacher","13","613300","0.0-8.0-0.0","1532112662501","10-210","9-213","6452,4543,2835,2941,4702,7044,3883","","","","","","143","334","158","554","[238,550],[240,163],[331,360]","[239,153],[339,360],[237,559],[139,363]","[143,334,158,554]","[276,477,331,438],[195,407,208,321],[149,275,250,441],[176,294,259,460],[180,297,351,555],[172,302,159,555],[173,334,159,554]","864,864","true","null"
"","html-button-response","14","616305","0.0-8.0-2.0-0.0","1532112662501","10-210","9-213","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","15","699585","0.0-8.0-3.0","1532112662501","10-210","9-213","4710,4091,5375,4803","","","","","","304","560","114","200","[311,119],[557,197]","[431,210],[430,113]","[304,560,114,200]","[252,389,78,191],[246,632,86,273],[256,617,48,203],[297,560,114,202]","864,864","true","null"
"","html-button-response","16","702586","0.0-8.0-5.0-0.0","1532112662501","10-210","9-213","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","17","868084","0.0-8.0-6.0","1532112662501","10-210","9-213","5183,2828,5902,5027,5834,4397,10877","","","","","","267","700","216","687","[272,468],[698,453],[478,221]","[476,214],[487,691],[704,454],[264,466]","[267,700,216,687]","[398,628,304,376],[307,700,226,616],[212,754,264,581],[261,654,341,623],[269,671,308,626],[271,702,308,618],[271,701,217,647]","864,864","true","null"
