"success","trial_type","trial_index","time_elapsed","internal_node_id","start_time","id_teacher","id_learner","rt","responses","stimulus","button_pressed","player_id","session_id","X_left","X_right","Y_top","Y_bottom","Circles","Crosses","Teachers_Box","Learners_Guess","canvas_size","won","key_press"
"true","fullscreen","0","8598","0.0-0.0","1532110591216","28-200","20-02","","","","","","","","","","","","","","","","",""
"","survey-text","1","35667","0.0-1.0","1532110591216","28-200","20-02","27066","{""Q0"":""28-200"",""Q1"":""20-02""}","","","","","","","","","","","","","","",""
"","my_image_button","2","90368","0.0-2.0-0.0","1532110591216","28-200","20-02","54697","","img/caja.png","0","","","","","","","","","","","","",""
"","my_image_button","3","126192","0.0-2.0-1.0","1532110591216","28-200","20-02","35823","","img/caja_con_ejemplos.png","0","","","","","","","","","","","","",""
"","my_image_button","4","150650","0.0-2.0-2.0","1532110591216","28-200","20-02","24457","","","0","","","","","","","","","","","","",""
"","waiting-room","5","151183","0.0-3.0","1532110591216","28-200","20-02","","","","","0","75546603-dc1c-454a-a406-2f79be0d147c","","","","","","","","","","",""
"","teacher","6","205667","0.0-4.0-0.0","1532110591216","28-200","20-02","4503,15946,9259","","","","","","152","570","250","458","[277,332],[532,287],[166,269]","","[152,570,250,458]","[219,493,291,446],[254,562,273,417],[147,551,243,473]","864,864","true","null"
"","html-button-response","7","208670","0.0-4.0-2.0-0.0","1532110591216","28-200","20-02","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","8","269023","0.0-4.0-3.0","1532110591216","28-200","20-02","8823,5272,5928,6041,4594","","","","","","256","751","320","607","[388,523],[614,404],[294,381],[739,589]","[761,302]","[256,751,320,607]","[287,573,313,492],[275,564,445,618],[341,681,339,546],[271,635,350,552],[266,762,336,637]","864,864","true","null"
"","html-button-response","9","272025","0.0-4.0-5.0-0.0","1532110591216","28-200","20-02","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","check_point_button","10","322627","0.0-5.0","1532110591216","28-200","20-02","50601","","<p><font size='25px'>ENTONCES, ¿QUÉ TIENEN QUE HACER? </font></p>","0","","","","","","","","","","","","",""
"","html-button-response","11","328684","0.0-6.0","1532110591216","28-200","20-02","6055","","<p align='center' style='font-size:25px;' > EL JUEGO TIENE 4 NIVELES <br> ¿LISTX PARA EMPEZAR? </p>","0","","","","","","","","","","","","",""
"","waiting-room","12","329229","0.0-7.0","1532110591216","28-200","20-02","","","","","0","0c76f82b-3208-443c-a0c1-be3ba5d625c3","","","","","","","","","","",""
"","teacher","13","429237","0.0-8.0-0.0","1532110591216","28-200","20-02","5036,4465,12737,10796,4416,3827","","","","","","310","764","672","758","[342,697],[751,700]","[304,624],[580,498],[483,652],[512,773]","[310,764,672,758]","[330,633,542,720],[319,782,522,721],[333,777,517,727],[331,761,624,786],[319,780,694,841],[321,776,674,733]","864,864","true","null"
"","html-button-response","14","432240","0.0-8.0-2.0-0.0","1532110591216","28-200","20-02","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","15","477424","0.0-8.0-3.0","1532110591216","28-200","20-02","8294,3859,3202,2962","","","","","","568","768","485","590","[582,574],[757,504]","[585,471],[776,522]","[568,768,485,590]","[259,528,441,582],[547,775,171,395],[498,732,525,676],[560,769,500,587]","864,864","true","null"
"","html-button-response","16","480426","0.0-8.0-5.0-0.0","1532110591216","28-200","20-02","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","17","516318","0.0-8.0-6.0","1532110591216","28-200","20-02","3176,2185,1587,2723,2153","","","","","","194","541","465","593","[212,480],[532,482],[341,586]","[435,451],[382,608]","[194,541,465,593]","[163,354,432,584],[144,585,389,626],[199,558,474,543],[195,559,468,644],[191,552,466,594]","864,864","true","null"
"","html-button-response","18","519320","0.0-8.0-8.0-0.0","1532110591216","28-200","20-02","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","19","533523","0.0-8.0-9.0","1532110591216","28-200","20-02","3715,2442","","","","","","590","697","677","763","[647,714]","[703,733]","[590,697,677,763]","[570,758,622,769],[590,684,653,730]","864,864","true","null"
"","html-button-response","20","536524","0.0-8.0-11.0-0.0","1532110591216","28-200","20-02","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","21","576522","0.0-8.0-12.0","1532110591216","28-200","20-02","2670,3467,2521,2578,1812","","","","","","323","675","99","716","[668,469],[490,698]","[315,467],[499,91],[484,728]","[323,675,99,716]","[640,707,445,522],[387,794,429,577],[338,737,158,520],[327,687,115,672],[323,691,109,714]","864,864","true","null"
"","html-button-response","22","579523","0.0-8.0-14.0-0.0","1532110591216","28-200","20-02","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","check_point_button","23","584328","0.0-9.0","1532110591216","28-200","20-02","4803","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINARON EL NIVEL </font></p>","0","","","","","","","","","","","","",""
"","waiting-room","24","584868","0.0-10.0","1532110591216","28-200","20-02","","","","","0","fee30a63-a56c-400e-b213-1e3e15d20077","","","","","","","","","","",""
"","teacher","25","605564","0.0-11.0-0.0","1532110591216","28-200","20-02","2723,2100,1996,1835","","","","","","329","415","557","685","[346,572],[403,678]","[422,608],[316,631]","[329,415,557,685]","[288,418,513,634],[300,464,499,765],[290,414,530,713],[327,411,551,699]","864,864","true","null"
"","html-button-response","26","608566","0.0-11.0-2.0-0.0","1532110591216","28-200","20-02","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","27","628772","0.0-11.0-3.0","1532110591216","28-200","20-02","2170,1572,1981","","","","","","417","611","359","733","[596,379],[435,716]","[442,347]","[417,611,359,733]","[565,640,288,420],[364,620,279,736],[425,635,370,729]","864,864","true","null"
"","html-button-response","28","631773","0.0-11.0-5.0-0.0","1532110591216","28-200","20-02","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","29","679399","0.0-11.0-6.0","1532110591216","28-200","20-02","2129,1733,2508,2743,2405,2329","","","","","","642","728","451","771","[656,468],[681,767],[723,618]","[697,781],[747,634],[633,565]","[642,728,451,771]","[598,735,388,570],[575,796,452,763],[582,721,463,761],[623,706,424,541],[650,691,456,780],[650,735,456,774]","864,864","true","null"
"","html-button-response","30","682400","0.0-11.0-8.0-0.0","1532110591216","28-200","20-02","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","31","691240","0.0-11.0-9.0","1532110591216","28-200","20-02","2060,2029","","","","","","438","524","280","366","[475,323]","[482,376]","[438,524,280,366]","[459,594,293,459],[455,513,284,355]","864,864","true","null"
"","html-button-response","32","694241","0.0-11.0-11.0-0.0","1532110591216","28-200","20-02","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","33","728507","0.0-11.0-12.0","1532110591216","28-200","20-02","2107,2133,2089,2106","","","","","","328","414","251","446","[334,435],[378,260]","[412,245],[320,345]","[328,414,251,446]","[343,534,286,437],[265,464,287,479],[269,426,252,445],[329,454,253,440]","864,864","true","null"
"","html-button-response","34","731509","0.0-11.0-14.0-0.0","1532110591216","28-200","20-02","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","check_point_button","35","735569","0.0-12.0","1532110591216","28-200","20-02","4059","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINARON EL NIVEL </font></p>","0","","","","","","","","","","","","",""
"","waiting-room","36","736103","0.0-13.0","1532110591216","28-200","20-02","","","","","0","644c2a6a-803c-4975-bd90-d6e05bdde161","","","","","","","","","","",""
"","teacher","37","759793","0.0-14.0-0.0","1532110591216","28-200","20-02","3623,1382,1636,1654","","","","","","672","758","223","320","[683,233],[747,310]","[768,271],[661,278]","[672,758,223,320]","[567,721,219,298],[561,804,215,379],[605,758,212,364],[669,759,213,333]","864,864","true","null"
"","html-button-response","38","762797","0.0-14.0-2.0-0.0","1532110591216","28-200","20-02","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","39","767386","0.0-14.0-3.0","1532110591216","28-200","20-02","2396","","","","","","347","433","668","754","[360,686]","","[347,433,668,754]","[328,434,669,741]","864,864","true","null"
"","html-button-response","40","770387","0.0-14.0-5.0-0.0","1532110591216","28-200","20-02","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","41","788533","0.0-14.0-6.0","1532110591216","28-200","20-02","2479,1895,2405","","","","","","379","544","492","733","[451,507],[458,719],[385,609]","","[379,544,492,733]","[424,509,486,534],[420,528,488,732],[364,487,497,735]","864,864","true","null"
"","html-button-response","42","791536","0.0-14.0-8.0-0.0","1532110591216","28-200","20-02","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","43","805223","0.0-14.0-9.0","1532110591216","28-200","20-02","2144,1693","","","","","","199","486","146","232","[482,180],[210,188]","","[199,486,146,232]","[444,547,154,238],[192,502,160,258]","864,864","true","null"
"","html-button-response","44","808225","0.0-14.0-11.0-0.0","1532110591216","28-200","20-02","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","45","835596","0.0-14.0-12.0","1532110591216","28-200","20-02","2344,3523,1902,1462","","","","","","517","754","683","769","[623,691],[652,763],[749,728],[526,712]","","[517,754,683,769]","[547,634,544,700],[618,666,684,776],[615,763,683,782],[511,770,689,780]","864,864","true","null"
"","html-button-response","46","838598","0.0-14.0-14.0-0.0","1532110591216","28-200","20-02","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","check_point_button","47","840327","0.0-15.0","1532110591216","28-200","20-02","1727","","<p><font size='25'>¡FELICITACIONES! <br><br> TERMINARON EL NIVEL </font></p>","0","","","","","","","","","","","","",""
"","waiting-room","48","842433","0.0-16.0","1532110591216","28-200","20-02","","","","","0","e74bb50d-71ff-4304-bee6-12c6ca45484b","","","","","","","","","","",""
"","teacher","49","861535","0.0-17.0-0.0","1532110591216","28-200","20-02","1931,1606,1823","","","","","","262","348","353","510","[336,369],[275,499]","[360,458]","[262,348,353,510]","[320,565,355,465],[240,371,356,512],[237,348,362,506]","864,864","true","null"
"","html-button-response","50","864538","0.0-17.0-2.0-0.0","1532110591216","28-200","20-02","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","51","905516","0.0-17.0-3.0","1532110591216","28-200","20-02","5516,6871,1911,2293,1823","","","","","","418","614","475","756","[439,491],[520,545],[541,505],[525,751],[607,681]","","[418,614,475,756]","[406,528,452,555],[431,532,480,572],[431,564,480,560],[432,570,484,769],[427,622,480,769]","864,864","true","null"
"","html-button-response","52","908518","0.0-17.0-5.0-0.0","1532110591216","28-200","20-02","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","53","933315","0.0-17.0-6.0","1532110591216","28-200","20-02","2003,6177,3847","","","","","","634","720","594","768","[651,606],[694,672],[684,760]","","[634,720,594,768]","[618,705,549,683],[649,713,589,699],[648,705,597,784]","864,864","true","null"
"","html-button-response","54","936317","0.0-17.0-8.0-0.0","1532110591216","28-200","20-02","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","55","949073","0.0-17.0-9.0","1532110591216","28-200","20-02","2468,1097","","","","","","619","705","362","618","[651,375],[664,612]","","[619,705,362,618]","[549,664,366,459],[632,744,365,627]","864,864","true","null"
"","html-button-response","56","952075","0.0-17.0-11.0-0.0","1532110591216","28-200","20-02","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","teacher","57","973593","0.0-17.0-12.0","1532110591216","28-200","20-02","2210,1817,1926,1697","","","","","","235","350","229","342","[286,330],[289,239],[345,293],[238,283]","","[235,350,229,342]","[268,464,314,414],[266,326,210,359],[279,359,227,355],[226,355,232,355]","864,864","true","null"
"","html-button-response","58","976594","0.0-17.0-14.0-0.0","1532110591216","28-200","20-02","null","","¡ENCONTRARON LA CAJA! PASEMOS A LA SIGUIENTE","null","","","","","","","","","","","","",""
"","check_point_button","59","987614","0.0-18.0","1532110591216","28-200","20-02","11017","","<p align='center' style='font-size:30px;' > COMPLETARON TODOS LOS NIVELES  <br><br> ¡FELICITACIONES!<br><br> PRESIONA CUALQUIER TECLA PARA TERMINAR</p>","0","","","","","","","","","","","","",""
